Skill,Explanation,Related Course,Credits,Collapsed Skill,Program,Title,Professor,Professor Google Scholar Citations,Description,Semester
Written communication,"Students will enhance their ability to communicate mathematical ideas and solutions effectively through written reports and explanations, which is important in academia and professional settings.",Discrete Math,3,Written communication,COMS,Discrete Math,Tony B Dear,158.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Fall 2023
Written communication,"Students will enhance their ability to communicate mathematical ideas and solutions effectively through written reports and explanations, which is important in academia and professional settings.",Discrete Math,3,Written communication,COMS,Discrete Math,Ansaf Salleb-Aouissi,1302.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Spring 2023
Critical thinking,"Students will develop the ability to evaluate and critique mathematical arguments and proofs, and to identify logical fallacies and errors in reasoning, which is essential for rigorous mathematical thinking and problem-solving.",Discrete Math,3,Cognitive Skills,COMS,Discrete Math,Tony B Dear,158.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Fall 2023
Critical thinking,"Students will develop the ability to evaluate and critique mathematical arguments and proofs, and to identify logical fallacies and errors in reasoning, which is essential for rigorous mathematical thinking and problem-solving.",Discrete Math,3,Cognitive Skills,COMS,Discrete Math,Ansaf Salleb-Aouissi,1302.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Spring 2023
Problem-solving,"Students will develop strong problem-solving skills through the application of logical reasoning, mathematical techniques, and algorithmic thinking to solve complex problems in discrete mathematics and computer science.",Discrete Math,3,Problem-solving,COMS,Discrete Math,Tony B Dear,158.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Fall 2023
Problem-solving,"Students will develop strong problem-solving skills through the application of logical reasoning, mathematical techniques, and algorithmic thinking to solve complex problems in discrete mathematics and computer science.",Discrete Math,3,Problem-solving,COMS,Discrete Math,Ansaf Salleb-Aouissi,1302.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Spring 2023
Analytical thinking,"Students will enhance their ability to analyze and evaluate mathematical statements, proofs, and algorithms, enabling them to identify patterns, relationships, and underlying structures in various mathematical and computational contexts.",Discrete Math,3,Cognitive Skills,COMS,Discrete Math,Tony B Dear,158.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Fall 2023
Analytical thinking,"Students will enhance their ability to analyze and evaluate mathematical statements, proofs, and algorithms, enabling them to identify patterns, relationships, and underlying structures in various mathematical and computational contexts.",Discrete Math,3,Cognitive Skills,COMS,Discrete Math,Ansaf Salleb-Aouissi,1302.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Spring 2023
Communication,"Students will improve their ability to communicate mathematical ideas and concepts effectively, both orally and in writing, through the presentation of logical arguments, proofs, and mathematical explanations.",Discrete Math,3,Communication,COMS,Discrete Math,Tony B Dear,158.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Fall 2023
Communication,"Students will improve their ability to communicate mathematical ideas and concepts effectively, both orally and in writing, through the presentation of logical arguments, proofs, and mathematical explanations.",Discrete Math,3,Communication,COMS,Discrete Math,Ansaf Salleb-Aouissi,1302.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Spring 2023
Abstract reasoning,"Students will develop the ability to think abstractly and generalize mathematical concepts and principles to solve problems in diverse domains, including computer programming, cryptography, and network analysis.",Discrete Math,3,,COMS,Discrete Math,Tony B Dear,158.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Fall 2023
Abstract reasoning,"Students will develop the ability to think abstractly and generalize mathematical concepts and principles to solve problems in diverse domains, including computer programming, cryptography, and network analysis.",Discrete Math,3,,COMS,Discrete Math,Ansaf Salleb-Aouissi,1302.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Spring 2023
Critical thinking,"Students will cultivate critical thinking skills by evaluating the validity and soundness of mathematical arguments, identifying logical fallacies, and making informed judgments based on mathematical evidence and reasoning.",Discrete Math,3,Cognitive Skills,COMS,Discrete Math,Tony B Dear,158.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Fall 2023
Critical thinking,"Students will cultivate critical thinking skills by evaluating the validity and soundness of mathematical arguments, identifying logical fallacies, and making informed judgments based on mathematical evidence and reasoning.",Discrete Math,3,Cognitive Skills,COMS,Discrete Math,Ansaf Salleb-Aouissi,1302.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Spring 2023
Problem-solving,"Students will develop the ability to analyze and solve complex problems in the field of computer science theory, applying the concepts and techniques learned in the course.",CS Theory,3,Problem-solving,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Problem-solving,"Students will develop the ability to analyze and solve complex problems in the field of computer science theory, applying the concepts and techniques learned in the course.",CS Theory,3,Problem-solving,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Logical reasoning,"Students will enhance their ability to think logically and critically, as they engage with abstract concepts and proofs in the course.",CS Theory,3,Reasoning and Statistical Analysis,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Logical reasoning,"Students will enhance their ability to think logically and critically, as they engage with abstract concepts and proofs in the course.",CS Theory,3,Reasoning and Statistical Analysis,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Abstract thinking,"Students will develop the ability to think abstractly, as they work with formal languages, grammars, and theoretical models of computation.",CS Theory,3,Cognitive Reasoning,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Abstract thinking,"Students will develop the ability to think abstractly, as they work with formal languages, grammars, and theoretical models of computation.",CS Theory,3,Cognitive Reasoning,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Analytical thinking,"Students will strengthen their analytical skills, as they analyze the complexity of algorithms and problems, and evaluate their efficiency.",CS Theory,3,Cognitive Skills,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Analytical thinking,"Students will strengthen their analytical skills, as they analyze the complexity of algorithms and problems, and evaluate their efficiency.",CS Theory,3,Cognitive Skills,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Written communication,Students will improve their ability to communicate complex ideas and concepts effectively through written assignments and exams in the course.,CS Theory,3,Written communication,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Written communication,Students will improve their ability to communicate complex ideas and concepts effectively through written assignments and exams in the course.,CS Theory,3,Written communication,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Problem-solving,"Students will develop the ability to analyze and solve complex problems in the field of computer science theory, applying the concepts and techniques learned in the course.",CS Theory,3,Problem-solving,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Problem-solving,"Students will develop the ability to analyze and solve complex problems in the field of computer science theory, applying the concepts and techniques learned in the course.",CS Theory,3,Problem-solving,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Logical reasoning,"Students will enhance their ability to think logically and critically, as they engage with abstract concepts and proofs in the course.",CS Theory,3,Reasoning and Statistical Analysis,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Logical reasoning,"Students will enhance their ability to think logically and critically, as they engage with abstract concepts and proofs in the course.",CS Theory,3,Reasoning and Statistical Analysis,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Abstract thinking,"Students will cultivate the ability to think abstractly, as they work with formal languages and theoretical models of computation.",CS Theory,3,Cognitive Reasoning,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Abstract thinking,"Students will cultivate the ability to think abstractly, as they work with formal languages and theoretical models of computation.",CS Theory,3,Cognitive Reasoning,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Analytical thinking,Students will develop the ability to analyze and evaluate the efficiency and complexity of algorithms and computational problems.,CS Theory,3,Cognitive Skills,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Analytical thinking,Students will develop the ability to analyze and evaluate the efficiency and complexity of algorithms and computational problems.,CS Theory,3,Cognitive Skills,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Written communication,"Students will improve their ability to communicate their ideas and solutions effectively through written reports and explanations, as they engage in theoretical discussions and proofs.",CS Theory,3,Written communication,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Written communication,"Students will improve their ability to communicate their ideas and solutions effectively through written reports and explanations, as they engage in theoretical discussions and proofs.",CS Theory,3,Written communication,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Problem-solving,Students will develop problem-solving abilities through the design and implementation of digital circuits and processors.,Fundamentals of Computer Systems,3,Problem-solving,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Problem-solving,Students will develop problem-solving abilities through the design and implementation of digital circuits and processors.,Fundamentals of Computer Systems,3,Problem-solving,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Analytical thinking,Students will enhance their ability to analyze and understand complex computer systems.,Fundamentals of Computer Systems,3,Cognitive Skills,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Analytical thinking,Students will enhance their ability to analyze and understand complex computer systems.,Fundamentals of Computer Systems,3,Cognitive Skills,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Logical reasoning,Students will develop logical reasoning skills through the application of Boolean algebra and digital logic design.,Fundamentals of Computer Systems,3,Reasoning and Statistical Analysis,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Logical reasoning,Students will develop logical reasoning skills through the application of Boolean algebra and digital logic design.,Fundamentals of Computer Systems,3,Reasoning and Statistical Analysis,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Communication,"Students will improve their communication skills through class discussions, presentations, and project reports.",Fundamentals of Computer Systems,3,Communication,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Communication,"Students will improve their communication skills through class discussions, presentations, and project reports.",Fundamentals of Computer Systems,3,Communication,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Teamwork,"Students will have opportunities to work in teams on projects, enhancing their ability to collaborate and work effectively in a group setting.",Fundamentals of Computer Systems,3,Collaboration and Teamwork,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Teamwork,"Students will have opportunities to work in teams on projects, enhancing their ability to collaborate and work effectively in a group setting.",Fundamentals of Computer Systems,3,Collaboration and Teamwork,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Problem-solving,Students will develop problem-solving abilities through the design and implementation of digital circuits and processors.,Fundamentals of Computer Systems,3,Problem-solving,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Problem-solving,Students will develop problem-solving abilities through the design and implementation of digital circuits and processors.,Fundamentals of Computer Systems,3,Problem-solving,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Analytical thinking,Students will enhance their ability to analyze and understand complex computer systems.,Fundamentals of Computer Systems,3,Cognitive Skills,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Analytical thinking,Students will enhance their ability to analyze and understand complex computer systems.,Fundamentals of Computer Systems,3,Cognitive Skills,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Logical reasoning,Students will develop logical reasoning skills through the application of Boolean algebra and digital logic design.,Fundamentals of Computer Systems,3,Reasoning and Statistical Analysis,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Logical reasoning,Students will develop logical reasoning skills through the application of Boolean algebra and digital logic design.,Fundamentals of Computer Systems,3,Reasoning and Statistical Analysis,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Communication,"Students will improve their communication skills through class discussions, presentations, and project reports.",Fundamentals of Computer Systems,3,Communication,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Communication,"Students will improve their communication skills through class discussions, presentations, and project reports.",Fundamentals of Computer Systems,3,Communication,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Teamwork,"Students will have opportunities to work in teams on projects, enhancing their ability to collaborate and work effectively in a group setting.",Fundamentals of Computer Systems,3,Collaboration and Teamwork,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Teamwork,"Students will have opportunities to work in teams on projects, enhancing their ability to collaborate and work effectively in a group setting.",Fundamentals of Computer Systems,3,Collaboration and Teamwork,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Problem-solving,Students will enhance their problem-solving abilities through the application of linear algebra concepts to real-world scenarios.,Linear Algebra,3,Problem-solving,MATH,Linear Algebra,George Dragomir,283.0,"Linear algebra with a focus on probability and statistics. The course covers the standard linear algebra topics: systems of linear equations, matrices, determinants, vector spaces, bases, dimension, eigenvalues and eigenvectors, the Spectral Theorem and singular value decompositions. It also teaches applications of linear algebra to probability, statistics and dynamical systems giving a background sufficient for higher level courses in probability and statistics. The topics covered in the probability theory part include conditional probability, discrete and continuous random variables, probability distributions and the limit theorems, as well as Markov chains, curve fitting, regression, and pattern analysis. The course contains applications to life sciences, chemistry, and environmental life sciences. No a prior i background in the life sciences is assumed.

This course is best suited for students who wish to focus on applications and practical approaches to problem solving. It is recommended to students majoring in engineering, technology, life sciences, social sciences, and economics. Math majors, joint majors, and math concentrators must take MATH UN2010 Linear Algebra, which focuses on linear algebra concepts and foundations that are needed for upper-level math courses. MATH UN2015 (Linear Algebra and Probability) does NOT replace MATH UN2010 (Linear Algebra) as prerequisite requirements of math courses. Students may not receive full credit for both courses MATH UN2010 and MATH UN2015.",Fall 2023
