Skill,Explanation,Related Course,Credits,Collapsed Skill,Program,Title,Professor,Professor Google Scholar Citations,Description,Semester
Recurrence relations,"Students will gain proficiency in solving recurrence relations, which are mathematical equations that describe the relationship between terms in a sequence, and are commonly used in analyzing the time complexity of algorithms.",Discrete Math,3,Recurrence relations,COMS,Discrete Math,Ansaf Salleb-Aouissi,1302.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Spring 2023
Graph theory,"Students will learn about the basic concepts and techniques in graph theory, such as isomorphism, traversability, planarity, and colorings, which are important in solving problems related to networks, optimization, and data structures.",Discrete Math,3,Graph theory,COMS,Discrete Math,Tony B Dear,158.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Fall 2023
Graph theory,"Students will learn about the basic concepts and techniques in graph theory, such as isomorphism, traversability, planarity, and colorings, which are important in solving problems related to networks, optimization, and data structures.",Discrete Math,3,Graph theory,COMS,Discrete Math,Ansaf Salleb-Aouissi,1302.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Spring 2023
Logic and formal proofs,"Students will learn how to construct logical arguments and formal proofs, which are essential skills in computer programming and problem-solving.",Discrete Math,3,Logic and formal proofs,COMS,Discrete Math,Tony B Dear,158.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Fall 2023
Logic and formal proofs,"Students will learn how to construct logical arguments and formal proofs, which are essential skills in computer programming and problem-solving.",Discrete Math,3,Logic and formal proofs,COMS,Discrete Math,Ansaf Salleb-Aouissi,1302.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Spring 2023
Sequences and summation,"Students will develop the ability to work with sequences and summations, which are fundamental concepts in discrete mathematics and computer science.",Discrete Math,3,Sequences and summation,COMS,Discrete Math,Tony B Dear,158.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Fall 2023
Sequences and summation,"Students will develop the ability to work with sequences and summations, which are fundamental concepts in discrete mathematics and computer science.",Discrete Math,3,Sequences and summation,COMS,Discrete Math,Ansaf Salleb-Aouissi,1302.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Spring 2023
Mathematical induction,"Students will learn how to use mathematical induction to prove statements about integers and other mathematical objects, which is a key technique in algorithm design and analysis.",Discrete Math,3,Mathematical induction,COMS,Discrete Math,Tony B Dear,158.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Fall 2023
Mathematical induction,"Students will learn how to use mathematical induction to prove statements about integers and other mathematical objects, which is a key technique in algorithm design and analysis.",Discrete Math,3,Mathematical induction,COMS,Discrete Math,Ansaf Salleb-Aouissi,1302.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Spring 2023
Recurrence relations,"Students will gain proficiency in solving recurrence relations, which are used to describe the time complexity of recursive algorithms and the behavior of recursive data structures.",Discrete Math,3,Recurrence relations,COMS,Discrete Math,Tony B Dear,158.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Fall 2023
Recurrence relations,"Students will gain proficiency in solving recurrence relations, which are used to describe the time complexity of recursive algorithms and the behavior of recursive data structures.",Discrete Math,3,Recurrence relations,COMS,Discrete Math,Ansaf Salleb-Aouissi,1302.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Spring 2023
Graph theory,"Students will learn about the basic concepts and techniques in graph theory, such as isomorphism, traversability, planarity, and colorings, which are widely applicable in various areas of computer science, including network analysis, optimization, and data visualization.",Discrete Math,3,Graph theory,COMS,Discrete Math,Tony B Dear,158.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Fall 2023
Graph theory,"Students will learn about the basic concepts and techniques in graph theory, such as isomorphism, traversability, planarity, and colorings, which are widely applicable in various areas of computer science, including network analysis, optimization, and data visualization.",Discrete Math,3,Graph theory,COMS,Discrete Math,Ansaf Salleb-Aouissi,1302.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Spring 2023
Finite automata,"Students will learn how to handle and manipulate deterministic and non-deterministic finite automata, which are essential concepts in computer science theory.",CS Theory,3,Finite automata,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Finite automata,"Students will learn how to handle and manipulate deterministic and non-deterministic finite automata, which are essential concepts in computer science theory.",CS Theory,3,Finite automata,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Regular expressions,"Students will gain proficiency in using regular expressions, a powerful tool for pattern matching and text manipulation.",CS Theory,3,Regular expressions,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Regular expressions,"Students will gain proficiency in using regular expressions, a powerful tool for pattern matching and text manipulation.",CS Theory,3,Regular expressions,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Context-free grammars,"Students will develop the skill of working with context-free grammars, which are used to describe the syntax of programming languages and other formal languages.",CS Theory,3,Context-free grammars,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Context-free grammars,"Students will develop the skill of working with context-free grammars, which are used to describe the syntax of programming languages and other formal languages.",CS Theory,3,Context-free grammars,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Turing machines,"Students will learn how to handle and manipulate Turing machines, a theoretical model of computation that forms the basis of modern computer science.",CS Theory,3,Turing machines,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Turing machines,"Students will learn how to handle and manipulate Turing machines, a theoretical model of computation that forms the basis of modern computer science.",CS Theory,3,Turing machines,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Complexity theory,"Students will acquire the skill of understanding and analyzing the complexity of algorithms and problems, which is crucial in designing efficient solutions.",CS Theory,3,Complexity theory,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Complexity theory,"Students will acquire the skill of understanding and analyzing the complexity of algorithms and problems, which is crucial in designing efficient solutions.",CS Theory,3,Complexity theory,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Finite automata,"Students will learn how to handle and manipulate deterministic and non-deterministic finite automata, which are essential concepts in computer science theory.",CS Theory,3,Finite automata,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Finite automata,"Students will learn how to handle and manipulate deterministic and non-deterministic finite automata, which are essential concepts in computer science theory.",CS Theory,3,Finite automata,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Regular expressions,"Students will gain proficiency in using regular expressions, a powerful tool for pattern matching and text manipulation.",CS Theory,3,Regular expressions,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Regular expressions,"Students will gain proficiency in using regular expressions, a powerful tool for pattern matching and text manipulation.",CS Theory,3,Regular expressions,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Context-free grammars,"Students will develop the skill of working with context-free grammars, which are used to describe the syntax of programming languages and other formal languages.",CS Theory,3,Context-free grammars,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Context-free grammars,"Students will develop the skill of working with context-free grammars, which are used to describe the syntax of programming languages and other formal languages.",CS Theory,3,Context-free grammars,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Turing machines,"Students will learn how to handle and manipulate Turing machines, a theoretical model of computation that forms the basis of modern computer science.",CS Theory,3,Turing machines,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Turing machines,"Students will learn how to handle and manipulate Turing machines, a theoretical model of computation that forms the basis of modern computer science.",CS Theory,3,Turing machines,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Complexity theory,"Students will acquire the skill of understanding and analyzing the complexity of algorithms and problems, which is crucial in designing efficient solutions.",CS Theory,3,Complexity theory,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Complexity theory,"Students will acquire the skill of understanding and analyzing the complexity of algorithms and problems, which is crucial in designing efficient solutions.",CS Theory,3,Complexity theory,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Digital logic design,"Students will learn how to design and manipulate digital circuits using Boolean algebra, Karnaugh maps, and basic gates.",Fundamentals of Computer Systems,3,Digital logic design,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Digital logic design,"Students will learn how to design and manipulate digital circuits using Boolean algebra, Karnaugh maps, and basic gates.",Fundamentals of Computer Systems,3,Digital logic design,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Assembly language programming,Students will gain proficiency in programming in assembly language and understanding instruction sets.,Fundamentals of Computer Systems,3,Assembly language programming,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Assembly language programming,Students will gain proficiency in programming in assembly language and understanding instruction sets.,Fundamentals of Computer Systems,3,Assembly language programming,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Processor design,"Students will learn about the design and implementation of processors, including single-cycle and multi-cycle designs.",Fundamentals of Computer Systems,3,Processor design,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Processor design,"Students will learn about the design and implementation of processors, including single-cycle and multi-cycle designs.",Fundamentals of Computer Systems,3,Processor design,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Pipelining,Students will understand the concept of pipelined processors and their advantages.,Fundamentals of Computer Systems,3,Pipelining,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Pipelining,Students will understand the concept of pipelined processors and their advantages.,Fundamentals of Computer Systems,3,Pipelining,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Cache and virtual memory,Students will learn about the principles and implementation of cache memory and virtual memory systems.,Fundamentals of Computer Systems,3,Cache and virtual memory,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Cache and virtual memory,Students will learn about the principles and implementation of cache memory and virtual memory systems.,Fundamentals of Computer Systems,3,Cache and virtual memory,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Digital logic design,"Students will learn how to design and manipulate digital circuits using Boolean algebra, Karnaugh maps, and basic gates.",Fundamentals of Computer Systems,3,Digital logic design,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Digital logic design,"Students will learn how to design and manipulate digital circuits using Boolean algebra, Karnaugh maps, and basic gates.",Fundamentals of Computer Systems,3,Digital logic design,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Assembly language programming,Students will gain proficiency in programming in assembly language and understanding instruction sets.,Fundamentals of Computer Systems,3,Assembly language programming,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Assembly language programming,Students will gain proficiency in programming in assembly language and understanding instruction sets.,Fundamentals of Computer Systems,3,Assembly language programming,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Processor design,"Students will learn about the design and implementation of processors, including single-cycle and multi-cycle designs.",Fundamentals of Computer Systems,3,Processor design,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Processor design,"Students will learn about the design and implementation of processors, including single-cycle and multi-cycle designs.",Fundamentals of Computer Systems,3,Processor design,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Pipelining,Students will understand the concept of pipelined processors and their advantages.,Fundamentals of Computer Systems,3,Pipelining,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Pipelining,Students will understand the concept of pipelined processors and their advantages.,Fundamentals of Computer Systems,3,Pipelining,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Cache and virtual memory,Students will learn about the principles and implementation of cache memory and virtual memory systems.,Fundamentals of Computer Systems,3,Cache and virtual memory,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Cache and virtual memory,Students will learn about the principles and implementation of cache memory and virtual memory systems.,Fundamentals of Computer Systems,3,Cache and virtual memory,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Matrix operations,"Students will learn how to perform operations on matrices, such as addition, subtraction, multiplication, and inversion.",Linear Algebra,3,Matrix operations,MATH,Linear Algebra,George Dragomir,283.0,"Linear algebra with a focus on probability and statistics. The course covers the standard linear algebra topics: systems of linear equations, matrices, determinants, vector spaces, bases, dimension, eigenvalues and eigenvectors, the Spectral Theorem and singular value decompositions. It also teaches applications of linear algebra to probability, statistics and dynamical systems giving a background sufficient for higher level courses in probability and statistics. The topics covered in the probability theory part include conditional probability, discrete and continuous random variables, probability distributions and the limit theorems, as well as Markov chains, curve fitting, regression, and pattern analysis. The course contains applications to life sciences, chemistry, and environmental life sciences. No a prior i background in the life sciences is assumed.

This course is best suited for students who wish to focus on applications and practical approaches to problem solving. It is recommended to students majoring in engineering, technology, life sciences, social sciences, and economics. Math majors, joint majors, and math concentrators must take MATH UN2010 Linear Algebra, which focuses on linear algebra concepts and foundations that are needed for upper-level math courses. MATH UN2015 (Linear Algebra and Probability) does NOT replace MATH UN2010 (Linear Algebra) as prerequisite requirements of math courses. Students may not receive full credit for both courses MATH UN2010 and MATH UN2015.",Fall 2023
Matrix operations,"Students will learn how to perform operations on matrices, such as addition, subtraction, multiplication, and inversion.",Linear Algebra,3,Matrix operations,MATH,Linear Algebra,George Dragomir,283.0,"Linear algebra with a focus on probability and statistics. The course covers the standard linear algebra topics: systems of linear equations, matrices, determinants, vector spaces, bases, dimension, eigenvalues and eigenvectors, the Spectral Theorem and singular value decompositions. It also teaches applications of linear algebra to probability, statistics and dynamical systems giving a background sufficient for higher level courses in probability and statistics. The topics covered in the probability theory part include conditional probability, discrete and continuous random variables, probability distributions and the limit theorems, as well as Markov chains, curve fitting, regression, and pattern analysis. The course contains applications to life sciences, chemistry, and environmental life sciences. No a prior i background in the life sciences is assumed.

This course is best suited for students who wish to focus on applications and practical approaches to problem solving. It is recommended to students majoring in engineering, technology, life sciences, social sciences, and economics. Math majors, joint majors, and math concentrators must take MATH UN2010 Linear Algebra, which focuses on linear algebra concepts and foundations that are needed for upper-level math courses. MATH UN2015 (Linear Algebra and Probability) does NOT replace MATH UN2010 (Linear Algebra) as prerequisite requirements of math courses. Students may not receive full credit for both courses MATH UN2010 and MATH UN2015.",Spring 2023
