Skill,Explanation,Related Course,Credits,Collapsed Skill,Program,Title,Professor,Professor Google Scholar Citations,Description,Semester
Probability theory,"Students will learn about the elements of finite probability, including basic probability rules, conditional probability, and random variables, which are essential for analyzing and modeling uncertain events and processes.",Discrete Math,3,Probability theory,COMS,Discrete Math,Ansaf Salleb-Aouissi,1302.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Spring 2023
Equivalence relations and partial orderings,"Students will gain knowledge about equivalence relations and partial orderings, which are important mathematical structures used to classify and compare objects in various domains, such as set theory, database design, and formal languages.",Discrete Math,3,Equivalence relations and partial orderings,COMS,Discrete Math,Tony B Dear,158.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Fall 2023
Equivalence relations and partial orderings,"Students will gain knowledge about equivalence relations and partial orderings, which are important mathematical structures used to classify and compare objects in various domains, such as set theory, database design, and formal languages.",Discrete Math,3,Equivalence relations and partial orderings,COMS,Discrete Math,Ansaf Salleb-Aouissi,1302.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Spring 2023
Binomial coefficients,"Students will learn about binomial coefficients, which are used to count the number of combinations and arrangements in combinatorial problems, such as counting subsets or permutations.",Discrete Math,3,Binomial coefficients,COMS,Discrete Math,Tony B Dear,158.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Fall 2023
Binomial coefficients,"Students will learn about binomial coefficients, which are used to count the number of combinations and arrangements in combinatorial problems, such as counting subsets or permutations.",Discrete Math,3,Binomial coefficients,COMS,Discrete Math,Ansaf Salleb-Aouissi,1302.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Spring 2023
Formal logic,"Students will acquire knowledge of formal logic, including propositional logic and predicate logic, which provides a rigorous framework for reasoning and analyzing the validity of logical arguments.",Discrete Math,3,,COMS,Discrete Math,Tony B Dear,158.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Fall 2023
Formal logic,"Students will acquire knowledge of formal logic, including propositional logic and predicate logic, which provides a rigorous framework for reasoning and analyzing the validity of logical arguments.",Discrete Math,3,,COMS,Discrete Math,Ansaf Salleb-Aouissi,1302.0,"Prerequisites: Any introductory course in computer programming. Logic and formal proofs, sequences and summation, mathematical induction, binomial coefficients, elements of finite probability, recurrence relations, equivalence relations and partial orderings, and topics in graph theory (including isomorphism, traversability, planarity, and colorings).",Spring 2023
Regular languages,"Students will learn about regular languages, their properties, and their relationship to finite automata and regular expressions.",CS Theory,3,Regular languages,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Regular languages,"Students will learn about regular languages, their properties, and their relationship to finite automata and regular expressions.",CS Theory,3,Regular languages,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Context-free languages,"Students will gain knowledge about context-free languages, their properties, and their relationship to context-free grammars and push-down automata.",CS Theory,3,Context-free languages,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Context-free languages,"Students will gain knowledge about context-free languages, their properties, and their relationship to context-free grammars and push-down automata.",CS Theory,3,Context-free languages,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Chomsky hierarchy,"Students will learn about the Chomsky hierarchy, a classification of formal languages based on their generative power.",CS Theory,3,Chomsky hierarchy,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Chomsky hierarchy,"Students will learn about the Chomsky hierarchy, a classification of formal languages based on their generative power.",CS Theory,3,Chomsky hierarchy,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Church-Turing thesis,"Students will acquire knowledge about the Church-Turing thesis, which states the equivalence of different models of computation.",CS Theory,3,Church-Turing thesis,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Church-Turing thesis,"Students will acquire knowledge about the Church-Turing thesis, which states the equivalence of different models of computation.",CS Theory,3,Church-Turing thesis,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
NP-Completeness,"Students will learn about the concept of NP-Completeness, a fundamental topic in computational complexity theory that deals with the difficulty of solving certain types of problems.",CS Theory,3,NP-Completeness,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
NP-Completeness,"Students will learn about the concept of NP-Completeness, a fundamental topic in computational complexity theory that deals with the difficulty of solving certain types of problems.",CS Theory,3,NP-Completeness,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Regular languages,"Students will learn about regular languages, their properties, and their relationship to finite automata and regular expressions.",CS Theory,3,Regular languages,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Regular languages,"Students will learn about regular languages, their properties, and their relationship to finite automata and regular expressions.",CS Theory,3,Regular languages,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Chomsky hierarchy,"Students will gain knowledge of the Chomsky hierarchy, a classification of formal languages based on their generative power.",CS Theory,3,Chomsky hierarchy,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Chomsky hierarchy,"Students will gain knowledge of the Chomsky hierarchy, a classification of formal languages based on their generative power.",CS Theory,3,Chomsky hierarchy,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Church-Turing thesis,"Students will understand the Church-Turing thesis, which states the equivalence of different models of computation.",CS Theory,3,Church-Turing thesis,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Church-Turing thesis,"Students will understand the Church-Turing thesis, which states the equivalence of different models of computation.",CS Theory,3,Church-Turing thesis,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Complexity theory,"Students will acquire knowledge of complexity classes, such as P, NP, and NP-Completeness, and their implications in solving computational problems.",CS Theory,3,Complexity theory,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Complexity theory,"Students will acquire knowledge of complexity classes, such as P, NP, and NP-Completeness, and their implications in solving computational problems.",CS Theory,3,Complexity theory,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Formal language theory,"Students will learn about the theoretical foundations of formal languages, including regular and context-free languages, and their applications in computer science.",CS Theory,3,Formal Logic and Formal Language Theory,COMS,CS Theory,Toniann Pitassi,,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.",Fall 2023
Formal language theory,"Students will learn about the theoretical foundations of formal languages, including regular and context-free languages, and their applications in computer science.",CS Theory,3,Formal Logic and Formal Language Theory,COMS,CS Theory,Xi Chen,3910.0,"Prerequisites: (COMS W3203) Corequisites: COMS W3134,COMS W3136,COMS W3137 Regular languages: deterministic and non-deterministic finite automata, regular expressions. Context-free languages: context-free grammars, push-down automata. Turing machines, the Chomsky hierarchy, and the Church-Turing thesis. Introduction to Complexity Theory and NP-Completeness.

 ",Spring 2023
Computer organization,Students will acquire knowledge about the fundamental principles and components of computer systems.,Fundamentals of Computer Systems,3,,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Computer organization,Students will acquire knowledge about the fundamental principles and components of computer systems.,Fundamentals of Computer Systems,3,,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Boolean algebra,"Students will learn the principles and techniques of Boolean algebra, which is essential for digital logic design.",Fundamentals of Computer Systems,3,Boolean algebra,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Boolean algebra,"Students will learn the principles and techniques of Boolean algebra, which is essential for digital logic design.",Fundamentals of Computer Systems,3,Boolean algebra,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Instruction sets,Students will gain knowledge about different instruction sets used in computer systems.,Fundamentals of Computer Systems,3,Instruction sets,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Instruction sets,Students will gain knowledge about different instruction sets used in computer systems.,Fundamentals of Computer Systems,3,Instruction sets,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Combinational and sequential digital design,Students will learn the basics of designing combinational and sequential circuits.,Fundamentals of Computer Systems,3,Combinational and sequential digital design,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Combinational and sequential digital design,Students will learn the basics of designing combinational and sequential circuits.,Fundamentals of Computer Systems,3,Combinational and sequential digital design,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Memory systems,Students will acquire knowledge about cache memory and virtual memory systems and their role in computer architecture.,Fundamentals of Computer Systems,3,Memory Management and Memory Systems,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Memory systems,Students will acquire knowledge about cache memory and virtual memory systems and their role in computer architecture.,Fundamentals of Computer Systems,3,Memory Management and Memory Systems,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Computer organization,Students will acquire knowledge about the fundamental principles and components of computer systems.,Fundamentals of Computer Systems,3,,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Computer organization,Students will acquire knowledge about the fundamental principles and components of computer systems.,Fundamentals of Computer Systems,3,,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Boolean algebra,"Students will learn the principles and techniques of Boolean algebra, which is essential for digital logic design.",Fundamentals of Computer Systems,3,Boolean algebra,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Boolean algebra,"Students will learn the principles and techniques of Boolean algebra, which is essential for digital logic design.",Fundamentals of Computer Systems,3,Boolean algebra,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Instruction sets,Students will gain knowledge about different instruction sets used in computer systems.,Fundamentals of Computer Systems,3,Instruction sets,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Instruction sets,Students will gain knowledge about different instruction sets used in computer systems.,Fundamentals of Computer Systems,3,Instruction sets,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Combinational and sequential digital design,Students will learn the basics of designing combinational and sequential circuits.,Fundamentals of Computer Systems,3,Combinational and sequential digital design,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Combinational and sequential digital design,Students will learn the basics of designing combinational and sequential circuits.,Fundamentals of Computer Systems,3,Combinational and sequential digital design,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Memory systems,Students will acquire knowledge about cache memory and virtual memory systems and their role in computer architecture.,Fundamentals of Computer Systems,3,Memory Management and Memory Systems,COMS,Fundamentals of Computer Systems,Martha A Kim,1776.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Fall 2023
Memory systems,Students will acquire knowledge about cache memory and virtual memory systems and their role in computer architecture.,Fundamentals of Computer Systems,3,Memory Management and Memory Systems,COMS,Fundamentals of Computer Systems,Daniel S Rubenstein,7866.0,"Prerequisites: an introductory programming course. Fundamentals of computer organization and digital logic. Boolean algebra, Karnaugh maps, basic gates and components, flipflops and latches, counters and state machines, basics of combinational and sequential digital design. Assembly language, instruction sets, ALU’s, single-cycle and multi-cycle processor design, introduction to pipelined processors, caches, and virtual memory.",Spring 2023
Systems of linear equations,Students will gain knowledge of solving systems of linear equations using matrix methods.,Linear Algebra,3,Systems of linear equations,MATH,Linear Algebra,George Dragomir,283.0,"Linear algebra with a focus on probability and statistics. The course covers the standard linear algebra topics: systems of linear equations, matrices, determinants, vector spaces, bases, dimension, eigenvalues and eigenvectors, the Spectral Theorem and singular value decompositions. It also teaches applications of linear algebra to probability, statistics and dynamical systems giving a background sufficient for higher level courses in probability and statistics. The topics covered in the probability theory part include conditional probability, discrete and continuous random variables, probability distributions and the limit theorems, as well as Markov chains, curve fitting, regression, and pattern analysis. The course contains applications to life sciences, chemistry, and environmental life sciences. No a prior i background in the life sciences is assumed.

This course is best suited for students who wish to focus on applications and practical approaches to problem solving. It is recommended to students majoring in engineering, technology, life sciences, social sciences, and economics. Math majors, joint majors, and math concentrators must take MATH UN2010 Linear Algebra, which focuses on linear algebra concepts and foundations that are needed for upper-level math courses. MATH UN2015 (Linear Algebra and Probability) does NOT replace MATH UN2010 (Linear Algebra) as prerequisite requirements of math courses. Students may not receive full credit for both courses MATH UN2010 and MATH UN2015.",Fall 2023
Systems of linear equations,Students will gain knowledge of solving systems of linear equations using matrix methods.,Linear Algebra,3,Systems of linear equations,MATH,Linear Algebra,George Dragomir,283.0,"Linear algebra with a focus on probability and statistics. The course covers the standard linear algebra topics: systems of linear equations, matrices, determinants, vector spaces, bases, dimension, eigenvalues and eigenvectors, the Spectral Theorem and singular value decompositions. It also teaches applications of linear algebra to probability, statistics and dynamical systems giving a background sufficient for higher level courses in probability and statistics. The topics covered in the probability theory part include conditional probability, discrete and continuous random variables, probability distributions and the limit theorems, as well as Markov chains, curve fitting, regression, and pattern analysis. The course contains applications to life sciences, chemistry, and environmental life sciences. No a prior i background in the life sciences is assumed.

This course is best suited for students who wish to focus on applications and practical approaches to problem solving. It is recommended to students majoring in engineering, technology, life sciences, social sciences, and economics. Math majors, joint majors, and math concentrators must take MATH UN2010 Linear Algebra, which focuses on linear algebra concepts and foundations that are needed for upper-level math courses. MATH UN2015 (Linear Algebra and Probability) does NOT replace MATH UN2010 (Linear Algebra) as prerequisite requirements of math courses. Students may not receive full credit for both courses MATH UN2010 and MATH UN2015.",Spring 2023
Eigenvalues and eigenvectors,Students will learn about eigenvalues and eigenvectors and their applications in linear algebra and probability.,Linear Algebra,3,Eigenvalues and eigenvectors,MATH,Linear Algebra,George Dragomir,283.0,"Linear algebra with a focus on probability and statistics. The course covers the standard linear algebra topics: systems of linear equations, matrices, determinants, vector spaces, bases, dimension, eigenvalues and eigenvectors, the Spectral Theorem and singular value decompositions. It also teaches applications of linear algebra to probability, statistics and dynamical systems giving a background sufficient for higher level courses in probability and statistics. The topics covered in the probability theory part include conditional probability, discrete and continuous random variables, probability distributions and the limit theorems, as well as Markov chains, curve fitting, regression, and pattern analysis. The course contains applications to life sciences, chemistry, and environmental life sciences. No a prior i background in the life sciences is assumed.

This course is best suited for students who wish to focus on applications and practical approaches to problem solving. It is recommended to students majoring in engineering, technology, life sciences, social sciences, and economics. Math majors, joint majors, and math concentrators must take MATH UN2010 Linear Algebra, which focuses on linear algebra concepts and foundations that are needed for upper-level math courses. MATH UN2015 (Linear Algebra and Probability) does NOT replace MATH UN2010 (Linear Algebra) as prerequisite requirements of math courses. Students may not receive full credit for both courses MATH UN2010 and MATH UN2015.",Fall 2023
Eigenvalues and eigenvectors,Students will learn about eigenvalues and eigenvectors and their applications in linear algebra and probability.,Linear Algebra,3,Eigenvalues and eigenvectors,MATH,Linear Algebra,George Dragomir,283.0,"Linear algebra with a focus on probability and statistics. The course covers the standard linear algebra topics: systems of linear equations, matrices, determinants, vector spaces, bases, dimension, eigenvalues and eigenvectors, the Spectral Theorem and singular value decompositions. It also teaches applications of linear algebra to probability, statistics and dynamical systems giving a background sufficient for higher level courses in probability and statistics. The topics covered in the probability theory part include conditional probability, discrete and continuous random variables, probability distributions and the limit theorems, as well as Markov chains, curve fitting, regression, and pattern analysis. The course contains applications to life sciences, chemistry, and environmental life sciences. No a prior i background in the life sciences is assumed.

This course is best suited for students who wish to focus on applications and practical approaches to problem solving. It is recommended to students majoring in engineering, technology, life sciences, social sciences, and economics. Math majors, joint majors, and math concentrators must take MATH UN2010 Linear Algebra, which focuses on linear algebra concepts and foundations that are needed for upper-level math courses. MATH UN2015 (Linear Algebra and Probability) does NOT replace MATH UN2010 (Linear Algebra) as prerequisite requirements of math courses. Students may not receive full credit for both courses MATH UN2010 and MATH UN2015.",Spring 2023
