Skill,Explanation,Related Course,Credits,Semester
Wireless communication,Students will gain proficiency in setting up and configuring wireless communication between IoT devices.,"6.1820[J] Mobile and Sensor Computing
",1,Fall 2023
Embedded system design,Students will learn how to design and implement embedded systems for IoT applications.,"6.1820[J] Mobile and Sensor Computing
",1,Fall 2023
Problem-solving,Students will develop problem-solving skills as they work on designing and implementing IoT systems.,"6.1820[J] Mobile and Sensor Computing
",1,Fall 2023
Ethical decision-making,Students will learn how to assess design decisions within an ethical framework and consider the impact of their decisions on non-users. This skill is important as it helps students make responsible choices in the field of computer systems.,"6.1850 Computer Systems and Society
",1,Fall 2023
Case study analysis,Students will develop the skill of analyzing case studies of working systems and readings from the current literature. This skill allows them to compare and contrast different systems and understand their implications.,"6.1850 Computer Systems and Society
",1,Fall 2023
Design assessment,Students will gain the skill of assessing design decisions in computer systems. This skill is crucial in evaluating the effectiveness and efficiency of different design choices.,"6.1850 Computer Systems and Society
",1,Fall 2023
Hierarchical design implications,"Students will learn about the implications of hierarchical designs, such as DNS, for scale. This skill enables them to understand the impact of design decisions on the scalability of computer systems.","6.1850 Computer Systems and Society
",1,Fall 2023
Layered models understanding,Students will develop the skill of understanding how layered models influence the actions that different parts of a network can take. This skill helps them comprehend the functioning of complex network systems.,"6.1850 Computer Systems and Society
",1,Fall 2023
C programming,"Students will gain proficiency in programming in the C language, which is a prerequisite for the course.","6.5810 Operating System Engineering
",1,Fall 2023
Operating system design,Students will learn how to design an operating system through the construction of a minimal operating system for an x86-based personal computer.,"6.5810 Operating System Engineering
",1,Fall 2023
Shell scripting,Students will develop skills in shell scripting as they implement a shell in their operating system project.,"6.5810 Operating System Engineering
",1,Fall 2023
System call implementation,"Students will learn how to implement system calls, which are essential for interacting with the operating system.","6.5810 Operating System Engineering
",1,Fall 2023
Interprocess communication,"Students will gain skills in interprocess communication, which is crucial for coordination and interaction between different processes in an operating system.","6.5810 Operating System Engineering
",1,Fall 2023
Network protocol design,Students will learn how to design network protocols to ensure efficient and reliable communication between devices.,"6.5820 Computer Networks
",1,Fall 2023
Router design,"Students will gain proficiency in designing routers, which are essential components of computer networks.","6.5820 Computer Networks
",1,Fall 2023
Congestion control,Students will learn techniques for managing network congestion to ensure smooth data flow.,"6.5820 Computer Networks
",1,Fall 2023
Network security,Students will develop skills in implementing security measures to protect computer networks from unauthorized access and attacks.,"6.5820 Computer Networks
",1,Fall 2023
Wireless network configuration,"Students will learn how to configure and manage wireless networks, including setting up access points and ensuring secure connections.","6.5820 Computer Networks
",1,Fall 2023
SQL,"Students will gain proficiency in SQL as they learn about query processing, query optimization, and data manipulation in database systems.","6.5830 Database Systems
",1,Fall 2023
XML,"Students will learn about XML (eXtensible Markup Language) and its use in databases, which will enable them to work with semi-structured data and XML querying.","6.5830 Database Systems
",1,Fall 2023
SQL,"Students will gain proficiency in SQL as they learn about query processing, query optimization, and data manipulation in database systems.","6.5831 Database Systems
",1,Fall 2023
XML,"Students will learn about XML (eXtensible Markup Language) and its use in databases, which will enable them to work with semi-structured data and XML querying.","6.5831 Database Systems
",1,Fall 2023
Remote procedure call (RPC),Students will learn how to implement and use remote procedure call in distributed systems.,"6.5840 Distributed Computer Systems Engineering
",1,Fall 2023
Thread and locking,Students will gain proficiency in handling threads and implementing locking mechanisms in distributed systems.,"6.5840 Distributed Computer Systems Engineering
",1,Fall 2023
Client/server architecture,Students will learn about the client/server model and how to design and implement distributed systems using this architecture.,"6.5840 Distributed Computer Systems Engineering
",1,Fall 2023
Peer-to-peer (P2P) systems,Students will learn about P2P systems and how to design and build distributed systems using this decentralized approach.,"6.5840 Distributed Computer Systems Engineering
",1,Fall 2023
Fault tolerance,Students will develop skills in designing and implementing fault-tolerant distributed systems to ensure system reliability and availability.,"6.5840 Distributed Computer Systems Engineering
",1,Fall 2023
Specification and verification,"Students will learn how to specify and verify the correctness of computer systems, which involves quantifiable techniques for ensuring the accuracy and reliability of software and hardware components.","6.5850 Principles of Computer Systems
",1,Fall 2023
Concurrent algorithms,"Students will gain proficiency in designing and implementing algorithms that can run concurrently, allowing for efficient and parallel execution of tasks.","6.5850 Principles of Computer Systems
",1,Fall 2023
Synchronization,"Students will learn how to synchronize multiple processes or threads in a computer system, ensuring proper coordination and avoiding conflicts.","6.5850 Principles of Computer Systems
",1,Fall 2023
Networking,"Students will develop skills in understanding and working with computer networks, including protocols, communication models, and network architectures.","6.5850 Principles of Computer Systems
",1,Fall 2023
Replication techniques,"Students will learn about techniques for replicating data and resources in distributed systems, ensuring fault tolerance and high availability.","6.5850 Principles of Computer Systems
",1,Fall 2023
Proficiency in C,"Students will gain proficiency in the C programming language, which is essential for low-level programming.","6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023
Assembly language,"Students will learn assembly language, which will help them understand how high-level languages are translated to machine-level instructions.","6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023
Memory management,"Students will learn about memory management, including how different data structures are stored in memory, the stack, and the heap.","6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023
Data structure manipulation,Students will develop skills in manipulating complex data structures in modern computational systems.,"6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023
Problem-solving,"Through programming projects, students will enhance their problem-solving skills in the context of low-level programming.","6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023
C programming,"Students will gain proficiency in the C programming language, which is essential for low-level programming.","6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023
Assembly language,"Students will learn assembly language, which is used to understand how high-level languages are translated to machine-level instructions.","6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023
Memory management,"Students will develop skills in understanding how different data structures are stored in memory, including the stack and the heap.","6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023
Data structure manipulation,Students will learn how to manipulate complex data structures in modern computational systems.,"6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023
Problem-solving,Students will enhance their problem-solving skills as they work on programming projects involving low-level programming.,"6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023
Hardware design,Students will learn how to design digital systems and computer architecture using a high-level hardware language.,"6.1910 Computation Structures
",1,Fall 2023
Synthesis,Students will gain proficiency in synthesizing hardware designs.,"6.1910 Computation Structures
",1,Fall 2023
Combinational and sequential circuits,Students will learn how to design and manipulate combinational and sequential circuits.,"6.1910 Computation Structures
",1,Fall 2023
Instruction set abstraction,Students will understand the concept of instruction set abstraction for programmable hardware.,"6.1910 Computation Structures
",1,Fall 2023
Processor implementations,Students will learn about single-cycle and pipelined processor implementations.,"6.1910 Computation Structures
",1,Fall 2023
Hardware Design Language (HDL),Students will gain proficiency in using a modern HDL to design microprocessors.,"6.1920 Constructive Computer Architecture
",1,Fall 2023
Microprocessor Design,Students will learn how to design and implement microprocessors.,"6.1920 Constructive Computer Architecture
",1,Fall 2023
Combinational and Pipelined Arithmetic-Logic Units (ALU),Students will learn how to design and implement combinational and pipelined ALUs.,"6.1920 Constructive Computer Architecture
",1,Fall 2023
Branch Prediction,Students will learn about branch prediction techniques used in computer architecture.,"6.1920 Constructive Computer Architecture
",1,Fall 2023
Cache Design,Students will learn about blocking and unblocking caches and their impact on performance.,"6.1920 Constructive Computer Architecture
",1,Fall 2023
Programming,Students will gain proficiency in programming languages and develop the ability to write code to accomplish specific tasks.,"6.5900 Computer System Architecture
",1,Fall 2023
Computer architecture,"Students will learn about the principles and concepts underlying modern computer architecture, including pipelined execution, caches, and memory models.","6.5900 Computer System Architecture
",1,Fall 2023
Problem-solving,Students will develop the ability to analyze and solve complex problems related to computer architecture.,"6.5900 Computer System Architecture
",1,Fall 2023
Data analysis,Students will learn how to analyze and interpret data related to computer architecture.,"6.5900 Computer System Architecture
",1,Fall 2023
Technical writing,Students will enhance their ability to effectively communicate technical concepts and ideas in written form.,"6.5900 Computer System Architecture
",1,Fall 2023
Hardware description languages,Students will learn how to use hardware description languages to design and implement large-scale digital systems.,"6.5910 Complex Digital Systems Design
",1,Fall 2023
High-level synthesis tools,Students will gain proficiency in using high-level synthesis tools to optimize the design of digital systems.,"6.5910 Complex Digital Systems Design
",1,Fall 2023
CAD tools,Students will develop proficiency in using CAD tools for designing and testing digital systems.,"6.5910 Complex Digital Systems Design
",1,Fall 2023
FPGA prototypes,Students will learn how to develop functional field-programmable gate array (FPGA) prototypes.,"6.5910 Complex Digital Systems Design
",1,Fall 2023
Multi-person design project,"Students will gain experience in working on a multi-person design project, which will enhance their teamwork and collaboration skills.","6.5910 Complex Digital Systems Design
",1,Fall 2023
Parallel programming,Students will learn how to write code that can be executed in parallel on multicore processors.,"6.5920 Parallel Computing
",1,Fall 2023
Performance evaluation,Students will gain the ability to evaluate the performance of multicore processors and parallel computing systems.,"6.5920 Parallel Computing
",1,Fall 2023
Compilation,Students will develop the skill of compiling code for parallel computing.,"6.5920 Parallel Computing
",1,Fall 2023
Synchronization algorithms,Students will learn various algorithms and techniques for synchronizing parallel computations.,"6.5920 Parallel Computing
",1,Fall 2023
Cache coherence,Students will gain knowledge and skills related to maintaining cache coherence in multicore processors.,"6.5920 Parallel Computing
",1,Fall 2023
Hardware architecture design,Students will learn how to design efficient hardware architectures for deep learning algorithms and tensor algebra in AI systems.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023
Modeling and analysis,Students will gain proficiency in modeling and analyzing hardware architectures.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023
Programming,Students will develop programming skills to optimize deep learning algorithms for programmable platforms.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023
Co-optimization,"Students will learn how to co-optimize algorithms and hardware, including sparsity, to improve the efficiency of deep learning systems.","6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023
Use of advanced technologies,Students will learn about the use of advanced technologies such as memristors and optical computing in hardware architectures for deep learning.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023
Hardware architecture design,Students will learn how to design hardware architectures for efficient processing of deep learning algorithms and tensor algebra in AI systems.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023
Algorithm and hardware co-optimization,Students will gain the skill of optimizing algorithms and hardware to achieve efficient processing in deep learning systems.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023
Modeling and analysis,Students will develop the skill of modeling and analyzing hardware architectures for deep learning systems.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023
Deep learning inference system architecture,Students will learn how to architect deep learning inference systems.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023
Open-ended design project,Students will have the opportunity to apply their skills and knowledge in a real-world design project.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023
Deep learning computing techniques,"Students will gain proficiency in efficient deep learning computing techniques, such as model compression, pruning, quantization, and neural architecture search.","6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023
Data/model parallelism,Students will learn how to parallelize data and models in deep learning applications to improve efficiency and performance.,"6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023
Gradient compression,Students will develop the skill of compressing gradients in deep learning models to reduce memory usage and communication overhead.,"6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023
On-device fine-tuning,"Students will learn how to fine-tune deep learning models on resource-constrained devices, enhancing their ability to optimize models for specific applications.","6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023
Application-specific acceleration techniques,"Students will acquire knowledge and skills in accelerating deep learning applications for video recognition, point cloud processing, and generative AI using techniques such as diffusion models and LLM.","6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023
Rule chaining,Students will learn how to apply rule chaining to solve problems in computational applications.,"6.4100 Artificial Intelligence
",1,Fall 2023
Constraint propagation,Students will gain proficiency in using constraint propagation to solve complex computational problems.,"6.4100 Artificial Intelligence
",1,Fall 2023
Statistical inference,Students will develop the skill of statistical inference and its application in problem-solving paradigms.,"6.4100 Artificial Intelligence
",1,Fall 2023
Neural nets,Students will learn about neural nets and how to use them in building applications and solving computational problems.,"6.4100 Artificial Intelligence
",1,Fall 2023
Genetic algorithms,Students will acquire the skill of using genetic algorithms to solve optimization problems in computational applications.,"6.4100 Artificial Intelligence
",1,Fall 2023
Statistical inference,Students will learn how to analyze and interpret data using statistical inference techniques.,"6.4102 Artificial Intelligence
",1,Fall 2023
Problem-solving paradigms,Students will develop the ability to apply problem-solving paradigms in various scenarios.,"6.4102 Artificial Intelligence
",1,Fall 2023
Rule chaining,Students will gain proficiency in using rule chaining techniques to solve complex problems.,"6.4102 Artificial Intelligence
",1,Fall 2023
Neural nets,Students will learn about neural networks and their application in solving computational problems.,"6.4102 Artificial Intelligence
",1,Fall 2023
Genetic algorithms,Students will gain knowledge and skills in using genetic algorithms for optimization and problem-solving.,"6.4102 Artificial Intelligence
",1,Fall 2023
Constraint satisfaction,Students will learn how to handle and manipulate constraints in order to solve discrete and continuous problems in artificial intelligence.,"6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023
Logical representation and inference,Students will develop the ability to manipulate logical representations and perform logical inference to reason in AI.,"6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023
Monte Carlo tree search,Students will gain proficiency in using Monte Carlo tree search algorithms for decision-making in AI.,"6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023
Probabilistic graphical models and inference,Students will learn how to handle and manipulate probabilistic graphical models and perform inference to reason under uncertainty in AI.,"6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023
Planning,"Students will develop the ability to plan and make decisions in discrete and continuous deterministic and probabilistic models, including Markov Decision Processes (MDPs) and Partially Observable Markov Decision Processes (POMDPs).","6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023
Probabilistic graphical models,"Students will gain proficiency in understanding and working with probabilistic graphical models, which are used to represent and reason about uncertainty in complex systems.","6.4120[J] Computational Cognitive Science
",1,Fall 2023
Sampling algorithms,Students will learn about sampling algorithms used for approximate learning and inference in probabilistic models.,"6.4120[J] Computational Cognitive Science
",1,Fall 2023
Nonparametric statistical models,"Students will develop skills in working with nonparametric statistical models, which allow for flexible and adaptive modeling of data.","6.4120[J] Computational Cognitive Science
",1,Fall 2023
First-order logic,Students will learn about first-order logic and its use in representing structured knowledge.,"6.4120[J] Computational Cognitive Science
",1,Fall 2023
Programming,Students will develop programming skills as they work on computational projects and implement the concepts learned in the course.,"6.4120[J] Computational Cognitive Science
",1,Fall 2023
Programming,"Students will gain proficiency in programming, specifically in the areas of logical, temporal, and finite domain constraints, graphical models, linear and integer programs, search, inference, and conflict-learning.","6.4130[J] Principles of Autonomy and Decision Making
",1,Fall 2023
SQL,Students will learn and apply SQL (Structured Query Language) for database manipulation and querying.,"6.4130[J] Principles of Autonomy and Decision Making
",1,Fall 2023
XML,Students will learn about XML (eXtensible Markup Language) and its use in databases and decision-making processes.,"6.4130[J] Principles of Autonomy and Decision Making
",1,Fall 2023
Programming,"Students will gain proficiency in programming, specifically in the areas of logical, temporal, and finite domain constraints, graphical models, linear and integer programs, search, inference, and conflict-learning.","6.4132[J] Principles of Autonomy and Decision Making
",1,Fall 2023
SQL,Students will learn and apply SQL (Structured Query Language) for database manipulation and querying.,"6.4132[J] Principles of Autonomy and Decision Making
",1,Fall 2023
Algorithm design,Students will learn how to design algorithms for creating intelligent and robust human-robot systems.,"6.8110[J] Cognitive Robotics
",1,Fall 2023
Programming,Students will develop programming skills to implement algorithms and paradigms for cognitive robotics.,"6.8110[J] Cognitive Robotics
",1,Fall 2023
Decision-making,"Students will gain the skill of making decisions based on models of themselves, their counterparts, and their world.","6.8110[J] Cognitive Robotics
",1,Fall 2023
Planning,Students will learn how to plan activities and paths for robots in various scenarios.,"6.8110[J] Cognitive Robotics
",1,Fall 2023
Collaboration,Students will develop the skill of collaborating with humans in the context of human-robot systems.,"6.8110[J] Cognitive Robotics
",1,Fall 2023
Algorithm design,Students will learn how to design algorithms for robots and autonomous vehicles to operate in the physical world.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023
Motion planning,Students will develop the skill of planning the motion of robots and autonomous vehicles in order to navigate autonomously.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023
Embedded system development,Students will gain proficiency in developing embedded systems for controlling robots and autonomous vehicles.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023
Computer vision,Students will learn how to use computer vision techniques to perceive and understand the physical world.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023
Programming,Students will develop programming skills to implement advanced algorithms on complex robotic platforms.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023
Perception,"Students will learn about different approaches to perception in robotics, including deep learning and 3D geometry-based methods. This skill is selected because it involves the ability to handle and manipulate data (sensor inputs) to understand the environment.","6.4210 Robotic Manipulation
",1,Fall 2023
Planning,"Students will gain proficiency in robot kinematics, trajectory generation, collision-free motion planning, task-and-motion planning, and planning under uncertainty. This skill is selected because it involves the ability to manipulate data (environment and robot state) to generate plans for robot manipulation tasks.","6.4210 Robotic Manipulation
",1,Fall 2023
Perception,"Students will learn about different approaches to perception in robotics, including deep learning and 3D geometry-based methods.","6.4212 Robotic Manipulation
",1,Fall 2023
Planning,"Students will gain proficiency in robot kinematics, trajectory generation, collision-free motion planning, task-and-motion planning, and planning under uncertainty.","6.4212 Robotic Manipulation
",1,Fall 2023
Dynamics and control,Students will develop skills in both model-based and learning-based approaches to dynamics and control in robotics.,"6.4212 Robotic Manipulation
",1,Fall 2023
Algorithm design,"Students will learn how to design algorithms for various applications in robotics, logistics, recommendation systems, playing games, and control domains.","6.8200 Sensorimotor Learning
",1,Fall 2023
Programming,Students will develop proficiency in programming languages to implement and execute algorithms.,"6.8200 Sensorimotor Learning
",1,Fall 2023
Data analysis,Students will gain the ability to analyze and interpret data to make informed decisions in the context of sensorimotor learning.,"6.8200 Sensorimotor Learning
",1,Fall 2023
Problem-solving,Students will enhance their problem-solving skills through practical exercises and a group project.,"6.8200 Sensorimotor Learning
",1,Fall 2023
Research skills,Students will learn how to discuss and analyze current research directions in the field of sensorimotor learning.,"6.8200 Sensorimotor Learning
",1,Fall 2023
Computational methods,Students will learn and apply computational methods to analyze and control underactuated mechanical systems.,"6.8210 Underactuated Robotics
",1,Fall 2023
Nonlinear dynamics,Students will gain an understanding of the nonlinear dynamics of robotic manipulators and how they affect the control of underactuated systems.,"6.8210 Underactuated Robotics
",1,Fall 2023
Optimal control,Students will learn about applied optimal control techniques and how to apply them to underactuated robotics.,"6.8210 Underactuated Robotics
",1,Fall 2023
Robust control,Students will learn about robust control methods and how to design controllers that can handle uncertainties and disturbances in underactuated systems.,"6.8210 Underactuated Robotics
",1,Fall 2023
Motion planning,"Students will develop skills in motion planning for underactuated mechanical systems, including legged locomotion, compliant manipulation, underwater robots, and flying machines.","6.8210 Underactuated Robotics
",1,Fall 2023
Ray tracing,"Students will learn and develop proficiency in the technique of ray tracing, which is a fundamental algorithm used in computer graphics to generate realistic images.","6.4400 Computer Graphics
",1,Fall 2023
Graphics pipeline,"Students will gain knowledge and practical experience in understanding and manipulating the graphics pipeline, which is the sequence of stages involved in rendering graphics on a computer screen.","6.4400 Computer Graphics
",1,Fall 2023
Texture mapping,"Students will learn how to apply textures to 3D models, allowing for more realistic and detailed rendering of surfaces.","6.4400 Computer Graphics
",1,Fall 2023
Splines,"Students will acquire the skill of working with splines, which are mathematical curves used in computer graphics to create smooth and flexible shapes.","6.4400 Computer Graphics
",1,Fall 2023
Animation,"Students will develop the ability to create and control animations, enabling them to bring static images to life through movement and motion.","6.4400 Computer Graphics
",1,Fall 2023
3D modeling,Students will gain proficiency in creating and manipulating 3D models using computer-aided design software.,"6.4420[J] Computational Design and Fabrication
",1,Fall 2023
Finite element method,Students will learn how to apply the finite element method to simulate and analyze the behavior of physical systems.,"6.4420[J] Computational Design and Fabrication
",1,Fall 2023
3D scanning,Students will acquire the skill of using 3D scanning techniques to capture real-world objects and convert them into digital models.,"6.4420[J] Computational Design and Fabrication
",1,Fall 2023
Additive manufacturing,"Students will learn about additive manufacturing techniques, such as 3D printing, and how to utilize them in the fabrication process.","6.4420[J] Computational Design and Fabrication
",1,Fall 2023
Procedural modeling,"Students will develop the skill of creating procedural models, which are generated algorithmically based on predefined rules or parameters.","6.4420[J] Computational Design and Fabrication
",1,Fall 2023
Differential geometry,"Students will gain proficiency in applied differential geometry, including concepts such as curvature and metric embedding.","6.8410 Shape Analysis
",1,Fall 2023
Finite element method (FEM),Students will learn how to apply the finite element method to solve geometric partial differential equations (PDEs).,"6.8410 Shape Analysis
",1,Fall 2023
Discrete exterior calculus (DEC),Students will develop skills in using discrete exterior calculus to analyze geometric data.,"6.8410 Shape Analysis
",1,Fall 2023
Computational spectral geometry,Students will learn about computational techniques used in spectral geometry and their relationship to graph-based learning.,"6.8410 Shape Analysis
",1,Fall 2023
Optimal transport,Students will gain proficiency in the concept of optimal transport and its application in shape analysis.,"6.8410 Shape Analysis
",1,Fall 2023
Computer-aided design (CAD),Students will develop proficiency in using CAD software to create and manipulate 3D models.,"6.8420 Computational Design and Fabrication
",1,Fall 2023
Additive manufacturing,Students will learn about the process of 3D printing and gain hands-on experience in using 3D printers.,"6.8420 Computational Design and Fabrication
",1,Fall 2023
Geometry modeling,Students will learn how to create and manipulate geometric shapes and models using computer graphics techniques.,"6.8420 Computational Design and Fabrication
",1,Fall 2023
Procedural modeling,Students will learn how to generate complex 3D models using algorithms and procedural techniques.,"6.8420 Computational Design and Fabrication
",1,Fall 2023
Finite element method,Students will gain proficiency in using the finite element method for simulating and analyzing the behavior of physical systems.,"6.8420 Computational Design and Fabrication
",1,Fall 2023
Prototyping,Students will develop the skill of prototyping by constructing software and hardware prototypes using interactive technologies.,"6.4510 Engineering Interactive Technologies
",1,Fall 2023
Programming,Students will gain proficiency in programming as they work on building interactive hardware/software prototypes.,"6.4510 Engineering Interactive Technologies
",1,Fall 2023
User Interface Design,Students will learn how to design user interfaces for interactive technologies.,"6.4510 Engineering Interactive Technologies
",1,Fall 2023
Teamwork,Students will develop the skill of working in a group project to build interactive prototypes.,"6.4510 Engineering Interactive Technologies
",1,Fall 2023
Presentation,Students will enhance their presentation skills by presenting their interactive prototypes in a live demo at the end of the term.,"6.4510 Engineering Interactive Technologies
",1,Fall 2023
Design methods,Students will learn and apply various design methods to develop assistive and adaptive technologies for people with disabilities.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023
Problem-solving strategies,Students will develop problem-solving skills to address challenges in creating assistive and adaptive technologies.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023
Human-machine interfaces,Students will gain proficiency in designing and implementing effective human-machine interfaces for assistive technologies.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023
Programming,Students will acquire programming skills to develop software-based assistive technologies.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023
Electronics,Students will learn about electronics and how to apply it in the development of assistive technologies.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023
Python programming,"Students will gain proficiency in programming in Python, as they complete weekly programming assignments.","6.4550[J] Interactive Music Systems
",1,Fall 2023
Audio synthesis,Students will learn how to synthesize audio for the creation of interactive musical experiences.,"6.4550[J] Interactive Music Systems
",1,Fall 2023
MIDI sequencing,Students will learn how to sequence MIDI (Musical Instrument Digital Interface) data for creating music.,"6.4550[J] Interactive Music Systems
",1,Fall 2023
Generative composition,Students will learn how to compose music using generative algorithms.,"6.4550[J] Interactive Music Systems
",1,Fall 2023
Motion sensor programming,Students will develop the skill of programming motion sensors for interactive music systems.,"6.4550[J] Interactive Music Systems
",1,Fall 2023
Game design,"Students will learn how to design video games, including creating game mechanics, levels, and characters.","6.4570[J] Creating Video Games
",1,Fall 2023
Programming,"Students will develop programming skills, specifically in the context of game development, using languages such as C++ or Unity.","6.4570[J] Creating Video Games
",1,Fall 2023
Testing and iteration,"Students will gain skills in testing and iterating game designs, ensuring that the game is functional and enjoyable.","6.4570[J] Creating Video Games
",1,Fall 2023
Collaboration,"Students will learn how to work effectively in small, multidisciplinary teams, collaborating with others to develop video games.","6.4570[J] Creating Video Games
",1,Fall 2023
Critical thinking,"Students will develop critical thinking skills, particularly in analyzing and discussing video games from a design perspective.","6.4570[J] Creating Video Games
",1,Fall 2023
Oral communication,"Students will develop their ability to effectively communicate their ideas and questions during discussions with technologists, activists, law enforcement agents, journalists, and legal experts.","6.4590[J] Foundations of Information Policy
",1,Fall 2023
Written communication,"Students will enhance their ability to express their thoughts and arguments in written form, as they will be required to complete assignments that involve written communication.","6.4590[J] Foundations of Information Policy
",1,Fall 2023
Research,"Students will learn how to conduct research on various topics related to computer and communications technology, legal and ethical challenges, and information policy.","6.4590[J] Foundations of Information Policy
",1,Fall 2023
Critical thinking,"Students will develop their critical thinking skills as they analyze and evaluate the different perspectives and arguments presented by technologists, activists, law enforcement agents, journalists, and legal experts.","6.4590[J] Foundations of Information Policy
",1,Fall 2023
Problem-solving,"Although not explicitly mentioned in the course description, problem-solving is an essential skill that students are likely to develop as they navigate the complex legal and ethical challenges in the field of information policy.","6.4590[J] Foundations of Information Policy
",1,Fall 2023
Speech recognition,Students will learn how to implement and evaluate speech recognition technologies for intelligent multimodal user interfaces.,"6.8510 Intelligent Multimodal User Interfaces
",1,Fall 2023
Computer vision,Students will gain proficiency in handling computer vision technologies for intelligent multimodal user interfaces.,"6.8510 Intelligent Multimodal User Interfaces
",1,Fall 2023
Pen-based interaction,Students will develop the ability to manipulate and utilize pen-based interaction techniques in the design of multimodal user interfaces.,"6.8510 Intelligent Multimodal User Interfaces
",1,Fall 2023
Modality integration,"Students will learn various techniques for combining different modalities, such as speech, vision, and pen-based interaction, to create intelligent multimodal user interfaces.","6.8510 Intelligent Multimodal User Interfaces
",1,Fall 2023
Programming,Students will enhance their programming skills through hands-on exercises and the development of a term project.,"6.8510 Intelligent Multimodal User Interfaces
",1,Fall 2023
Data analysis,Students will develop the skill of analyzing data to extract meaningful insights and patterns.,"6.8530 Interactive Data Visualization
",1,Fall 2023
Visualization design,Students will learn how to design effective visualizations to present data in a clear and understandable manner.,"6.8530 Interactive Data Visualization
",1,Fall 2023
Programming,Students will gain proficiency in programming languages and tools used for data analysis and visualization.,"6.8530 Interactive Data Visualization
",1,Fall 2023
Explanatory narrative,Students will learn how to create an explanatory narrative using data visualization to communicate their findings.,"6.8530 Interactive Data Visualization
",1,Fall 2023
Deployment,Students will acquire the skill of deploying interactive visualizations or visual analysis tools for real-world applications.,"6.8530 Interactive Data Visualization
",1,Fall 2023
Computational modeling,Students will learn how to build computational models for analyzing evolutionary data. This skill is selected because it is a quantifiable skill that involves manipulating data to accomplish an objective.,"6.4710[J] Evolutionary Biology: Concepts, Models and Computation
",1,Fall 2023
Data analysis,Students will develop proficiency in analyzing evolutionary data. This skill is selected because it involves manipulating data to extract meaningful insights and is a key aspect of evolutionary biology.,"6.4710[J] Evolutionary Biology: Concepts, Models and Computation
",1,Fall 2023
Computational biology,Students will develop proficiency in computational biology techniques and tools.,"6.8700[J] Advanced Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
Genomic data analysis,Students will learn how to handle and manipulate genomic data to extract meaningful insights.,"6.8700[J] Advanced Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
Network analysis,Students will gain the ability to analyze biological networks and identify patterns and relationships.,"6.8700[J] Advanced Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
Evolutionary modeling,Students will learn how to use computational methods to model and study evolutionary processes.,"6.8700[J] Advanced Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
Programming,"Students will develop programming skills, particularly in languages commonly used in computational biology such as Python or R.","6.8700[J] Advanced Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
