Skill,Explanation,Related Course,Credits,Semester
Wireless communication protocols,Students will acquire knowledge about different wireless communication protocols used in IoT systems.,"6.1820[J] Mobile and Sensor Computing
",1,Fall 2023
Data analysis techniques,Students will learn about various techniques and algorithms used for analyzing sensor data.,"6.1820[J] Mobile and Sensor Computing
",1,Fall 2023
Embedded system architectures,Students will gain knowledge about different architectures and platforms used for building embedded systems in IoT applications.,"6.1820[J] Mobile and Sensor Computing
",1,Fall 2023
"Impact of computer systems on individuals, society, and the environment","Students will learn about the impact of computer systems on various aspects of human life, society, and the environment. This knowledge is essential in understanding the broader implications of computer systems.","6.1850 Computer Systems and Society
",1,Fall 2023
Power structures in technical design decisions,Students will gain knowledge about the power structures that arise from low-level technical design decisions. This knowledge allows them to recognize and analyze the influence of design choices on power dynamics.,"6.1850 Computer Systems and Society
",1,Fall 2023
Proof-of-work-based systems,Students will learn about the environmental impact of proof-of-work-based systems like Bitcoin. This knowledge helps them understand the sustainability challenges associated with certain computer systems.,"6.1850 Computer Systems and Society
",1,Fall 2023
Design decision assessment within an ethical framework,Students will acquire knowledge on how to assess design decisions within an ethical framework. This knowledge enables them to make informed and responsible choices in their future work.,"6.1850 Computer Systems and Society
",1,Fall 2023
Comparison and contrast of working systems,Students will learn how to compare and contrast different working systems through case studies and readings. This knowledge helps them understand the strengths and weaknesses of different systems.,"6.1850 Computer Systems and Society
",1,Fall 2023
Operating system abstractions,"Students will acquire knowledge about the basic operating system abstractions, such as process management, memory management, and file systems.","6.5810 Operating System Engineering
",1,Fall 2023
Virtual memory,Students will learn about virtual memory and its role in managing memory resources in an operating system.,"6.5810 Operating System Engineering
",1,Fall 2023
File system design,"Students will gain knowledge about file system design and implementation, including concepts like file organization, directory structures, and file access methods.","6.5810 Operating System Engineering
",1,Fall 2023
Thread management,"Students will acquire knowledge about thread management in an operating system, including thread creation, scheduling, and synchronization.","6.5810 Operating System Engineering
",1,Fall 2023
Hardware-software interaction,"Students will learn about the coordination and interaction between software and hardware components in an operating system, understanding how the operating system utilizes hardware resources efficiently.","6.5810 Operating System Engineering
",1,Fall 2023
Architectural principles for designing heterogeneous networks,Students will acquire knowledge of the principles and best practices for designing networks that consist of different types of devices and technologies.,"6.5820 Computer Networks
",1,Fall 2023
Internet routing,Students will learn about the algorithms and protocols used for routing data packets across the Internet.,"6.5820 Computer Networks
",1,Fall 2023
Network resource management,"Students will gain knowledge of techniques for efficiently managing network resources, such as bandwidth and storage.","6.5820 Computer Networks
",1,Fall 2023
Naming systems,"Students will learn about the various naming systems used in computer networks, such as domain names and IP addresses.","6.5820 Computer Networks
",1,Fall 2023
Overlay and peer-to-peer networks,"Students will acquire knowledge of overlay networks and peer-to-peer networks, including their advantages and challenges.","6.5820 Computer Networks
",1,Fall 2023
Database design,"Students will learn how to design a database, including data models, schema design, schema normalization, and integrity constraints. This knowledge is essential for creating efficient and well-structured database systems.","6.5830 Database Systems
",1,Fall 2023
Database design,"Students will learn how to design a database, including data models, schema design, schema normalization, and integrity constraints. This knowledge is essential for creating efficient and well-structured database systems.","6.5831 Database Systems
",1,Fall 2023
Abstractions and implementation techniques for distributed systems,Students will acquire knowledge about various abstractions and implementation techniques used in engineering distributed systems.,"6.5840 Distributed Computer Systems Engineering
",1,Fall 2023
Consistency models,Students will learn about different consistency models used in distributed systems and their impact on system behavior and performance.,"6.5840 Distributed Computer Systems Engineering
",1,Fall 2023
Security in distributed systems,Students will gain knowledge about security measures and techniques used to protect distributed systems from unauthorized access and attacks.,"6.5840 Distributed Computer Systems Engineering
",1,Fall 2023
Current literature in distributed systems,"Students will be exposed to readings from current literature in the field of distributed systems, allowing them to stay updated with the latest advancements and research.","6.5840 Distributed Computer Systems Engineering
",1,Fall 2023
Network file systems,"Students will learn about the design and implementation of network file systems, including fault-tolerant and scalable approaches.","6.5840 Distributed Computer Systems Engineering
",1,Fall 2023
Computer architecture,"Students will acquire knowledge about the fundamental principles and components of computer systems, including processors, memory, input/output devices, and system organization.","6.5850 Principles of Computer Systems
",1,Fall 2023
Distributed systems,"Students will learn about the concepts and principles behind distributed systems, including the challenges of coordinating multiple nodes and achieving fault tolerance.","6.5850 Principles of Computer Systems
",1,Fall 2023
Reliability principles and algorithms,Students will gain knowledge about the techniques and algorithms used to ensure the reliability and fault tolerance of computer systems.,"6.5850 Principles of Computer Systems
",1,Fall 2023
Naming,Students will learn about naming conventions and systems used in computer networks and distributed systems for identifying and locating resources.,"6.5850 Principles of Computer Systems
",1,Fall 2023
Database management,"Students will acquire knowledge about the principles and practices of managing databases, including data modeling, query languages, and transaction management.","6.5850 Principles of Computer Systems
",1,Fall 2023
Low-level programming concepts,"Students will acquire knowledge about low-level programming concepts, including the constraints and intricacies involved in manipulating complex data structures.","6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023
Memory organization,"Students will learn about memory organization, including how data structures are stored in memory and the role of the stack and heap.","6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023
C language features,Students will gain knowledge about the features and syntax of the C programming language.,"6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023
Assembly language principles,"Students will learn about assembly language principles, which will provide them with a deeper understanding of how high-level languages are translated to machine-level instructions.","6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023
Computational systems,Students will acquire knowledge about modern computational systems and the challenges associated with manipulating complex data structures.,"6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023
Low-level programming,Students will acquire knowledge about low-level programming concepts and techniques.,"6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023
Memory allocation,Students will learn about memory allocation and how it is managed in low-level programming.,"6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023
Data structure storage,Students will gain knowledge about how different data structures are stored in memory in low-level programming.,"6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023
Translation process,Students will understand the process of translating high-level languages to machine-level instructions.,"6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023
Computational constraints,Students will learn about the constraints involved in manipulating complex data structures in modern computational systems.,"6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023
Digital systems design,Students will acquire knowledge of the principles and techniques used in designing digital systems.,"6.1910 Computation Structures
",1,Fall 2023
Computer architecture,Students will gain knowledge of the fundamental concepts and components of computer architecture.,"6.1910 Computation Structures
",1,Fall 2023
Memory hierarchies,Students will learn about multi-level memory hierarchies and their role in computer systems.,"6.1910 Computation Structures
",1,Fall 2023
Virtual memory,Students will understand the concept of virtual memory and its importance in modern computer systems.,"6.1910 Computation Structures
",1,Fall 2023
Exceptions and I/O,Students will acquire knowledge of handling exceptions and input/output operations in computer systems.,"6.1910 Computation Structures
",1,Fall 2023
Computer Architecture,Students will gain knowledge about the principles and concepts of computer architecture.,"6.1920 Constructive Computer Architecture
",1,Fall 2023
Virtual Memory Support,Students will learn about virtual memory and its support in computer architecture.,"6.1920 Constructive Computer Architecture
",1,Fall 2023
Cache Coherence,Students will gain knowledge about cache coherence protocols used in multicore architectures.,"6.1920 Constructive Computer Architecture
",1,Fall 2023
Multicore Architectures,Students will learn about the design and implementation of multicore architectures.,"6.1920 Constructive Computer Architecture
",1,Fall 2023
Interrupts,Students will gain knowledge about interrupt handling in computer architecture.,"6.1920 Constructive Computer Architecture
",1,Fall 2023
Computer organization,Students will acquire knowledge about the organization and structure of computer systems.,"6.5900 Computer System Architecture
",1,Fall 2023
Hardware design,Students will learn about the design and implementation of computer hardware components.,"6.5900 Computer System Architecture
",1,Fall 2023
Programming systems,Students will gain knowledge about programming systems and their role in computer architecture.,"6.5900 Computer System Architecture
",1,Fall 2023
Memory management,Students will learn about memory management techniques and strategies used in computer systems.,"6.5900 Computer System Architecture
",1,Fall 2023
Performance optimization,Students will acquire knowledge about techniques for optimizing the performance of computer systems.,"6.5900 Computer System Architecture
",1,Fall 2023
Robust designs,Students will learn about the principles and techniques for designing robust digital systems.,"6.5910 Complex Digital Systems Design
",1,Fall 2023
Reusable modules,Students will gain knowledge on how to design and implement reusable modules in digital systems.,"6.5910 Complex Digital Systems Design
",1,Fall 2023
Correctness by construction,Students will learn strategies for ensuring correctness in the design and implementation of digital systems.,"6.5910 Complex Digital Systems Design
",1,Fall 2023
Architectural exploration,Students will gain knowledge on how to explore different architectural options for digital systems.,"6.5910 Complex Digital Systems Design
",1,Fall 2023
Area and timing constraints,Students will learn about the constraints related to area and timing in the design of digital systems.,"6.5910 Complex Digital Systems Design
",1,Fall 2023
Multicore processor design,Students will learn about the design and implementation of multicore processors.,"6.5920 Parallel Computing
",1,Fall 2023
Networking applications,Students will gain knowledge about the use of multicore processors in networking applications.,"6.5920 Parallel Computing
",1,Fall 2023
Continuum applications,Students will learn about the use of multicore processors in continuum applications.,"6.5920 Parallel Computing
",1,Fall 2023
Particle applications,Students will gain knowledge about the use of multicore processors in particle applications.,"6.5920 Parallel Computing
",1,Fall 2023
Graph applications,Students will learn about the use of multicore processors in graph applications.,"6.5920 Parallel Computing
",1,Fall 2023
Basics of deep learning,Students will acquire knowledge about the fundamental concepts and principles of deep learning.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023
Optimization principles for programmable platforms,Students will learn about the principles and techniques for optimizing deep learning algorithms on programmable platforms.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023
Design principles of accelerator architectures,Students will gain knowledge about the design principles of accelerator architectures for efficient processing of deep learning algorithms.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023
Advanced technologies in hardware,Students will learn about advanced technologies such as memristors and optical computing and their applications in hardware architectures for deep learning.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023
Tensor algebra,Students will acquire knowledge about tensor algebra and its relevance to deep learning algorithms.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023
Basics of deep learning,Students will acquire knowledge about the fundamental concepts and principles of deep learning.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023
Optimization principles for programmable platforms,Students will learn about the principles and techniques for optimizing deep learning algorithms on programmable platforms.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023
Advanced technologies in hardware architecture,Students will gain knowledge about advanced technologies such as memristors and optical computing and their use in hardware architectures for deep learning.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023
Tensor algebra,Students will learn about tensor algebra and its application in deep learning algorithms.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023
Design principles of accelerator architectures,Students will acquire knowledge about the design principles of accelerator architectures for efficient processing of deep learning algorithms.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023
Model compression,Students will learn about techniques for reducing the size of deep learning models while maintaining their performance.,"6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023
Pruning,Students will gain knowledge of pruning methods to remove unnecessary connections or parameters in deep learning models.,"6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023
Quantization,Students will understand the concept of quantization and its application in reducing the precision of deep learning models.,"6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023
Neural architecture search,Students will learn about automated methods for discovering optimal neural network architectures.,"6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023
Application-specific acceleration,"Students will acquire knowledge of techniques for accelerating deep learning applications in specific domains, such as video recognition and point cloud processing.","6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023
Representations and architectures,Students will learn about different representations and architectures used in building applications and accounting for human intelligence from a computational perspective.,"6.4100 Artificial Intelligence
",1,Fall 2023
Problem-solving paradigms,"Students will gain knowledge about various problem-solving paradigms, including rule chaining, constraint propagation, statistical inference, identification trees, neural nets, genetic algorithms, support-vector machines, and boosting.","6.4100 Artificial Intelligence
",1,Fall 2023
Human intelligence,Students will learn about the characteristics and factors that differentiate human intelligence from that of other animals.,"6.4100 Artificial Intelligence
",1,Fall 2023
Artificial Intelligence,Students will acquire knowledge about the principles and concepts of artificial intelligence.,"6.4102 Artificial Intelligence
",1,Fall 2023
Identification trees,Students will learn about identification trees and their use in decision-making and classification.,"6.4102 Artificial Intelligence
",1,Fall 2023
Support-vector machines,Students will gain knowledge about support-vector machines and their application in machine learning.,"6.4102 Artificial Intelligence
",1,Fall 2023
Boosting,Students will learn about boosting algorithms and their role in improving the performance of machine learning models.,"6.4102 Artificial Intelligence
",1,Fall 2023
Computational point of view,Students will develop an understanding of human intelligence from a computational perspective.,"6.4102 Artificial Intelligence
",1,Fall 2023
Representation in AI,Students will acquire knowledge about different methods and techniques used for representing knowledge in artificial intelligence.,"6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023
Algorithms for AI,"Students will learn about various algorithms used in artificial intelligence, such as constraint satisfaction algorithms, Monte Carlo tree search algorithms, and planning algorithms.","6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023
Constraint satisfaction in AI,Students will gain knowledge about the concept of constraint satisfaction and its application in solving problems in AI.,"6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023
Logical inference in AI,Students will acquire knowledge about logical reasoning and inference techniques used in artificial intelligence.,"6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023
Probabilistic modeling in AI,"Students will learn about probabilistic modeling techniques and their application in AI, including probabilistic graphical models.","6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023
Computational theories of human cognition,Students will gain knowledge about computational theories that aim to explain human cognitive processes.,"6.4120[J] Computational Cognitive Science
",1,Fall 2023
Bayesian models,Students will learn about Bayesian models and their use in modeling and reasoning about uncertainty.,"6.4120[J] Computational Cognitive Science
",1,Fall 2023
Hierarchical Bayesian models,"Students will acquire knowledge about hierarchical Bayesian models, which allow for modeling complex dependencies and hierarchical structures.","6.4120[J] Computational Cognitive Science
",1,Fall 2023
Inductive learning,"Students will learn about principles of inductive learning, which involve generalizing from observed data to make predictions or draw conclusions.","6.4120[J] Computational Cognitive Science
",1,Fall 2023
Structured representations,"Students will gain knowledge about probabilistic models defined over structured representations such as first-order logic, grammars, or relational schemas.","6.4120[J] Computational Cognitive Science
",1,Fall 2023
Database design,Students will learn how to design databases to effectively store and retrieve information.,"6.4130[J] Principles of Autonomy and Decision Making
",1,Fall 2023
Artificial intelligence,Students will gain knowledge of artificial intelligence principles and algorithms used in decision-making processes.,"6.4130[J] Principles of Autonomy and Decision Making
",1,Fall 2023
Autonomy and decision making principles,Students will learn about the principles and concepts behind autonomy and decision making in the context of highly autonomous systems.,"6.4132[J] Principles of Autonomy and Decision Making
",1,Fall 2023
Artificial intelligence and operations research,"Students will acquire knowledge of models, principles, and algorithms used in artificial intelligence and operations research for decision making.","6.4132[J] Principles of Autonomy and Decision Making
",1,Fall 2023
Cognitive robotics,Students will acquire knowledge about the field of cognitive robotics and its applications.,"6.8110[J] Cognitive Robotics
",1,Fall 2023
Architectures for goal-directed systems,Students will learn about different architectures used in goal-directed systems for robots.,"6.8110[J] Cognitive Robotics
",1,Fall 2023
Risk-bounded programming,Students will gain knowledge about programming techniques that consider risk and safety in robot operations.,"6.8110[J] Cognitive Robotics
",1,Fall 2023
Self-monitoring and self-diagnosing systems,Students will learn about systems that can monitor and diagnose themselves for improved performance.,"6.8110[J] Cognitive Robotics
",1,Fall 2023
Recent advances in cognitive robots,Students will be exposed to the latest advancements in the field of cognitive robotics.,"6.8110[J] Cognitive Robotics
",1,Fall 2023
Sensing,Students will acquire knowledge about different sensing techniques used in robotics and autonomous vehicles.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023
Kinematics and dynamics,Students will learn about the principles of kinematics and dynamics that govern the motion of robots and autonomous vehicles.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023
State estimation,Students will gain knowledge about methods for estimating the state of robots and autonomous vehicles based on sensor measurements.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023
Perception,Students will learn about perception algorithms that enable robots and autonomous vehicles to understand their environment.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023
Control,Students will acquire knowledge about control theory and techniques used to control the motion of robots and autonomous vehicles.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023
Algorithmic approaches for creating robot systems,Students will learn about the fundamental algorithmic approaches used in creating robot systems that can autonomously manipulate physical objects in unstructured environments. This knowledge is selected because it provides the necessary information to understand and apply the concepts taught in the course.,"6.4210 Robotic Manipulation
",1,Fall 2023
Algorithmic approaches,Students will acquire knowledge of the fundamental algorithmic approaches used in creating robot systems for autonomous manipulation in unstructured environments.,"6.4212 Robotic Manipulation
",1,Fall 2023
Deep learning,Students will learn about deep learning techniques and their application in perception tasks in robotics.,"6.4212 Robotic Manipulation
",1,Fall 2023
Machine learning,"Students will acquire knowledge of various machine learning techniques, including reinforcement learning, self-supervised learning, imitation learning, and model-based learning.","6.8200 Sensorimotor Learning
",1,Fall 2023
Control systems,Students will learn about control systems and their application in sensorimotor learning.,"6.8200 Sensorimotor Learning
",1,Fall 2023
Sensorimotor systems,Students will gain knowledge of the unique challenges and considerations involved in building sensorimotor systems.,"6.8200 Sensorimotor Learning
",1,Fall 2023
Learning frameworks,Students will learn how to formulate problems in the learning framework and identify if learning-based control can be applied.,"6.8200 Sensorimotor Learning
",1,Fall 2023
Algorithm selection,Students will acquire knowledge of different algorithms and their suitability for solving specific problems in sensorimotor learning.,"6.8200 Sensorimotor Learning
",1,Fall 2023
Underactuated mechanical systems,Students will gain knowledge about the characteristics and behavior of underactuated mechanical systems.,"6.8210 Underactuated Robotics
",1,Fall 2023
Computational methods in robotics,"Students will learn about the computational methods used in robotics, specifically for analyzing and controlling underactuated systems.","6.8210 Underactuated Robotics
",1,Fall 2023
Optimal control theory,Students will acquire knowledge of optimal control theory and its application to underactuated robotics.,"6.8210 Underactuated Robotics
",1,Fall 2023
Robust control theory,"Students will learn about robust control theory and its application to underactuated systems, considering uncertainties and disturbances.","6.8210 Underactuated Robotics
",1,Fall 2023
Motion planning algorithms,"Students will gain knowledge of various motion planning algorithms used in underactuated robotics, including those for legged locomotion, compliant manipulation, underwater robots, and flying machines.","6.8210 Underactuated Robotics
",1,Fall 2023
Computer graphics algorithms,"Students will acquire knowledge of various algorithms used in computer graphics, such as ray tracing, texture mapping, and splines, enabling them to understand and implement these techniques.","6.4400 Computer Graphics
",1,Fall 2023
Hardware and software,"Students will gain an understanding of the hardware and software components involved in computer graphics, including graphics cards, rendering engines, and programming languages.","6.4400 Computer Graphics
",1,Fall 2023
Transformation,"Students will learn about different types of transformations, such as translation, rotation, and scaling, and how they are applied to manipulate objects in computer graphics.","6.4400 Computer Graphics
",1,Fall 2023
Sampling,"Students will learn about sampling techniques used in computer graphics, which involve capturing and representing continuous data in a discrete form.","6.4400 Computer Graphics
",1,Fall 2023
Global illumination,"Students will gain knowledge of global illumination techniques, which simulate the interaction of light in a scene to create realistic lighting effects.","6.4400 Computer Graphics
",1,Fall 2023
Kinematics,"Students will acquire knowledge of kinematics, which involves the study of motion and the relationships between the positions, velocities, and accelerations of objects.","6.4420[J] Computational Design and Fabrication
",1,Fall 2023
Geometry processing,Students will learn about various algorithms and techniques used for processing and manipulating geometric data.,"6.4420[J] Computational Design and Fabrication
",1,Fall 2023
Computational fabrication,Students will gain knowledge of computational methods and technologies used in the fabrication of physical objects.,"6.4420[J] Computational Design and Fabrication
",1,Fall 2023
Computer graphics,"Students will learn about the principles and techniques of computer graphics, including geometry modeling and solid modeling.","6.4420[J] Computational Design and Fabrication
",1,Fall 2023
3D fabrication methods,"Students will acquire knowledge of different methods and technologies used in 3D fabrication, such as subtractive manufacturing and additive manufacturing.","6.4420[J] Computational Design and Fabrication
",1,Fall 2023
Geometric data analysis,"Students will acquire knowledge of mathematical, algorithmic, and statistical tools used in analyzing geometric data.","6.8410 Shape Analysis
",1,Fall 2023
Computer graphics,Students will learn about the application of geometric techniques in computer graphics.,"6.8410 Shape Analysis
",1,Fall 2023
Machine learning,Students will gain knowledge of how geometric techniques can be applied in machine learning.,"6.8410 Shape Analysis
",1,Fall 2023
Computer vision,Students will acquire knowledge of how geometric techniques are used in computer vision.,"6.8410 Shape Analysis
",1,Fall 2023
Medical imaging,Students will learn about the application of geometric techniques in medical imaging.,"6.8410 Shape Analysis
",1,Fall 2023
Computational fabrication,"Students will learn about the principles and techniques used in computational fabrication, including 3D scanning, geometry processing, and 3D fabrication methods.","6.8420 Computational Design and Fabrication
",1,Fall 2023
Computer graphics,"Students will gain knowledge of computer graphics concepts and techniques, including geometry modeling, solid modeling, and procedural modeling.","6.8420 Computational Design and Fabrication
",1,Fall 2023
Kinematics,Students will learn about the study of motion and the mathematical description of motion in computer-aided design and manufacturing.,"6.8420 Computational Design and Fabrication
",1,Fall 2023
3D scanning,Students will learn about the process of capturing the geometry of real-world objects and converting them into digital 3D models.,"6.8420 Computational Design and Fabrication
",1,Fall 2023
Solid modeling,"Students will gain knowledge of solid modeling techniques used in computer-aided design and manufacturing, including creating and manipulating solid objects.","6.8420 Computational Design and Fabrication
",1,Fall 2023
Interactive Technologies,"Students will learn about various interactive technologies such as multi-touch, augmented reality, haptics, wearables, and shape-changing interfaces.","6.4510 Engineering Interactive Technologies
",1,Fall 2023
Engineering Concepts,Students will gain knowledge of the underlying engineering concepts behind interactive technologies.,"6.4510 Engineering Interactive Technologies
",1,Fall 2023
Prototyping Techniques,Students will learn different techniques and methodologies for prototyping interactive hardware/software.,"6.4510 Engineering Interactive Technologies
",1,Fall 2023
User Experience Design,Students will acquire knowledge of user experience design principles for interactive technologies.,"6.4510 Engineering Interactive Technologies
",1,Fall 2023
Project Management,Students will learn the basics of project management in the context of building interactive prototypes.,"6.4510 Engineering Interactive Technologies
",1,Fall 2023
Human factors,Students will gain knowledge about human factors and how they influence the design and usability of assistive technologies.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023
Social and ethical aspects,Students will learn about the social and ethical considerations involved in the development and use of assistive technologies.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023
Cognitive science,Students will acquire knowledge about cognitive science and its relevance to the design of assistive technologies.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023
Mechanical engineering,Students will learn about mechanical engineering principles and their application in the development of assistive technologies.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023
Control systems,Students will gain knowledge about control systems and their role in the functioning of assistive technologies.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023
Music structure,Students will learn about the structure of music and how it can be applied in creating interactive musical experiences.,"6.4550[J] Interactive Music Systems
",1,Fall 2023
Human-computer interaction (HCI),Students will gain knowledge about HCI principles and how they can be applied in designing interactive music systems.,"6.4550[J] Interactive Music Systems
",1,Fall 2023
UI (User Interface) design,Students will learn about UI design principles and how to create visually appealing interfaces for interactive music systems.,"6.4550[J] Interactive Music Systems
",1,Fall 2023
Visualization techniques,Students will gain knowledge about different visualization techniques that can be used in interactive music systems.,"6.4550[J] Interactive Music Systems
",1,Fall 2023
Aesthetics in music,Students will learn about the aesthetic aspects of music and how to incorporate them into interactive music systems.,"6.4550[J] Interactive Music Systems
",1,Fall 2023
Video game industry,"Students will gain knowledge about the video game industry, including its history, trends, and current practices.","6.4570[J] Creating Video Games
",1,Fall 2023
Game development process,"Students will learn about the various stages of game development, from concept to release, and the different roles involved.","6.4570[J] Creating Video Games
",1,Fall 2023
Game mechanics,"Students will acquire knowledge about game mechanics, understanding how they contribute to gameplay and player experience.","6.4570[J] Creating Video Games
",1,Fall 2023
Visual arts in games,"Students will learn about the use of visual arts in game development, including character design, environments, and animation.","6.4570[J] Creating Video Games
",1,Fall 2023
Music and sound design,"Students will gain knowledge about the role of music and sound design in video games, and how they enhance the player experience.","6.4570[J] Creating Video Games
",1,Fall 2023
Computer crime,"Students will acquire knowledge about different types of computer crimes, their impact, and the legal frameworks surrounding them.","6.4590[J] Foundations of Information Policy
",1,Fall 2023
Intellectual property restrictions on software,Students will learn about the laws and regulations governing intellectual property rights in the context of software development and distribution.,"6.4590[J] Foundations of Information Policy
",1,Fall 2023
Encryption,Students will gain knowledge about encryption techniques and their role in ensuring privacy and security in computer and communications technology.,"6.4590[J] Foundations of Information Policy
",1,Fall 2023
Privacy,"Students will acquire knowledge about privacy concerns in the digital age, including the collection, storage, and use of personal data.","6.4590[J] Foundations of Information Policy
",1,Fall 2023
Academic freedom and free speech,Students will learn about the legal and ethical issues surrounding academic freedom and free speech in the context of computer and communications technology.,"6.4590[J] Foundations of Information Policy
",1,Fall 2023
Speech processing,Students will acquire knowledge about the principles and techniques used in speech processing for intelligent multimodal user interfaces.,"6.8510 Intelligent Multimodal User Interfaces
",1,Fall 2023
Computer vision algorithms,Students will learn about different computer vision algorithms and their applications in intelligent multimodal user interfaces.,"6.8510 Intelligent Multimodal User Interfaces
",1,Fall 2023
Pen-based interaction design,Students will gain knowledge about the design principles and best practices for pen-based interaction in multimodal user interfaces.,"6.8510 Intelligent Multimodal User Interfaces
",1,Fall 2023
Modality integration strategies,Students will understand the different strategies and approaches for integrating multiple modalities in intelligent user interfaces.,"6.8510 Intelligent Multimodal User Interfaces
",1,Fall 2023
Literature review,"Students will be exposed to the original literature in the field of intelligent multimodal user interfaces, allowing them to gain knowledge about the current state of research and advancements in the field.","6.8510 Intelligent Multimodal User Interfaces
",1,Fall 2023
Graphic design principles,Students will learn about the principles of graphic design and how to apply them in creating visually appealing visualizations.,"6.8530 Interactive Data Visualization
",1,Fall 2023
Perceptual psychology,Students will gain knowledge of perceptual psychology to understand how humans perceive and interpret visual information.,"6.8530 Interactive Data Visualization
",1,Fall 2023
Cognitive science,Students will learn about cognitive science principles to design visualizations that align with human cognitive abilities.,"6.8530 Interactive Data Visualization
",1,Fall 2023
Data analysis techniques,Students will acquire knowledge of various techniques and algorithms used for analyzing and interpreting data.,"6.8530 Interactive Data Visualization
",1,Fall 2023
Data visualization techniques,Students will learn different techniques and approaches for visualizing data effectively.,"6.8530 Interactive Data Visualization
",1,Fall 2023
Key concepts of biological evolution,"Students will learn about the fundamental concepts of biological evolution, such as adaptive evolution, neutral evolution, and speciation. This knowledge is selected because it provides a foundation for understanding evolutionary biology.","6.4710[J] Evolutionary Biology: Concepts, Models and Computation
",1,Fall 2023
Genomic conflict,"Students will gain knowledge about genomic conflict, which refers to conflicts between different parts of a genome. This knowledge is selected because it is relevant to understanding the mechanisms of evolution.","6.4710[J] Evolutionary Biology: Concepts, Models and Computation
",1,Fall 2023
Genomics,"Students will acquire knowledge about the structure, function, and evolution of genomes.","6.8700[J] Advanced Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
Biological networks,"Students will learn about the principles and properties of biological networks, including gene regulatory networks and protein-protein interaction networks.","6.8700[J] Advanced Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
Evolutionary biology,Students will gain knowledge about the mechanisms and patterns of evolution.,"6.8700[J] Advanced Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
Statistical analysis,Students will learn statistical methods commonly used in analyzing biological data.,"6.8700[J] Advanced Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
Bioinformatics tools,Students will become familiar with various bioinformatics tools and databases used in computational biology research.,"6.8700[J] Advanced Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
Computational biology,"Students will acquire knowledge about the field of computational biology and its applications in genomics, networks, and evolution.","6.8701 Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
RNA folding,Students will learn about the process of RNA folding and its significance in biological systems.,"6.8701 Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
Regulatory motifs,Students will gain knowledge about regulatory motifs and their role in gene expression regulation.,"6.8701 Computational Biology: Genomes, Networks, Evolution
",1,Fall 2023
