Skill,Explanation,Related Course,Credits,Semester,Collapsed Skill
Communication,Students will improve their ability to effectively communicate cryptographic concepts and findings.,"6.5630 Advanced Topics in Cryptography
",1,Fall 2023,Communication
Collaboration,Students will develop the ability to work collaboratively in teams to solve cryptographic challenges.,"6.5630 Advanced Topics in Cryptography
",1,Fall 2023,Research collaboration
Problem-solving,Students will develop the ability to analyze and solve security-related problems in computer systems.,"6.5660 Computer Systems Security
",1,Fall 2023,Problem-solving strategies
Communication,Students will enhance their ability to effectively communicate security concepts and findings both verbally and in writing.,"6.5660 Computer Systems Security
",1,Fall 2023,Communication
Analytical thinking,Students will develop the ability to analyze and evaluate the security of computer systems.,"6.5660 Computer Systems Security
",1,Fall 2023,Analytical skills
Teamwork,"Students will gain experience working in groups through the group final project, enhancing their ability to collaborate and contribute effectively.","6.5660 Computer Systems Security
",1,Fall 2023,Teamwork
Implementation,"Students will develop the ability to implement security measures in computer systems, including web applications and mobile phones.","6.5660 Computer Systems Security
",1,Fall 2023,Implementation
Problem-solving,"Students will develop the ability to solve complex problems related to computer systems engineering, which involves applying analytical and critical thinking skills.","6.1800 Computer Systems Engineering
",1,Fall 2023,Problem-solving strategies
Written communication,"Students will enhance their ability to communicate effectively through written communication exercises, which involves expressing ideas and concepts clearly and concisely.","6.1800 Computer Systems Engineering
",1,Fall 2023,Written communication
Project management,"Students will develop the ability to manage and coordinate a semester-long design project, which requires organizing and prioritizing tasks and resources.","6.1800 Computer Systems Engineering
",1,Fall 2023,Software project management
Analytical thinking,"Students will enhance their ability to analyze and evaluate computer systems and their components, which involves applying logical reasoning and data analysis skills.","6.1800 Computer Systems Engineering
",1,Fall 2023,Analytical skills
Collaboration,"Students will develop the ability to work collaboratively in teams, which involves effectively communicating and coordinating with team members to achieve project goals.","6.1800 Computer Systems Engineering
",1,Fall 2023,Research collaboration
Problem-solving,Students will develop the ability to analyze and solve complex problems related to operating system design and implementation.,"6.1810 Operating System Engineering
",1,Fall 2023,Problem-solving strategies
Communication,"Students will enhance their ability to effectively communicate their ideas and solutions, both verbally and in written form.","6.1810 Operating System Engineering
",1,Fall 2023,Communication
Organization,"Students will develop the ability to organize their work and manage complex projects, such as extending an operating system.","6.1810 Operating System Engineering
",1,Fall 2023,Organization
Analytical thinking,Students will enhance their ability to analyze and evaluate different approaches and trade-offs in operating system design and implementation.,"6.1810 Operating System Engineering
",1,Fall 2023,Analytical skills
Collaboration,"Students will develop the ability to work effectively in teams, as they may be required to collaborate on laboratory assignments and projects.","6.1810 Operating System Engineering
",1,Fall 2023,Research collaboration
System integration,Students will develop the ability to integrate different components and technologies to build functional IoT systems.,"6.1820[J] Mobile and Sensor Computing
",1,Fall 2023,Sensor integration
Critical thinking,Students will enhance their ability to think critically and analyze complex problems in the context of IoT systems.,"6.1820[J] Mobile and Sensor Computing
",1,Fall 2023,Critical thinking
Communication,Students will improve their ability to effectively communicate their ideas and findings related to IoT systems.,"6.1820[J] Mobile and Sensor Computing
",1,Fall 2023,Communication
Project management,Students will develop the ability to manage and organize projects related to IoT system design and implementation.,"6.1820[J] Mobile and Sensor Computing
",1,Fall 2023,Software project management
Troubleshooting,Students will acquire the ability to identify and resolve issues and errors in IoT systems.,"6.1820[J] Mobile and Sensor Computing
",1,Fall 2023,Technical troubleshooting
Critical thinking,"Students will develop the ability to critically analyze and evaluate design decisions, case studies, and readings. This ability enhances their problem-solving skills and enables them to make informed judgments.","6.1850 Computer Systems and Society
",1,Fall 2023,Critical thinking
Ethical decision-making,Students will enhance their ability to make ethical decisions by considering the impact of their design choices on non-users. This ability is crucial in ensuring responsible and socially conscious computer system development.,"6.1850 Computer Systems and Society
",1,Fall 2023,Ethical decision-making
Communication,"Students will improve their ability to communicate effectively, both verbally and in writing. This ability is essential for presenting their ideas, analysis, and findings related to computer systems and society.","6.1850 Computer Systems and Society
",1,Fall 2023,Communication
Problem-solving,Students will develop the ability to solve complex problems related to computer systems and society. This ability is honed through programming projects and case study analysis.,"6.1850 Computer Systems and Society
",1,Fall 2023,Problem-solving strategies
Organizational skills,"Students will enhance their ability to organize and manage information, data, and resources related to computer systems and society. This ability is important for efficient project management and research.","6.1850 Computer Systems and Society
",1,Fall 2023,Organizational skills
Problem-solving,Students will develop strong problem-solving abilities as they tackle various design and implementation challenges in operating system engineering.,"6.5810 Operating System Engineering
",1,Fall 2023,Problem-solving strategies
Communication,Students will enhance their communication abilities through the presentation and documentation of their operating system projects.,"6.5810 Operating System Engineering
",1,Fall 2023,Communication
Analytical thinking,Students will develop the ability to analyze complex issues related to operating system design and implementation.,"6.5810 Operating System Engineering
",1,Fall 2023,Analytical skills
Collaboration,"Students will enhance their ability to work collaboratively in teams, as the construction of a minimal operating system requires coordination and teamwork.","6.5810 Operating System Engineering
",1,Fall 2023,Research collaboration
Time management,"Students will improve their ability to manage their time effectively, as the course involves individual laboratory assignments that accumulate towards the completion of the operating system project.","6.5810 Operating System Engineering
",1,Fall 2023,Time management
Problem-solving,Students will develop the ability to analyze and solve complex problems related to network protocols and architecture.,"6.5820 Computer Networks
",1,Fall 2023,Problem-solving strategies
Communication,Students will enhance their ability to effectively communicate technical concepts and ideas related to computer networks.,"6.5820 Computer Networks
",1,Fall 2023,Communication
Analytical thinking,Students will develop the ability to analyze network performance and identify areas for improvement.,"6.5820 Computer Networks
",1,Fall 2023,Analytical skills
Collaboration,Students will learn how to work effectively in teams to design and implement network protocols and architectures.,"6.5820 Computer Networks
",1,Fall 2023,Research collaboration
Research skills,Students will develop the ability to find and evaluate research papers related to computer networks and apply the findings to their own projects.,"6.5820 Computer Networks
",1,Fall 2023,Research skills
Problem-solving,"Students will develop the ability to solve complex problems related to database systems, such as query optimization, concurrency control, and transaction management. This ability is crucial for designing and maintaining efficient and reliable database systems.","6.5830 Database Systems
",1,Fall 2023,Problem-solving strategies
Communication,"Students will enhance their communication skills through the semester-long project and paper. They will learn how to effectively communicate their ideas, findings, and research in the field of database systems.","6.5830 Database Systems
",1,Fall 2023,Communication
Problem-solving,"Students will develop the ability to solve complex problems related to database systems, such as query optimization, concurrency control, and transaction management.","6.5831 Database Systems
",1,Fall 2023,Problem-solving strategies
Communication,"Students will enhance their communication skills through the semester-long project and paper, as well as through discussions and presentations of research papers. Effective communication is crucial for conveying ideas and findings in the field of database systems.","6.5831 Database Systems
",1,Fall 2023,Communication
Problem-solving,Students will develop the ability to analyze and solve complex problems encountered in the design and implementation of distributed systems.,"6.5840 Distributed Computer Systems Engineering
",1,Fall 2023,Problem-solving strategies
Communication,"Students will enhance their ability to effectively communicate their ideas, designs, and solutions to peers and instructors.","6.5840 Distributed Computer Systems Engineering
",1,Fall 2023,Communication
Programming with C/C++,Students will further enhance their programming abilities in C/C++ through hands-on laboratory assignments and projects.,"6.5840 Distributed Computer Systems Engineering
",1,Fall 2023,C++ programming
System scalability,Students will develop the ability to design and implement distributed systems that can scale to handle increasing workloads and user demands.,"6.5840 Distributed Computer Systems Engineering
",1,Fall 2023,Scalability and elasticity
System fault tolerance,Students will gain the ability to design and implement fault-tolerant distributed systems that can withstand failures and ensure system reliability.,"6.5840 Distributed Computer Systems Engineering
",1,Fall 2023,Fault tolerance
Problem-solving,"Students will develop the ability to analyze and solve complex problems related to computer systems, applying their knowledge and skills to identify and implement effective solutions.","6.5850 Principles of Computer Systems
",1,Fall 2023,Problem-solving strategies
Communication,"Students will enhance their ability to effectively communicate technical concepts and ideas related to computer systems, both verbally and in written form.","6.5850 Principles of Computer Systems
",1,Fall 2023,Communication
Analytical thinking,"Students will develop the ability to analyze and evaluate different aspects of computer systems, including performance, scalability, and reliability, to make informed decisions and optimizations.","6.5850 Principles of Computer Systems
",1,Fall 2023,Analytical skills
Collaboration,"Students will learn how to work effectively in teams and collaborate with others in designing and implementing computer systems, recognizing the importance of teamwork in complex projects.","6.5850 Principles of Computer Systems
",1,Fall 2023,Research collaboration
Adaptability,"Students will develop the ability to adapt to new technologies, methodologies, and challenges in the field of computer systems, as the industry evolves rapidly.","6.5850 Principles of Computer Systems
",1,Fall 2023,Adaptability
Problem-solving,Students will develop the ability to solve programming problems in the context of low-level programming.,"6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023,Problem-solving strategies
Communication,"Students will enhance their ability to communicate effectively, both verbally and in writing, about low-level programming concepts and techniques.","6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023,Communication
Analytical thinking,Students will develop the ability to analyze and understand complex data structures and their manipulation in low-level programming.,"6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023,Analytical skills
Memory management,Students will acquire the ability to effectively manage memory and understand the constraints involved in memory allocation and deallocation.,"6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023,Virtual memory management
Debugging,"Students will develop the ability to debug and troubleshoot low-level programming code, identifying and fixing errors in their programs.","6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023,Debugging
Analytical thinking,Students will develop the ability to analyze and understand complex programming concepts in low-level programming.,"6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023,Analytical skills
Problem-solving,Students will enhance their problem-solving abilities as they tackle programming challenges in low-level programming.,"6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023,Problem-solving strategies
Communication,Students will improve their ability to communicate their ideas and programming solutions verbally and in writing.,"6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023,Communication
Organization,Students will develop organizational skills to effectively manage and structure their low-level programming projects.,"6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023,Organization
Attention to detail,"Students will cultivate the ability to pay close attention to detail, as precision is crucial in low-level programming.","6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023,Attention to detail
Problem-solving,Students will develop the ability to solve complex problems related to digital systems and computer architecture.,"6.1910 Computation Structures
",1,Fall 2023,Problem-solving strategies
Communication,Students will enhance their ability to effectively communicate their ideas and findings related to hardware design.,"6.1910 Computation Structures
",1,Fall 2023,Communication
Analytical thinking,Students will develop the ability to analyze and evaluate different design options and make informed decisions.,"6.1910 Computation Structures
",1,Fall 2023,Analytical skills
Teamwork,Students will learn to collaborate effectively with others in designing and implementing digital systems.,"6.1910 Computation Structures
",1,Fall 2023,Teamwork
Time management,Students will develop the ability to manage their time efficiently to meet project deadlines and complete tasks in a timely manner.,"6.1910 Computation Structures
",1,Fall 2023,Time management
Problem-solving,Students will develop the ability to solve complex problems related to computer architecture.,"6.1920 Constructive Computer Architecture
",1,Fall 2023,Problem-solving strategies
Communication,Students will enhance their communication skills through presentations and discussions of their term projects.,"6.1920 Constructive Computer Architecture
",1,Fall 2023,Communication
Analytical Thinking,Students will develop the ability to analyze and evaluate different aspects of computer architecture.,"6.1920 Constructive Computer Architecture
",1,Fall 2023,Analytical skills
Design Thinking,Students will learn how to apply design thinking principles in the context of computer architecture.,"6.1920 Constructive Computer Architecture
",1,Fall 2023,Design thinking
Collaboration,Students will develop the ability to work effectively in teams while designing and implementing microprocessors.,"6.1920 Constructive Computer Architecture
",1,Fall 2023,Research collaboration
Analytical thinking,Students will develop the ability to analyze complex problems and make informed decisions related to computer architecture.,"6.5900 Computer System Architecture
",1,Fall 2023,Analytical skills
Critical thinking,Students will enhance their ability to evaluate and assess different approaches and solutions in the field of computer architecture.,"6.5900 Computer System Architecture
",1,Fall 2023,Critical thinking
Collaboration,Students will develop the ability to work effectively in teams and collaborate with others on computer architecture projects.,"6.5900 Computer System Architecture
",1,Fall 2023,Research collaboration
Attention to detail,Students will enhance their ability to pay attention to detail and ensure accuracy in the design and implementation of computer systems.,"6.5900 Computer System Architecture
",1,Fall 2023,Attention to detail
Adaptability,Students will develop the ability to adapt to new technologies and advancements in computer architecture.,"6.5900 Computer System Architecture
",1,Fall 2023,Adaptability
Problem-solving,Students will develop problem-solving abilities as they work on designing and implementing complex digital systems.,"6.5910 Complex Digital Systems Design
",1,Fall 2023,Problem-solving strategies
Communication,Students will enhance their communication abilities through project presentations and collaboration with team members.,"6.5910 Complex Digital Systems Design
",1,Fall 2023,Communication
Organization,Students will develop the ability to organize their work and manage project timelines effectively.,"6.5910 Complex Digital Systems Design
",1,Fall 2023,Organization
Analytical thinking,Students will enhance their ability to analyze and evaluate different design options for digital systems.,"6.5910 Complex Digital Systems Design
",1,Fall 2023,Analytical skills
Attention to detail,Students will develop the ability to pay attention to detail in order to ensure the correctness and reliability of their designs.,"6.5910 Complex Digital Systems Design
",1,Fall 2023,Attention to detail
Problem-solving,Students will develop the ability to solve complex problems related to parallel computing.,"6.5920 Parallel Computing
",1,Fall 2023,Problem-solving strategies
Communication,Students will enhance their ability to effectively communicate their ideas and findings related to parallel computing.,"6.5920 Parallel Computing
",1,Fall 2023,Communication
Analytical thinking,Students will develop the ability to analyze and evaluate different parallel computing algorithms and mechanisms.,"6.5920 Parallel Computing
",1,Fall 2023,Analytical skills
Organization,Students will gain the ability to organize and manage parallel computing projects effectively.,"6.5920 Parallel Computing
",1,Fall 2023,Organization
Multithreading,Students will learn the ability to implement and manage multithreading in parallel computing systems.,"6.5920 Parallel Computing
",1,Fall 2023,Multithreading
Problem-solving,Students will develop the ability to solve complex problems related to the design and implementation of hardware architectures for deep learning.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023,Problem-solving strategies
Communication,Students will enhance their ability to effectively communicate their ideas and findings related to hardware architecture design and optimization.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023,Communication
Analytical thinking,Students will develop the ability to analyze and evaluate different hardware architectures and optimization techniques for deep learning algorithms.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023,Analytical skills
Project management,Students will acquire the ability to manage and execute an open-ended design project related to hardware architecture for deep learning.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023,Software project management
Collaboration,Students will enhance their ability to work collaboratively in labs and projects involving modeling and analysis of hardware architectures.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023,Research collaboration
Problem-solving,Students will develop the ability to solve complex problems related to hardware architecture design and optimization in deep learning systems.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023,Problem-solving strategies
Communication,Students will enhance their ability to effectively communicate their ideas and findings related to hardware architecture design and optimization.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023,Communication
Analytical thinking,Students will develop the ability to analyze and evaluate different hardware architecture options for deep learning systems.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023,Analytical skills
Teamwork,"Students will have the opportunity to work in teams during labs and design projects, enhancing their ability to collaborate and work effectively in a team setting.","6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023,Teamwork
Project management,Students will develop the ability to manage and organize their time and resources effectively to complete the open-ended design project.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023,Software project management
Problem-solving,Students will develop the ability to solve complex problems related to deep learning computing techniques and optimization.,"6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023,Problem-solving strategies
Communication,Students will enhance their ability to effectively communicate their ideas and findings related to deep learning applications and techniques.,"6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023,Communication
Analytical thinking,Students will develop the ability to analyze and evaluate the performance and efficiency of deep learning models and techniques.,"6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023,Analytical skills
Design project,Students will gain the ability to design and implement deep learning applications with a focus on efficiency and resource-constrained devices.,"6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023,Design project
Technical skills,Students will acquire technical skills in implementing and optimizing deep learning models using efficient computing techniques.,"6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023,Technical proficiency
Problem-solving,Students will enhance their ability to solve complex computational problems using different problem-solving paradigms and techniques.,"6.4100 Artificial Intelligence
",1,Fall 2023,Problem-solving strategies
Communication,Students will develop the ability to effectively communicate their ideas and findings related to artificial intelligence and computational problem-solving.,"6.4100 Artificial Intelligence
",1,Fall 2023,Communication
Analytical thinking,Students will improve their ability to analyze and evaluate different approaches and algorithms used in artificial intelligence and computational problem-solving.,"6.4100 Artificial Intelligence
",1,Fall 2023,Analytical skills
Research skills,Students will develop the ability to conduct research and gather relevant information in the field of artificial intelligence.,"6.4100 Artificial Intelligence
",1,Fall 2023,Research skills
Critical thinking,Students will enhance their ability to think critically and evaluate the strengths and limitations of different computational approaches and paradigms.,"6.4100 Artificial Intelligence
",1,Fall 2023,Critical thinking
Analytical thinking,Students will enhance their ability to analyze complex problems and develop effective solutions.,"6.4102 Artificial Intelligence
",1,Fall 2023,Analytical skills
Communication,Students will improve their ability to communicate complex ideas and concepts related to artificial intelligence.,"6.4102 Artificial Intelligence
",1,Fall 2023,Communication
Problem-solving,Students will develop the ability to identify and solve problems using artificial intelligence techniques.,"6.4102 Artificial Intelligence
",1,Fall 2023,Problem-solving strategies
Critical thinking,Students will enhance their ability to think critically and evaluate different approaches to problem-solving.,"6.4102 Artificial Intelligence
",1,Fall 2023,Critical thinking
Computational reasoning,Students will develop the ability to reason and make decisions based on computational principles and algorithms.,"6.4102 Artificial Intelligence
",1,Fall 2023,Abstract reasoning
Problem-solving,Students will develop the ability to solve complex problems in artificial intelligence by applying the learned skills and knowledge.,"6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023,Problem-solving strategies
Analytical thinking,Students will enhance their ability to analyze and evaluate different approaches and algorithms in AI.,"6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023,Analytical skills
Critical reasoning,Students will develop the ability to critically evaluate and reason about different representations and algorithms in AI.,"6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023,Critical thinking
Communication,Students will enhance their ability to effectively communicate their ideas and findings related to AI.,"6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023,Communication
Collaboration,Students will develop the ability to work collaboratively in teams to solve AI problems and projects.,"6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023,Research collaboration
Problem-solving,Students will develop the ability to apply computational techniques and models to solve problems related to cognition and learning.,"6.4120[J] Computational Cognitive Science
",1,Fall 2023,Problem-solving strategies
Critical thinking,Students will enhance their ability to think critically and evaluate different computational approaches to understanding human cognition.,"6.4120[J] Computational Cognitive Science
",1,Fall 2023,Critical thinking
Analytical reasoning,Students will develop the ability to analyze and reason about complex systems and models.,"6.4120[J] Computational Cognitive Science
",1,Fall 2023,Analytical skills
Communication,"Students will enhance their ability to communicate their ideas and findings effectively, both verbally and in written form.","6.4120[J] Computational Cognitive Science
",1,Fall 2023,Communication
Project management,"Students will develop the ability to plan and manage a final project, demonstrating their understanding of computational cognitive science concepts.","6.4120[J] Computational Cognitive Science
",1,Fall 2023,Software project management
Problem-solving,Students will develop the ability to solve complex problems related to autonomy and decision-making using programming and AI techniques.,"6.4130[J] Principles of Autonomy and Decision Making
",1,Fall 2023,Problem-solving strategies
Communication,Students will enhance their communication skills through assignments and projects that require clear explanation and presentation of their work.,"6.4130[J] Principles of Autonomy and Decision Making
",1,Fall 2023,Communication
Problem-solving,Students will develop the ability to solve complex problems related to autonomy and decision making using programming and analytical skills.,"6.4132[J] Principles of Autonomy and Decision Making
",1,Fall 2023,Problem-solving strategies
Communication,Students will enhance their communication skills through assignments and projects that require presenting and explaining their solutions and findings.,"6.4132[J] Principles of Autonomy and Decision Making
",1,Fall 2023,Communication
Problem-solving,Students will develop the ability to solve complex problems related to cognitive robotics.,"6.8110[J] Cognitive Robotics
",1,Fall 2023,Problem-solving strategies
Communication,Students will enhance their ability to effectively communicate their ideas and findings in the field of cognitive robotics.,"6.8110[J] Cognitive Robotics
",1,Fall 2023,Communication
Analytical thinking,Students will develop the ability to analyze and evaluate different approaches and algorithms in cognitive robotics.,"6.8110[J] Cognitive Robotics
",1,Fall 2023,Analytical skills
Teamwork,Students will learn how to work effectively in teams to tackle challenges in cognitive robotics.,"6.8110[J] Cognitive Robotics
",1,Fall 2023,Teamwork
Adaptability,Students will develop the ability to adapt to new technologies and advancements in the field of cognitive robotics.,"6.8110[J] Cognitive Robotics
",1,Fall 2023,Adaptability
Problem-solving,Students will develop the ability to solve complex problems related to robotics and autonomous systems.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023,Problem-solving strategies
Communication,Students will enhance their ability to effectively communicate their ideas and findings related to robotics and autonomous systems.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023,Communication
Planning,Students will develop the ability to plan and strategize the actions of robots and autonomous vehicles.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023,Planning
Analytical thinking,Students will enhance their ability to analyze and evaluate different approaches and algorithms for robotics and autonomous systems.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023,Analytical skills
Teamwork,Students will develop the ability to work collaboratively in designing and implementing advanced algorithms for robotics and autonomous systems.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023,Teamwork
Written and oral communication,"Students will engage in extensive written and oral communication exercises. This ability is selected because it involves the capacity to express ideas and concepts effectively, both verbally and in writing.","6.4210 Robotic Manipulation
",1,Fall 2023,Written communication
Problem-solving,Students will develop problem-solving abilities as they work on programming projects in the course. This ability is selected because it involves the capacity to analyze and solve complex problems related to robot manipulation tasks.,"6.4210 Robotic Manipulation
",1,Fall 2023,Problem-solving strategies
Problem-solving,Students will enhance their problem-solving abilities as they work on assignments and projects related to robotic manipulation.,"6.4212 Robotic Manipulation
",1,Fall 2023,Problem-solving strategies
Communication,Students will develop their communication skills through discussions and presentations related to the course material.,"6.4212 Robotic Manipulation
",1,Fall 2023,Communication
Communication,"Students will enhance their ability to communicate effectively through discussions, exercises, and the group project.","6.8200 Sensorimotor Learning
",1,Fall 2023,Communication
Analytical thinking,Students will develop the ability to analyze and evaluate different approaches and algorithms for sensorimotor learning.,"6.8200 Sensorimotor Learning
",1,Fall 2023,Analytical skills
Organization,Students will learn how to organize and manage their work effectively to complete programming projects and exercises.,"6.8200 Sensorimotor Learning
",1,Fall 2023,Organization
Critical thinking,Students will develop critical thinking skills to evaluate the effectiveness and limitations of different learning methods for control.,"6.8200 Sensorimotor Learning
",1,Fall 2023,Critical thinking
Collaboration,"Students will enhance their ability to work collaboratively in a group project, fostering teamwork and cooperation.","6.8200 Sensorimotor Learning
",1,Fall 2023,Research collaboration
Problem-solving,Students will develop the ability to analyze and solve complex problems related to underactuated robotics.,"6.8210 Underactuated Robotics
",1,Fall 2023,Problem-solving strategies
Computational modeling,Students will enhance their ability to create computational models of underactuated mechanical systems for analysis and control.,"6.8210 Underactuated Robotics
",1,Fall 2023,Modeling and analysis
Control system design,"Students will develop the ability to design control systems for underactuated robotics, considering nonlinear dynamics and constraints.","6.8210 Underactuated Robotics
",1,Fall 2023,Secure system design
Motion trajectory planning,"Students will acquire the ability to plan and generate motion trajectories for underactuated systems, taking into account various constraints and objectives.","6.8210 Underactuated Robotics
",1,Fall 2023,Motion planning
Application of theory to real-world scenarios,"Students will develop the ability to apply the theoretical concepts learned in the course to real-world scenarios in underactuated robotics, such as legged locomotion, compliant manipulation, underwater robots, and flying machines.","6.8210 Underactuated Robotics
",1,Fall 2023,Real-world application
Problem-solving,Students will develop problem-solving abilities as they encounter challenges and complexities in implementing computer graphics algorithms and techniques.,"6.4400 Computer Graphics
",1,Fall 2023,Problem-solving strategies
Analytical thinking,"Students will enhance their ability to analyze and understand complex graphical concepts and algorithms, enabling them to effectively solve problems and optimize performance.","6.4400 Computer Graphics
",1,Fall 2023,Analytical skills
Communication,"Students will improve their ability to communicate their ideas and findings related to computer graphics, both verbally and in written form, facilitating collaboration and knowledge sharing.","6.4400 Computer Graphics
",1,Fall 2023,Communication
Visual perception,"Students will develop the ability to perceive and interpret visual information accurately, allowing them to create visually appealing and meaningful graphics.","6.4400 Computer Graphics
",1,Fall 2023,Perception
Creativity,"Students will have the opportunity to explore and express their creativity through the design and implementation of computer graphics projects, fostering innovation and artistic expression.","6.4400 Computer Graphics
",1,Fall 2023,Creativity
Problem-solving,Students will develop the ability to analyze and solve complex problems related to computational design and fabrication.,"6.4420[J] Computational Design and Fabrication
",1,Fall 2023,Problem-solving strategies
Communication,Students will enhance their ability to effectively communicate their ideas and findings related to computational design and fabrication.,"6.4420[J] Computational Design and Fabrication
",1,Fall 2023,Communication
Analytical thinking,Students will develop the ability to think critically and analytically when approaching design and fabrication challenges.,"6.4420[J] Computational Design and Fabrication
",1,Fall 2023,Analytical skills
Technical proficiency,Students will gain the ability to effectively utilize computer-aided design and manufacturing tools and software.,"6.4420[J] Computational Design and Fabrication
",1,Fall 2023,Technical proficiency
Research skills,Students will develop the ability to conduct research and stay updated with the latest advancements in computational design and fabrication.,"6.4420[J] Computational Design and Fabrication
",1,Fall 2023,Research skills
Problem-solving,Students will develop the ability to apply geometric techniques to solve complex problems in shape analysis.,"6.8410 Shape Analysis
",1,Fall 2023,Problem-solving strategies
Analytical thinking,Students will enhance their ability to analyze and interpret geometric data.,"6.8410 Shape Analysis
",1,Fall 2023,Analytical skills
Mathematical reasoning,Students will develop the ability to apply mathematical concepts and reasoning in shape analysis.,"6.8410 Shape Analysis
",1,Fall 2023,Mathematical Reasoning
Data interpretation,Students will acquire the ability to interpret and analyze geometric data.,"6.8410 Shape Analysis
",1,Fall 2023,Data analysis and interpretation
Technical communication,Students will enhance their ability to effectively communicate complex geometric concepts and analysis results.,"6.8410 Shape Analysis
",1,Fall 2023,Technical writing
Problem-solving,Students will develop the ability to analyze and solve complex problems related to computational design and fabrication.,"6.8420 Computational Design and Fabrication
",1,Fall 2023,Problem-solving strategies
Communication,Students will enhance their ability to effectively communicate their ideas and findings related to computational design and fabrication.,"6.8420 Computational Design and Fabrication
",1,Fall 2023,Communication
Analytical thinking,Students will develop the ability to think critically and analyze data and information in the context of computational design and fabrication.,"6.8420 Computational Design and Fabrication
",1,Fall 2023,Analytical skills
Technical skills,"Students will acquire technical skills in using CAD software, 3D printers, and other tools and technologies used in computational design and fabrication.","6.8420 Computational Design and Fabrication
",1,Fall 2023,Technical proficiency
Collaboration,Students will develop the ability to work effectively in teams and collaborate with others on projects related to computational design and fabrication.,"6.8420 Computational Design and Fabrication
",1,Fall 2023,Research collaboration
Problem-solving,Students will develop the ability to solve problems encountered during the construction of interactive prototypes.,"6.4510 Engineering Interactive Technologies
",1,Fall 2023,Problem-solving strategies
Communication,Students will enhance their ability to effectively communicate ideas and concepts related to interactive technologies.,"6.4510 Engineering Interactive Technologies
",1,Fall 2023,Communication
Critical Thinking,Students will develop the ability to think critically and analyze issues related to interactive technologies.,"6.4510 Engineering Interactive Technologies
",1,Fall 2023,Critical thinking
Creativity,Students will foster their ability to think creatively and come up with innovative solutions for interactive prototypes.,"6.4510 Engineering Interactive Technologies
",1,Fall 2023,Creativity
Adaptability,Students will develop the ability to adapt to new technologies and changing requirements in the field of interactive technologies.,"6.4510 Engineering Interactive Technologies
",1,Fall 2023,Adaptability
Collaboration,Students will develop the ability to work closely with people with disabilities to understand their needs and preferences in order to design effective assistive technologies.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023,Research collaboration
Critical thinking,Students will enhance their critical thinking skills to analyze and evaluate the effectiveness of different assistive technology solutions.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023,Critical thinking
Communication,Students will improve their communication skills to effectively convey ideas and collaborate with team members and stakeholders in the development of assistive technologies.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023,Communication
Adaptability,Students will develop the ability to adapt their designs and solutions based on feedback and evolving needs of individuals with disabilities.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023,Adaptability
User-centered design,Students will learn to prioritize the needs and preferences of individuals with disabilities in the design and development of assistive technologies.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023,Human-centered design
