Skill,Explanation,Related Course,Credits,Semester,Collapsed Skill
Cryptographic attacks,Students will learn about different types of cryptographic attacks and their countermeasures.,"6.5630 Advanced Topics in Cryptography
",1,Fall 2023,Programming
Cryptographic standards,Students will become familiar with industry standards and best practices in cryptography.,"6.5630 Advanced Topics in Cryptography
",1,Fall 2023,Performance engineering
Attacks compromising security,Students will acquire knowledge about various types of attacks that can compromise the security of computer systems.,"6.5660 Computer Systems Security
",1,Fall 2023,Computational techniques
Privilege separation,Students will learn about the concept of privilege separation and its importance in system security.,"6.5660 Computer Systems Security
",1,Fall 2023,Computational thinking
Language-based security,Students will gain knowledge about language-based security and its applications in securing computer systems.,"6.5660 Computer Systems Security
",1,Fall 2023,Coq proof assistant
Trusted hardware,Students will learn about the use of trusted hardware in enhancing system security.,"6.5660 Computer Systems Security
",1,Fall 2023,Computational thinking
Recent research papers,Students will be exposed to and gain knowledge about recent research papers in the field of computer systems security.,"6.5660 Computer Systems Security
",1,Fall 2023,Software engineering
Complexity control,"Students will learn about techniques for controlling complexity in computer software and hardware systems, which involves applying knowledge of system design principles and practices.","6.1800 Computer Systems Engineering
",1,Fall 2023,Testing and test-case generation
Naming conventions,"Students will gain knowledge of naming conventions used in computer systems, which involves understanding and applying standardized naming practices.","6.1800 Computer Systems Engineering
",1,Fall 2023,Discrete probability
Fault-tolerant systems,"Students will learn about designing and implementing fault-tolerant systems, which involves understanding and applying knowledge of system redundancy and error handling techniques.","6.1800 Computer Systems Engineering
",1,Fall 2023,Logical reasoning
Impact of computer systems on society,"Students will gain knowledge of the social and ethical implications of computer systems, which involves understanding and analyzing the effects of technology on individuals and society.","6.1800 Computer Systems Engineering
",1,Fall 2023,Computational techniques
Current literature analysis,"Students will develop the ability to analyze and compare case studies and readings from the current literature, which requires knowledge of relevant research and industry trends.","6.1800 Computer Systems Engineering
",1,Fall 2023,Computer-aided design (CAD)
Virtual memory,Students will learn about virtual memory and its role in managing memory resources in an operating system.,"6.1810 Operating System Engineering
",1,Fall 2023,Python programming
File systems,Students will gain knowledge about file systems and their organization within an operating system.,"6.1810 Operating System Engineering
",1,Fall 2023,Systems programming
Interprocess communication,"Students will learn about different mechanisms for interprocess communication, such as shared memory and message passing.","6.1810 Operating System Engineering
",1,Fall 2023,Interprocess communication
Hardware-software interaction,"Students will acquire knowledge about the interaction between software and hardware in an operating system, including topics such as interrupts and context switches.","6.1810 Operating System Engineering
",1,Fall 2023,Logical reasoning
Networking,"Students will learn about networking concepts and protocols, and how they can be integrated into an operating system.","6.1810 Operating System Engineering
",1,Fall 2023,Coq proof assistant
IoT technologies,Students will gain knowledge about the different technologies and protocols used in IoT systems.,"6.1820[J] Mobile and Sensor Computing
",1,Fall 2023,Performance engineering
Sensor technologies,Students will learn about various sensor technologies used in IoT applications.,"6.1820[J] Mobile and Sensor Computing
",1,Fall 2023,Software design
Wireless communication protocols,Students will acquire knowledge about different wireless communication protocols used in IoT systems.,"6.1820[J] Mobile and Sensor Computing
",1,Fall 2023,Coq proof assistant
Data analysis techniques,Students will learn about various techniques and algorithms used for analyzing sensor data.,"6.1820[J] Mobile and Sensor Computing
",1,Fall 2023,Communication
Embedded system architectures,Students will gain knowledge about different architectures and platforms used for building embedded systems in IoT applications.,"6.1820[J] Mobile and Sensor Computing
",1,Fall 2023,Algorithmic problem-solving
"Impact of computer systems on individuals, society, and the environment","Students will learn about the impact of computer systems on various aspects of human life, society, and the environment. This knowledge is essential in understanding the broader implications of computer systems.","6.1850 Computer Systems and Society
",1,Fall 2023,Computational techniques
Power structures in technical design decisions,Students will gain knowledge about the power structures that arise from low-level technical design decisions. This knowledge allows them to recognize and analyze the influence of design choices on power dynamics.,"6.1850 Computer Systems and Society
",1,Fall 2023,Power structures in technical design decisions
Proof-of-work-based systems,Students will learn about the environmental impact of proof-of-work-based systems like Bitcoin. This knowledge helps them understand the sustainability challenges associated with certain computer systems.,"6.1850 Computer Systems and Society
",1,Fall 2023,Performance engineering
Design decision assessment within an ethical framework,Students will acquire knowledge on how to assess design decisions within an ethical framework. This knowledge enables them to make informed and responsible choices in their future work.,"6.1850 Computer Systems and Society
",1,Fall 2023,Power structures in technical design decisions
Comparison and contrast of working systems,Students will learn how to compare and contrast different working systems through case studies and readings. This knowledge helps them understand the strengths and weaknesses of different systems.,"6.1850 Computer Systems and Society
",1,Fall 2023,Testing and debugging
Operating system abstractions,"Students will acquire knowledge about the basic operating system abstractions, such as process management, memory management, and file systems.","6.5810 Operating System Engineering
",1,Fall 2023,Python programming
Virtual memory,Students will learn about virtual memory and its role in managing memory resources in an operating system.,"6.5810 Operating System Engineering
",1,Fall 2023,Python programming
File system design,"Students will gain knowledge about file system design and implementation, including concepts like file organization, directory structures, and file access methods.","6.5810 Operating System Engineering
",1,Fall 2023,Systems programming
Thread management,"Students will acquire knowledge about thread management in an operating system, including thread creation, scheduling, and synchronization.","6.5810 Operating System Engineering
",1,Fall 2023,Python programming
Hardware-software interaction,"Students will learn about the coordination and interaction between software and hardware components in an operating system, understanding how the operating system utilizes hardware resources efficiently.","6.5810 Operating System Engineering
",1,Fall 2023,Logical reasoning
Architectural principles for designing heterogeneous networks,Students will acquire knowledge of the principles and best practices for designing networks that consist of different types of devices and technologies.,"6.5820 Computer Networks
",1,Fall 2023,Coq proof assistant
Internet routing,Students will learn about the algorithms and protocols used for routing data packets across the Internet.,"6.5820 Computer Networks
",1,Fall 2023,Coq proof assistant
Network resource management,"Students will gain knowledge of techniques for efficiently managing network resources, such as bandwidth and storage.","6.5820 Computer Networks
",1,Fall 2023,Coq proof assistant
Naming systems,"Students will learn about the various naming systems used in computer networks, such as domain names and IP addresses.","6.5820 Computer Networks
",1,Fall 2023,Coq proof assistant
Overlay and peer-to-peer networks,"Students will acquire knowledge of overlay networks and peer-to-peer networks, including their advantages and challenges.","6.5820 Computer Networks
",1,Fall 2023,Coq proof assistant
Database design,"Students will learn how to design a database, including data models, schema design, schema normalization, and integrity constraints. This knowledge is essential for creating efficient and well-structured database systems.","6.5830 Database Systems
",1,Fall 2023,Motion planning
Database design,"Students will learn how to design a database, including data models, schema design, schema normalization, and integrity constraints. This knowledge is essential for creating efficient and well-structured database systems.","6.5831 Database Systems
",1,Fall 2023,Motion planning
Abstractions and implementation techniques for distributed systems,Students will acquire knowledge about various abstractions and implementation techniques used in engineering distributed systems.,"6.5840 Distributed Computer Systems Engineering
",1,Fall 2023,Data structures
Consistency models,Students will learn about different consistency models used in distributed systems and their impact on system behavior and performance.,"6.5840 Distributed Computer Systems Engineering
",1,Fall 2023,Data structures
Security in distributed systems,Students will gain knowledge about security measures and techniques used to protect distributed systems from unauthorized access and attacks.,"6.5840 Distributed Computer Systems Engineering
",1,Fall 2023,Computational thinking
Current literature in distributed systems,"Students will be exposed to readings from current literature in the field of distributed systems, allowing them to stay updated with the latest advancements and research.","6.5840 Distributed Computer Systems Engineering
",1,Fall 2023,Data structures
Network file systems,"Students will learn about the design and implementation of network file systems, including fault-tolerant and scalable approaches.","6.5840 Distributed Computer Systems Engineering
",1,Fall 2023,Data structures
Computer architecture,"Students will acquire knowledge about the fundamental principles and components of computer systems, including processors, memory, input/output devices, and system organization.","6.5850 Principles of Computer Systems
",1,Fall 2023,Algorithmic problem-solving
Distributed systems,"Students will learn about the concepts and principles behind distributed systems, including the challenges of coordinating multiple nodes and achieving fault tolerance.","6.5850 Principles of Computer Systems
",1,Fall 2023,Data structures
Reliability principles and algorithms,Students will gain knowledge about the techniques and algorithms used to ensure the reliability and fault tolerance of computer systems.,"6.5850 Principles of Computer Systems
",1,Fall 2023,Logical reasoning
Naming,Students will learn about naming conventions and systems used in computer networks and distributed systems for identifying and locating resources.,"6.5850 Principles of Computer Systems
",1,Fall 2023,Coq proof assistant
Database management,"Students will acquire knowledge about the principles and practices of managing databases, including data modeling, query languages, and transaction management.","6.5850 Principles of Computer Systems
",1,Fall 2023,Motion planning
Low-level programming concepts,"Students will acquire knowledge about low-level programming concepts, including the constraints and intricacies involved in manipulating complex data structures.","6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023,Functional programming concepts
Memory organization,"Students will learn about memory organization, including how data structures are stored in memory and the role of the stack and heap.","6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023,Garbage collection
C language features,Students will gain knowledge about the features and syntax of the C programming language.,"6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023,Texture mapping
Assembly language principles,"Students will learn about assembly language principles, which will provide them with a deeper understanding of how high-level languages are translated to machine-level instructions.","6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023,Compilation
Computational systems,Students will acquire knowledge about modern computational systems and the challenges associated with manipulating complex data structures.,"6.1903 Introduction to Low-level Programming in C and Assembly
(6.1900)
",1,Fall 2023,Testing and test-case generation
Low-level programming,Students will acquire knowledge about low-level programming concepts and techniques.,"6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023,Compilation
Memory allocation,Students will learn about memory allocation and how it is managed in low-level programming.,"6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023,Garbage collection
Data structure storage,Students will gain knowledge about how different data structures are stored in memory in low-level programming.,"6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023,Garbage collection
Translation process,Students will understand the process of translating high-level languages to machine-level instructions.,"6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023,Compilation
Computational constraints,Students will learn about the constraints involved in manipulating complex data structures in modern computational systems.,"6.1904 Introduction to Low-level Programming in C and Assembly
(New)
",1,Fall 2023,Functional programming
Digital systems design,Students will acquire knowledge of the principles and techniques used in designing digital systems.,"6.1910 Computation Structures
",1,Fall 2023,Discrete probability
Computer architecture,Students will gain knowledge of the fundamental concepts and components of computer architecture.,"6.1910 Computation Structures
",1,Fall 2023,Compilation
Memory hierarchies,Students will learn about multi-level memory hierarchies and their role in computer systems.,"6.1910 Computation Structures
",1,Fall 2023,Data structures
Virtual memory,Students will understand the concept of virtual memory and its importance in modern computer systems.,"6.1910 Computation Structures
",1,Fall 2023,Algorithmic problem-solving
Exceptions and I/O,Students will acquire knowledge of handling exceptions and input/output operations in computer systems.,"6.1910 Computation Structures
",1,Fall 2023,Systems programming
Computer Architecture,Students will gain knowledge about the principles and concepts of computer architecture.,"6.1920 Constructive Computer Architecture
",1,Fall 2023,Compilation
Virtual Memory Support,Students will learn about virtual memory and its support in computer architecture.,"6.1920 Constructive Computer Architecture
",1,Fall 2023,Algorithmic problem-solving
Cache Coherence,Students will gain knowledge about cache coherence protocols used in multicore architectures.,"6.1920 Constructive Computer Architecture
",1,Fall 2023,Cache Design
Multicore Architectures,Students will learn about the design and implementation of multicore architectures.,"6.1920 Constructive Computer Architecture
",1,Fall 2023,Testing and debugging
Interrupts,Students will gain knowledge about interrupt handling in computer architecture.,"6.1920 Constructive Computer Architecture
",1,Fall 2023,Compilation
Computer organization,Students will acquire knowledge about the organization and structure of computer systems.,"6.5900 Computer System Architecture
",1,Fall 2023,Algorithmic problem-solving
Hardware design,Students will learn about the design and implementation of computer hardware components.,"6.5900 Computer System Architecture
",1,Fall 2023,Logical reasoning
Programming systems,Students will gain knowledge about programming systems and their role in computer architecture.,"6.5900 Computer System Architecture
",1,Fall 2023,Discrete probability
Memory management,Students will learn about memory management techniques and strategies used in computer systems.,"6.5900 Computer System Architecture
",1,Fall 2023,Garbage collection
Performance optimization,Students will acquire knowledge about techniques for optimizing the performance of computer systems.,"6.5900 Computer System Architecture
",1,Fall 2023,Logical reasoning
Robust designs,Students will learn about the principles and techniques for designing robust digital systems.,"6.5910 Complex Digital Systems Design
",1,Fall 2023,Logical reasoning
Reusable modules,Students will gain knowledge on how to design and implement reusable modules in digital systems.,"6.5910 Complex Digital Systems Design
",1,Fall 2023,Discrete probability
Correctness by construction,Students will learn strategies for ensuring correctness in the design and implementation of digital systems.,"6.5910 Complex Digital Systems Design
",1,Fall 2023,Discrete probability
Architectural exploration,Students will gain knowledge on how to explore different architectural options for digital systems.,"6.5910 Complex Digital Systems Design
",1,Fall 2023,Open-ended design project
Area and timing constraints,Students will learn about the constraints related to area and timing in the design of digital systems.,"6.5910 Complex Digital Systems Design
",1,Fall 2023,Discrete probability
Multicore processor design,Students will learn about the design and implementation of multicore processors.,"6.5920 Parallel Computing
",1,Fall 2023,Testing and debugging
Networking applications,Students will gain knowledge about the use of multicore processors in networking applications.,"6.5920 Parallel Computing
",1,Fall 2023,Coq proof assistant
Continuum applications,Students will learn about the use of multicore processors in continuum applications.,"6.5920 Parallel Computing
",1,Fall 2023,Testing and debugging
Particle applications,Students will gain knowledge about the use of multicore processors in particle applications.,"6.5920 Parallel Computing
",1,Fall 2023,Testing and debugging
Graph applications,Students will learn about the use of multicore processors in graph applications.,"6.5920 Parallel Computing
",1,Fall 2023,Testing and debugging
Basics of deep learning,Students will acquire knowledge about the fundamental concepts and principles of deep learning.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023,Deep learning inference system architecture
Optimization principles for programmable platforms,Students will learn about the principles and techniques for optimizing deep learning algorithms on programmable platforms.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023,Deep learning inference system architecture
Design principles of accelerator architectures,Students will gain knowledge about the design principles of accelerator architectures for efficient processing of deep learning algorithms.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023,Deep learning inference system architecture
Advanced technologies in hardware,Students will learn about advanced technologies such as memristors and optical computing and their applications in hardware architectures for deep learning.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023,Deep learning inference system architecture
Tensor algebra,Students will acquire knowledge about tensor algebra and its relevance to deep learning algorithms.,"6.5930 Hardware Architecture for Deep Learning
",1,Fall 2023,Graph theory
Basics of deep learning,Students will acquire knowledge about the fundamental concepts and principles of deep learning.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023,Deep learning inference system architecture
Optimization principles for programmable platforms,Students will learn about the principles and techniques for optimizing deep learning algorithms on programmable platforms.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023,Deep learning inference system architecture
Advanced technologies in hardware architecture,Students will gain knowledge about advanced technologies such as memristors and optical computing and their use in hardware architectures for deep learning.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023,Deep learning inference system architecture
Tensor algebra,Students will learn about tensor algebra and its application in deep learning algorithms.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023,Graph theory
Design principles of accelerator architectures,Students will acquire knowledge about the design principles of accelerator architectures for efficient processing of deep learning algorithms.,"6.5931 Hardware Architecture for Deep Learning
",1,Fall 2023,Deep learning inference system architecture
Model compression,Students will learn about techniques for reducing the size of deep learning models while maintaining their performance.,"6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023,Gradient compression
Pruning,Students will gain knowledge of pruning methods to remove unnecessary connections or parameters in deep learning models.,"6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023,Gradient compression
Quantization,Students will understand the concept of quantization and its application in reducing the precision of deep learning models.,"6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023,Gradient compression
Neural architecture search,Students will learn about automated methods for discovering optimal neural network architectures.,"6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023,Deep learning inference system architecture
Application-specific acceleration,"Students will acquire knowledge of techniques for accelerating deep learning applications in specific domains, such as video recognition and point cloud processing.","6.5940 TinyML and Efficient Deep Learning Computing
(New)
",1,Fall 2023,Software design
Representations and architectures,Students will learn about different representations and architectures used in building applications and accounting for human intelligence from a computational perspective.,"6.4100 Artificial Intelligence
",1,Fall 2023,Functional programming
Problem-solving paradigms,"Students will gain knowledge about various problem-solving paradigms, including rule chaining, constraint propagation, statistical inference, identification trees, neural nets, genetic algorithms, support-vector machines, and boosting.","6.4100 Artificial Intelligence
",1,Fall 2023,Message authentication codes
Human intelligence,Students will learn about the characteristics and factors that differentiate human intelligence from that of other animals.,"6.4100 Artificial Intelligence
",1,Fall 2023,Human intelligence
Artificial Intelligence,Students will acquire knowledge about the principles and concepts of artificial intelligence.,"6.4102 Artificial Intelligence
",1,Fall 2023,Algorithmic techniques for high performance
Identification trees,Students will learn about identification trees and their use in decision-making and classification.,"6.4102 Artificial Intelligence
",1,Fall 2023,Network management
Support-vector machines,Students will gain knowledge about support-vector machines and their application in machine learning.,"6.4102 Artificial Intelligence
",1,Fall 2023,Object-oriented programming
Boosting,Students will learn about boosting algorithms and their role in improving the performance of machine learning models.,"6.4102 Artificial Intelligence
",1,Fall 2023,Object-oriented programming
Computational point of view,Students will develop an understanding of human intelligence from a computational perspective.,"6.4102 Artificial Intelligence
",1,Fall 2023,Functional programming
Representation in AI,Students will acquire knowledge about different methods and techniques used for representing knowledge in artificial intelligence.,"6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023,Vectorization
Algorithms for AI,"Students will learn about various algorithms used in artificial intelligence, such as constraint satisfaction algorithms, Monte Carlo tree search algorithms, and planning algorithms.","6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023,Functional programming
Constraint satisfaction in AI,Students will gain knowledge about the concept of constraint satisfaction and its application in solving problems in AI.,"6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023,Dynamic programming
Logical inference in AI,Students will acquire knowledge about logical reasoning and inference techniques used in artificial intelligence.,"6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023,Logical reasoning
Probabilistic modeling in AI,"Students will learn about probabilistic modeling techniques and their application in AI, including probabilistic graphical models.","6.4110 Representation, Inference, and Reasoning in AI
",1,Fall 2023,Programming
Computational theories of human cognition,Students will gain knowledge about computational theories that aim to explain human cognitive processes.,"6.4120[J] Computational Cognitive Science
",1,Fall 2023,Testing and test-case generation
Bayesian models,Students will learn about Bayesian models and their use in modeling and reasoning about uncertainty.,"6.4120[J] Computational Cognitive Science
",1,Fall 2023,Functional programming
Hierarchical Bayesian models,"Students will acquire knowledge about hierarchical Bayesian models, which allow for modeling complex dependencies and hierarchical structures.","6.4120[J] Computational Cognitive Science
",1,Fall 2023,SQL
Inductive learning,"Students will learn about principles of inductive learning, which involve generalizing from observed data to make predictions or draw conclusions.","6.4120[J] Computational Cognitive Science
",1,Fall 2023,Logical reasoning
Structured representations,"Students will gain knowledge about probabilistic models defined over structured representations such as first-order logic, grammars, or relational schemas.","6.4120[J] Computational Cognitive Science
",1,Fall 2023,Programming
Database design,Students will learn how to design databases to effectively store and retrieve information.,"6.4130[J] Principles of Autonomy and Decision Making
",1,Fall 2023,Motion planning
Artificial intelligence,Students will gain knowledge of artificial intelligence principles and algorithms used in decision-making processes.,"6.4130[J] Principles of Autonomy and Decision Making
",1,Fall 2023,Algorithmic techniques for high performance
Autonomy and decision making principles,Students will learn about the principles and concepts behind autonomy and decision making in the context of highly autonomous systems.,"6.4132[J] Principles of Autonomy and Decision Making
",1,Fall 2023,Optimal control
Artificial intelligence and operations research,"Students will acquire knowledge of models, principles, and algorithms used in artificial intelligence and operations research for decision making.","6.4132[J] Principles of Autonomy and Decision Making
",1,Fall 2023,Algorithmic techniques for high performance
Cognitive robotics,Students will acquire knowledge about the field of cognitive robotics and its applications.,"6.8110[J] Cognitive Robotics
",1,Fall 2023,Planning
Architectures for goal-directed systems,Students will learn about different architectures used in goal-directed systems for robots.,"6.8110[J] Cognitive Robotics
",1,Fall 2023,Deep learning inference system architecture
Risk-bounded programming,Students will gain knowledge about programming techniques that consider risk and safety in robot operations.,"6.8110[J] Cognitive Robotics
",1,Fall 2023,Planning
Self-monitoring and self-diagnosing systems,Students will learn about systems that can monitor and diagnose themselves for improved performance.,"6.8110[J] Cognitive Robotics
",1,Fall 2023,Logical reasoning
Recent advances in cognitive robots,Students will be exposed to the latest advancements in the field of cognitive robotics.,"6.8110[J] Cognitive Robotics
",1,Fall 2023,Planning
Sensing,Students will acquire knowledge about different sensing techniques used in robotics and autonomous vehicles.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023,Perception
Kinematics and dynamics,Students will learn about the principles of kinematics and dynamics that govern the motion of robots and autonomous vehicles.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023,Planning
State estimation,Students will gain knowledge about methods for estimating the state of robots and autonomous vehicles based on sensor measurements.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023,Planning
Perception,Students will learn about perception algorithms that enable robots and autonomous vehicles to understand their environment.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023,Perception
Control,Students will acquire knowledge about control theory and techniques used to control the motion of robots and autonomous vehicles.,"6.4200[J] Robotics: Science and Systems
",1,Fall 2023,Optimal control
Algorithmic approaches for creating robot systems,Students will learn about the fundamental algorithmic approaches used in creating robot systems that can autonomously manipulate physical objects in unstructured environments. This knowledge is selected because it provides the necessary information to understand and apply the concepts taught in the course.,"6.4210 Robotic Manipulation
",1,Fall 2023,Planning
Algorithmic approaches,Students will acquire knowledge of the fundamental algorithmic approaches used in creating robot systems for autonomous manipulation in unstructured environments.,"6.4212 Robotic Manipulation
",1,Fall 2023,Planning
Deep learning,Students will learn about deep learning techniques and their application in perception tasks in robotics.,"6.4212 Robotic Manipulation
",1,Fall 2023,Perception
Machine learning,"Students will acquire knowledge of various machine learning techniques, including reinforcement learning, self-supervised learning, imitation learning, and model-based learning.","6.8200 Sensorimotor Learning
",1,Fall 2023,Object-oriented programming
Control systems,Students will learn about control systems and their application in sensorimotor learning.,"6.8200 Sensorimotor Learning
",1,Fall 2023,Optimal control
Sensorimotor systems,Students will gain knowledge of the unique challenges and considerations involved in building sensorimotor systems.,"6.8200 Sensorimotor Learning
",1,Fall 2023,Performance analysis
Learning frameworks,Students will learn how to formulate problems in the learning framework and identify if learning-based control can be applied.,"6.8200 Sensorimotor Learning
",1,Fall 2023,Optimal control
Algorithm selection,Students will acquire knowledge of different algorithms and their suitability for solving specific problems in sensorimotor learning.,"6.8200 Sensorimotor Learning
",1,Fall 2023,Optimal control
Underactuated mechanical systems,Students will gain knowledge about the characteristics and behavior of underactuated mechanical systems.,"6.8210 Underactuated Robotics
",1,Fall 2023,Optimal control
Computational methods in robotics,"Students will learn about the computational methods used in robotics, specifically for analyzing and controlling underactuated systems.","6.8210 Underactuated Robotics
",1,Fall 2023,Optimal control
Optimal control theory,Students will acquire knowledge of optimal control theory and its application to underactuated robotics.,"6.8210 Underactuated Robotics
",1,Fall 2023,Optimal control
Robust control theory,"Students will learn about robust control theory and its application to underactuated systems, considering uncertainties and disturbances.","6.8210 Underactuated Robotics
",1,Fall 2023,Optimal control
Motion planning algorithms,"Students will gain knowledge of various motion planning algorithms used in underactuated robotics, including those for legged locomotion, compliant manipulation, underwater robots, and flying machines.","6.8210 Underactuated Robotics
",1,Fall 2023,Planning
Computer graphics algorithms,"Students will acquire knowledge of various algorithms used in computer graphics, such as ray tracing, texture mapping, and splines, enabling them to understand and implement these techniques.","6.4400 Computer Graphics
",1,Fall 2023,Graph theory
Hardware and software,"Students will gain an understanding of the hardware and software components involved in computer graphics, including graphics cards, rendering engines, and programming languages.","6.4400 Computer Graphics
",1,Fall 2023,Discrete probability
Transformation,"Students will learn about different types of transformations, such as translation, rotation, and scaling, and how they are applied to manipulate objects in computer graphics.","6.4400 Computer Graphics
",1,Fall 2023,Human-computer interaction (HCI) design
Sampling,"Students will learn about sampling techniques used in computer graphics, which involve capturing and representing continuous data in a discrete form.","6.4400 Computer Graphics
",1,Fall 2023,SQL
Global illumination,"Students will gain knowledge of global illumination techniques, which simulate the interaction of light in a scene to create realistic lighting effects.","6.4400 Computer Graphics
",1,Fall 2023,Human-computer interaction (HCI) design
Kinematics,"Students will acquire knowledge of kinematics, which involves the study of motion and the relationships between the positions, velocities, and accelerations of objects.","6.4420[J] Computational Design and Fabrication
",1,Fall 2023,Planning
Geometry processing,Students will learn about various algorithms and techniques used for processing and manipulating geometric data.,"6.4420[J] Computational Design and Fabrication
",1,Fall 2023,Human-computer interaction (HCI) design
Computational fabrication,Students will gain knowledge of computational methods and technologies used in the fabrication of physical objects.,"6.4420[J] Computational Design and Fabrication
",1,Fall 2023,Human-computer interaction (HCI) design
Computer graphics,"Students will learn about the principles and techniques of computer graphics, including geometry modeling and solid modeling.","6.4420[J] Computational Design and Fabrication
",1,Fall 2023,Human-computer interaction (HCI) design
3D fabrication methods,"Students will acquire knowledge of different methods and technologies used in 3D fabrication, such as subtractive manufacturing and additive manufacturing.","6.4420[J] Computational Design and Fabrication
",1,Fall 2023,Human-computer interaction (HCI) design
Geometric data analysis,"Students will acquire knowledge of mathematical, algorithmic, and statistical tools used in analyzing geometric data.","6.8410 Shape Analysis
",1,Fall 2023,Graph theory
Computer graphics,Students will learn about the application of geometric techniques in computer graphics.,"6.8410 Shape Analysis
",1,Fall 2023,Human-computer interaction (HCI) design
Machine learning,Students will gain knowledge of how geometric techniques can be applied in machine learning.,"6.8410 Shape Analysis
",1,Fall 2023,Software design
Computer vision,Students will acquire knowledge of how geometric techniques are used in computer vision.,"6.8410 Shape Analysis
",1,Fall 2023,Human-computer interaction (HCI) design
Medical imaging,Students will learn about the application of geometric techniques in medical imaging.,"6.8410 Shape Analysis
",1,Fall 2023,Human-computer interaction (HCI) design
Computational fabrication,"Students will learn about the principles and techniques used in computational fabrication, including 3D scanning, geometry processing, and 3D fabrication methods.","6.8420 Computational Design and Fabrication
",1,Fall 2023,Human-computer interaction (HCI) design
Computer graphics,"Students will gain knowledge of computer graphics concepts and techniques, including geometry modeling, solid modeling, and procedural modeling.","6.8420 Computational Design and Fabrication
",1,Fall 2023,Human-computer interaction (HCI) design
Kinematics,Students will learn about the study of motion and the mathematical description of motion in computer-aided design and manufacturing.,"6.8420 Computational Design and Fabrication
",1,Fall 2023,Planning
3D scanning,Students will learn about the process of capturing the geometry of real-world objects and converting them into digital 3D models.,"6.8420 Computational Design and Fabrication
",1,Fall 2023,Human-computer interaction (HCI) design
Solid modeling,"Students will gain knowledge of solid modeling techniques used in computer-aided design and manufacturing, including creating and manipulating solid objects.","6.8420 Computational Design and Fabrication
",1,Fall 2023,Human-computer interaction (HCI) design
Interactive Technologies,"Students will learn about various interactive technologies such as multi-touch, augmented reality, haptics, wearables, and shape-changing interfaces.","6.4510 Engineering Interactive Technologies
",1,Fall 2023,Performance analysis
Engineering Concepts,Students will gain knowledge of the underlying engineering concepts behind interactive technologies.,"6.4510 Engineering Interactive Technologies
",1,Fall 2023,Performance analysis
Prototyping Techniques,Students will learn different techniques and methodologies for prototyping interactive hardware/software.,"6.4510 Engineering Interactive Technologies
",1,Fall 2023,Presentation
User Experience Design,Students will acquire knowledge of user experience design principles for interactive technologies.,"6.4510 Engineering Interactive Technologies
",1,Fall 2023,Programming
Project Management,Students will learn the basics of project management in the context of building interactive prototypes.,"6.4510 Engineering Interactive Technologies
",1,Fall 2023,Presentation
Human factors,Students will gain knowledge about human factors and how they influence the design and usability of assistive technologies.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023,Programming
Social and ethical aspects,Students will learn about the social and ethical considerations involved in the development and use of assistive technologies.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023,Ethical considerations
Cognitive science,Students will acquire knowledge about cognitive science and its relevance to the design of assistive technologies.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023,Problem-solving
Mechanical engineering,Students will learn about mechanical engineering principles and their application in the development of assistive technologies.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023,Mechanism design
Control systems,Students will gain knowledge about control systems and their role in the functioning of assistive technologies.,"6.4530[J] Principles and Practice of Assistive Technology
",1,Fall 2023,Optimal control
Music structure,Students will learn about the structure of music and how it can be applied in creating interactive musical experiences.,"6.4550[J] Interactive Music Systems
",1,Fall 2023,MIDI sequencing
