Skill,Explanation,Related Course,Credits,Semester,Collapsed Skill
Social media and privacy,Students will acquire knowledge about the impact of social media on personal privacy and the ethical considerations surrounding the use of social networks.,COMPUTERS AND SOCIETY,3.0,,Legal aspects of anonymity and privacy
Employment,"Students will learn about the influence of computers on employment, including the potential for job displacement and the emergence of new job opportunities in the digital age.",COMPUTERS AND SOCIETY,3.0,,Employment
Intellectual property,Students will gain knowledge about the legal and ethical issues related to intellectual property in the context of digital technologies.,COMPUTERS AND SOCIETY,3.0,,Intellectual property
Media,"Students will learn about the impact of computers on the media industry, including the rise of citizen journalism and the transformation of traditional media.",COMPUTERS AND SOCIETY,3.0,,Communication
Computers and society,"Students will develop a comprehensive understanding of the broader impact of computers on society, including the social, ethical, and legal implications.",COMPUTERS AND SOCIETY,3.0,,Designing computer systems
Relational data model,"Students will acquire knowledge about the relational data model, which is essential for understanding how data is organized and stored in databases.",INTRODUCTION TO DATABASES,3.0,,Database design
NoSQL databases and big data,"Students will learn about NoSQL databases and big data, expanding their knowledge of different database technologies and their applications.",INTRODUCTION TO DATABASES,3.0,,NoSQL databases and big data
Distributed system design,Students will learn the basic concepts and principles of large-scale distributed system design.,FUND-LARGE-SCALE DIST SYS,3.0,,Distributed operating systems
Abstractions,"Students will learn about abstractions used in building fast, scalable, and fault-tolerant distributed systems.",FUND-LARGE-SCALE DIST SYS,3.0,,Abstractions
Distributed systems,"Students will learn about the challenges, algorithms, techniques, and abstractions involved in building large-scale distributed systems. This knowledge is necessary to understand the concepts and principles behind distributed systems.",FUND-LARGE-SCALE DIST SYSTEMS,3.0,,Distributed operating systems
Distributed communication models,"Students will learn about different communication models used in distributed systems, such as sockets, remote procedure calls, and distributed shared memory. This knowledge is crucial for designing and implementing efficient communication mechanisms in distributed systems.",FUND-LARGE-SCALE DIST SYSTEMS,3.0,,Distributed operating systems
Syntax and semantics of programming languages,Students will learn about the structure and meaning of programming languages.,PROGRAMMING LANG & TRANSL,3.0,,Knowledge of parallel programming models and languages
Type systems,Students will gain knowledge of different type systems used in programming languages.,PROGRAMMING LANG & TRANSL,3.0,,Type systems
Programming paradigms,Students will learn about different programming paradigms and their characteristics.,PROGRAMMING LANG & TRANSL,3.0,,Knowledge of parallel programming models and languages
Trends in the evolution of programming languages,Students will gain knowledge of the historical development and current trends in programming languages.,PROGRAMMING LANG & TRANSL,3.0,,Trends in the evolution of programming languages
Concurrency issues,Students will learn about the challenges and techniques related to concurrent programming.,PROGRAMMING LANG & TRANSL,3.0,,Concurrency issues
Principles of design and implementation of compilers,Students will gain knowledge about the fundamental principles and techniques used in designing and implementing compilers.,PROGRAMMING LANG-TRANSLATORS,3.0,,Compiler design
Syntax and semantics of programming languages,"Students will learn about the syntax and semantics of different programming languages, enabling them to understand and analyze code written in those languages.",PROGRAMMING LANG-TRANSLATORS,3.0,,Knowledge of parallel programming models and languages
Concurrency issues,Students will acquire knowledge about the challenges and techniques involved in handling concurrency in programming languages.,PROGRAMMING LANG-TRANSLATORS,3.0,,Concurrency issues
Trends in the evolution of programming languages,Students will learn about the historical development and current trends in programming languages.,PROGRAMMING LANG-TRANSLATORS,3.0,,Trends in the evolution of programming languages
Tools and languages,"Students will gain knowledge about various tools and languages used in the course, such as C, C++, Java, and Python.",PROGRAMMING LANG-TRANSLATORS,3.0,,Language generation
Process synchronization and interprocess communication,Students will learn about different mechanisms and techniques for synchronizing processes and facilitating communication between them.,OPERATING SYSTEMS I,3.0,,Process synchronization and interprocess communication
Processor scheduling,Students will gain knowledge about different scheduling algorithms used in operating systems to allocate CPU time to processes.,OPERATING SYSTEMS I,3.0,,Priority queues
Memory management,"Students will learn about memory allocation, deallocation, and protection mechanisms in operating systems.",OPERATING SYSTEMS I,3.0,,Virtual memory management
Virtual memory,Students will gain an understanding of virtual memory concepts and techniques used to manage memory in modern operating systems.,OPERATING SYSTEMS I,3.0,,Virtual memory management
File systems,Students will learn about the organization and management of file systems in operating systems.,OPERATING SYSTEMS I,3.0,,File system design
SaaS architecture,Students will learn about the architecture of Software-as-a-Service applications.,Engineering Software-as-a,3.0,,Working with SaaS architecture
Behavior-driven development,Students will gain knowledge of the principles and practices of behavior-driven development.,Engineering Software-as-a,3.0,,Behavior-driven development
Ruby on Rails,Students will learn about the Ruby on Rails framework for web application development.,Engineering Software-as-a,3.0,,Ruby on Rails
Dev/ops,Students will gain knowledge of Dev/ops practices for software development and deployment.,Engineering Software-as-a,3.0,,Dev/ops
Database design,Students will learn how to design a database.,Engineering Software-as-a,3.0,,Database design
Modern software engineering practices,"Students will acquire knowledge of the latest software engineering practices, including methodologies, tools, and techniques used in the industry.",ADVANCED SOFTWARE ENGINEE,3.0,,Clean coding practices
Security and privacy issues in software engineering,Students will learn about the various security and privacy concerns that arise in software engineering and how to address them effectively.,ADVANCED SOFTWARE ENGINEE,3.0,,Computer security solutions and their limitations
Entrepreneurship,"Students will gain knowledge of entrepreneurship principles, including customer discovery, market analysis, and business models, to understand the business aspects of software development.",ADVANCED SOFTWARE ENGINEE,3.0,,Entrepreneurship
SaaS product development,"Students will learn about the process of developing a SaaS product from scratch, including the steps involved in designing, implementing, and deploying the product.",ADVANCED SOFTWARE ENGINEE,3.0,,Working with SaaS architecture
Behavior-driven development,"Students will acquire knowledge of behavior-driven development, a software development approach that emphasizes collaboration between developers, testers, and business stakeholders to ensure the software meets the desired behavior.",ADVANCED SOFTWARE ENGINEE,3.0,,Behavior-driven development
Modern software engineering practices,Students will acquire knowledge of current software engineering practices.,Advanced Software Engineering,3.0,,Clean coding practices
SaaS architecture,Students will learn about the architecture and principles of Software as a Service.,Advanced Software Engineering,3.0,,Working with SaaS architecture
Behavior-driven development,Students will gain knowledge of the principles and techniques of behavior-driven development.,Advanced Software Engineering,3.0,,Behavior-driven development
Ruby on Rails,Students will learn about the Ruby on Rails framework and its application in software development.,Advanced Software Engineering,3.0,,Ruby on Rails
Mathematical foundations of computer graphics,Students will gain a comprehensive understanding of the mathematical principles and concepts that underlie computer graphics algorithms and techniques.,COMPUTER GRAPHICS,3.0,,Programming skills in computer graphics algorithms and techniques
2D and 3D graphics,"Students will learn about the representation of 2D and 3D objects, transformations, projections, and rendering in computer graphics.",COMPUTER GRAPHICS,3.0,,3D graphics
Animation principles,"Students will acquire knowledge of the principles of animation, including keyframe animation and motion capture.",COMPUTER GRAPHICS,3.0,,Animation principles
Computational techniques in pixel processing,Students will acquire knowledge of various techniques used for processing and manipulating pixel data.,COMPUT TECHNIQUES-PIXEL P,3.0,,Programming skills in computer graphics algorithms and techniques
Convolutional neural nets,Students will learn about the architecture and application of convolutional neural networks in computer vision tasks.,COMPUT TECHNIQUES-PIXEL P,3.0,,Applying neural networks to computer vision and natural language processing
Design principles,"Students will learn about design principles such as affordances, constraints, mapping, and feedback.",USER INTERFACE DESIGN,3.0,,Design patterns
User-centered design,Students will gain knowledge of popular research techniques and methodologies used in user-centered design.,USER INTERFACE DESIGN,3.0,,Iterative design
Database design,Students will learn how to design a database.,USER INTERFACE DESIGN,3.0,,Database design
Engineering practices,Students will acquire knowledge of engineering practices related to user interface design.,USER INTERFACE DESIGN,3.0,,Engineering practices
Federal regulations,Students will gain knowledge of relevant federal regulations related to user interface design.,USER INTERFACE DESIGN,3.0,,Federal regulations
Capital market concepts,Students will learn about the basic concepts and principles of capital markets.,SECURITY I,3.0,,Capital market concepts
Competitive advantage analysis,Students will gain knowledge on how to analyze and evaluate a company's competitive advantage in the market.,SECURITY I,3.0,,Competitive advantage analysis
Investment philosophy,Students will learn about different investment philosophies and approaches to equity security analysis.,SECURITY I,3.0,,Investment philosophy
Equity security analysis,Students will acquire knowledge on how to analyze and evaluate the performance and prospects of equity securities.,SECURITY I,3.0,,Equity security analysis
Risk assessment,Students will learn how to assess and manage investment risks associated with equity securities.,SECURITY I,3.0,,Risk assessment
Malware analysis techniques,Students will learn various techniques and methodologies used in analyzing malware.,MALWARE ANALYSIS&REVERSE,3.0,,Malicious code analysis
Malware detection and prevention,Students will acquire knowledge on how to detect and prevent malware attacks.,MALWARE ANALYSIS&REVERSE,3.0,,Malicious code analysis
Disassemblers and debuggers,Students will gain knowledge about the use of disassemblers and debuggers in reverse engineering.,MALWARE ANALYSIS&REVERSE,3.0,,Disassemblers and debuggers
Windows Internals,Students will learn about the internal workings of the Windows operating system.,MALWARE ANALYSIS&REVERSE,3.0,,Windows Internals
x86 assembly language,Students will acquire knowledge and understanding of x86 assembly language.,MALWARE ANALYSIS&REVERSE,3.0,,x86 assembly
Fundamental concepts of computer science,Students will learn the foundational principles and theories of computer science.,INTRO-COMPUTATIONAL COMPL,3.0,,Models of Computation
Computational methods for text analysis,Students will gain knowledge of computational techniques used for analyzing and processing text data.,INTRO-COMPUTATIONAL COMPL,3.0,,Computational methods for text analysis
Real-world datasets,Students will learn about working with real-world datasets and gain knowledge of data analysis techniques.,INTRO-COMPUTATIONAL COMPL,3.0,,Data visualization
Algorithmic problem-solving capabilities,Students will acquire knowledge of algorithms and problem-solving strategies.,INTRO-COMPUTATIONAL COMPL,3.0,,Algorithm Design and Analysis
Python programming language,Students will gain knowledge of the Python programming language and its applications in computer science.,INTRO-COMPUTATIONAL COMPL,3.0,,Python programming
Fundamental concepts of computational complexity theory,Students will acquire a comprehensive understanding of the foundational principles and theories in computational complexity.,INTRO-COMPUTATIONAL COMPLEXITY,3.0,,Models of Computation
Difference between deterministic and nondeterministic algorithms,"Students will learn about the distinctions between deterministic and nondeterministic algorithms, expanding their knowledge of algorithmic paradigms.",INTRO-COMPUTATIONAL COMPLEXITY,3.0,,Difference between deterministic and nondeterministic algorithms
Concept of randomness and its role in complexity theory,Students will gain knowledge about the significance of randomness in computational complexity and its implications for algorithm design.,INTRO-COMPUTATIONAL COMPLEXITY,3.0,,Concept of randomness and its role in complexity theory
Concept of interactive proofs and probabilistically checkable proofs,"Students will learn about interactive proofs and probabilistically checkable proofs, deepening their understanding of advanced proof techniques.",INTRO-COMPUTATIONAL COMPLEXITY,3.0,,Concept of interactive proofs and probabilistically checkable proofs
Concept of NP-completeness and its implications,"Students will develop knowledge about NP-completeness, a fundamental concept in computational complexity theory, and its implications for the difficulty of solving computational problems.",INTRO-COMPUTATIONAL COMPLEXITY,3.0,,Understanding the concept of NP-completeness
Database design,"Students will learn how to design a database, which is essential knowledge for creating efficient and effective data storage systems.",INTRO-COMPUTATIONAL LEARN,3.0,,Database design
Machine learning algorithms,"Students will gain knowledge about different machine learning algorithms, their strengths, limitations, and how to apply them to real-world problems.",INTRO-COMPUTATIONAL LEARN,3.0,,Supervised learning techniques
PAC model,"Students will gain a deep understanding of the Probably Approximately Correct (PAC) model, which is a framework for studying the learnability of concepts from examples. This knowledge will provide a theoretical foundation for understanding the limitations and capabilities of learning algorithms.",INTRO-COMPUTATIONAL LEARN THRY,3.0,,PAC model
Boosting,"Students will learn about boosting, a technique for combining weak learners into a strong learner. This knowledge will enable them to understand and apply boosting algorithms in machine learning tasks.",INTRO-COMPUTATIONAL LEARN THRY,3.0,,Boosting
Online learning,"Students will gain knowledge about online learning, which is a framework for studying the learnability of concepts in an online setting. This knowledge will allow them to apply online learning algorithms to scenarios where examples arrive one at a time.",INTRO-COMPUTATIONAL LEARN THRY,3.0,,Online learning
Modern cryptography,"Students will gain knowledge in modern cryptography, including symmetric encryption, public-key encryption, digital signatures, hash functions, and cryptographic protocols.",INTRO TO CRYPTOGRAPHY,3.0,,Application of cryptographic techniques
Quantum computing hardware,Students will acquire knowledge about the hardware components used in quantum computing.,INTRO TO QUANTUM COMPUTIN,3.0,,Quantum information
NISQ era,Students will learn about the current era of Noisy Intermediate-Scale Quantum (NISQ) computers.,INTRO TO QUANTUM COMPUTIN,3.0,,NISQ era
Entanglement and nonlocality,Students will gain knowledge about the concepts of entanglement and nonlocality in quantum systems.,INTRO TO QUANTUM COMPUTIN,3.0,,Entanglement and nonlocality
Quantum teleportation,Students will learn about the principles and applications of quantum teleportation.,INTRO TO QUANTUM COMPUTIN,3.0,,Quantum protocols
Superdense coding,Students will acquire knowledge about the principles and applications of superdense coding.,INTRO TO QUANTUM COMPUTIN,3.0,,Superdense coding
Basic techniques for building intelligent computer systems,Students will gain a broad understanding of the fundamental techniques used in building intelligent computer systems.,PROGRAMMING & PROBLEM SOL,3.0,,Designing computer systems
AI applications,Students will learn how AI is applied to various problems and domains.,PROGRAMMING & PROBLEM SOL,3.0,,AI system deployment
State-space problem representations,"Students will acquire knowledge of representing problems in a state-space format, which is crucial for solving complex problems in AI.",PROGRAMMING & PROBLEM SOL,3.0,,State-space problem representations
Machine learning,"Students will be introduced to the basics of machine learning, including linear regression.",PROGRAMMING & PROBLEM SOL,3.0,,Supervised learning techniques
New venture creation process,"Students will acquire knowledge about the process of creating a new business or social venture, including idea generation, opportunity identification, market research, business model development, and launch strategies.",PRIN-INNOVATN/ENTREPRENEU,3.0,,Entrepreneurship
Market research,"Students will learn about different market research techniques and gain knowledge on how to collect and analyze data to identify target markets, customer needs, and competitive landscape.",PRIN-INNOVATN/ENTREPRENEU,3.0,,Research
Business model development,"Students will acquire knowledge on how to develop a robust and sustainable business model, considering key elements such as value proposition, revenue streams, cost structure, and customer segments.",PRIN-INNOVATN/ENTREPRENEU,3.0,,Entrepreneurship
Investor pitches,"Students will learn about the key components of an effective investor pitch, including how to present their venture's value proposition, market opportunity, financial projections, and growth strategies.",PRIN-INNOVATN/ENTREPRENEU,3.0,,Investment philosophy
Crowdfunding,"Students will gain knowledge about crowdfunding platforms and strategies, understanding how to create compelling crowdfunding videos and campaigns to attract financial support for their ventures.",PRIN-INNOVATN/ENTREPRENEU,3.0,,Crowdfunding
AI ethics,Students will gain knowledge of the ethical considerations and implications of artificial intelligence.,ARTIFICIAL INTELLIGENCE,3.0,,AI fundamentals
Search algorithms,Students will learn about different search algorithms used in AI for problem-solving.,ARTIFICIAL INTELLIGENCE,3.0,,Algorithm Design and Analysis
Constraint satisfaction,Students will acquire knowledge of constraint satisfaction problems and their applications in AI.,ARTIFICIAL INTELLIGENCE,3.0,,Constraint satisfaction
Neural networks,Students will learn about the theoretical and programming aspects of neural networks and deep learning models.,ARTIFICIAL INTELLIGENCE,3.0,,Training neural networks
Image recognition,Students will gain knowledge of image recognition techniques used in computer vision.,ARTIFICIAL INTELLIGENCE,3.0,,Image recognition
NLP concepts,Students will learn about the problems and challenges that NLP addresses and the algorithms used to solve them.,NATURAL LANGUAGE PROCESSI,3.0,,NLP concepts
Database design,Students will learn how to design databases to store and analyze NLP data.,NATURAL LANGUAGE PROCESSI,3.0,,Database design
NLP technologies and applications,Students will gain expertise in NLP technologies and their applications in various business domains.,NATURAL LANGUAGE PROCESSI,3.0,,Applying neural networks to computer vision and natural language processing
Machine learning approaches,"Students will learn about various machine learning approaches used in NLP, including neural networks.",NATURAL LANGUAGE PROCESSI,3.0,,Supervised learning techniques
Language models,"Students will learn about language models and their role in NLP tasks such as text classification, tagging, and dependency parsing.",NATURAL LANGUAGE PROCESSI,3.0,,Language generation
Fundamental concepts and techniques in computer vision,Students will gain knowledge of the foundational principles and methods used in computer vision.,Computer Vision I,3.0,,Applying neural networks to computer vision and natural language processing
Image processing,"Students will learn about image processing techniques used in computer vision, such as filtering, enhancement, and restoration.",Computer Vision I,3.0,,Data processing
Image formation and optics,Students will acquire knowledge about how images are formed and the principles of optics that govern image formation.,Computer Vision I,3.0,,Image formation and optics
Feature extraction and matching,"Students will learn about techniques for extracting and matching features in images, which are essential for tasks like object recognition and tracking.",Computer Vision I,3.0,,Feature extraction and matching
Stereo vision and structure from motion,"Students will gain knowledge of stereo vision and structure from motion techniques, which enable the reconstruction of 3D scenes from multiple images.",Computer Vision I,3.0,,Stereo vision and structure from motion
Modern probabilistic machine learning methods,"Students will acquire knowledge of modern probabilistic machine learning methods, including topics such as probabilistic models, Bayesian inference, hidden Markov models, Gaussian processes, and deep learning.",ML for Functional Genomic,3.0,,Performance evaluation of machine learning and deep learning systems
Functional genomics,"Students will gain knowledge and understanding of functional genomics, including the study of gene expression, chromatin accessibility, and protein-DNA binding prediction.",ML for Functional Genomic,3.0,,Ability to apply machine learning methods to functional genomics datasets
Mathematical foundations of machine learning,Students will learn about the mathematical principles and theories that underlie machine learning algorithms and models.,MACHINE LEARNING,3.0,,Supervised learning techniques
Machine learning techniques and applications,Students will acquire knowledge of various machine learning techniques and their applications in different domains.,MACHINE LEARNING,3.0,,Supervised learning techniques
Statistical concepts,"Students will learn fundamental statistical concepts, such as maximum likelihood estimation, Bayesian linear regression, sparsity, and subset selection for linear regression.",MACHINE LEARNING,3.0,,Statistical frameworks and methods
Data analysis and interpretation,Students will gain knowledge of data analysis techniques and how to interpret the results obtained from machine learning models.,MACHINE LEARNING,3.0,,Data visualization
Model selection and evaluation,Students will learn how to select and evaluate machine learning models based on their performance and generalization capabilities.,MACHINE LEARNING,3.0,,Model selection
Causal inference,Students will learn about the statistical literature on causal inference and how it has revolutionized data analysis in various disciplines.,Causal Inference,3.0,,Causal inference
Methods for estimating effects,"Students will acquire knowledge of different methods for estimating effects, such as the average treatment effect and the effect of treatment on the treated.",Causal Inference,3.0,,Methods for estimating effects
Assumption evaluation,Students will learn how to evaluate assumptions made in causal inference.,Causal Inference,3.0,,Assumption evaluation
XML,"Although not directly mentioned, students may gain knowledge of XML (eXtensible Markup Language) and its potential use in handling data for causal inference.",Causal Inference,3.0,,SQL
Federal regulations,"Although not explicitly stated, students may acquire knowledge of relevant federal regulations related to causal inference in fields like science, medicine, policy, and business.",Causal Inference,3.0,,Federal regulations
Knowledge of the functional programming paradigm,"Students will gain an understanding of the principles and concepts of functional programming, such as immutability, higher-order functions, and recursion.",PARALLEL FUNCTIONAL PROGRAMMIN,3.0,,Knowledge of parallel programming models and languages
Understanding of parallel algorithms and data structures,"Students will learn about algorithms and data structures that are suitable for parallel execution, allowing them to design efficient parallel programs.",PARALLEL FUNCTIONAL PROGRAMMIN,3.0,,Knowledge of parallel programming models and languages
Knowledge of parallel programming models and languages,"Students will acquire knowledge about different models and languages used for parallel programming, enabling them to make informed decisions when designing parallel solutions.",PARALLEL FUNCTIONAL PROGRAMMIN,3.0,,Knowledge of parallel programming models and languages
Familiarity with parallel programming tools and libraries,"Students will become familiar with tools and libraries commonly used in parallel programming, expanding their knowledge of available resources and enhancing their ability to develop efficient parallel programs.",PARALLEL FUNCTIONAL PROGRAMMIN,3.0,,Familiarity with parallel programming tools and libraries
Ability to analyze the performance of parallel programs,"Students will learn techniques for evaluating the performance of parallel programs, enabling them to identify and address performance issues.",PARALLEL FUNCTIONAL PROGRAMMIN,3.0,,Ability to analyze the performance of parallel programs
C++ language features,"Students will gain a deep understanding of C++ language features, which will enable them to effectively program in C++.",DESIGN USING C++,3.0,,C++ language features
Library design,"Students will learn about library design in the context of C++ programming, which is important for creating reusable and efficient code.",DESIGN USING C++,3.0,,Library design
Program design,"The course will cover program design principles, teaching students how to structure their code and design software systems.",DESIGN USING C++,3.0,,Programming
Software engineering principles,"In addition to skills, students will acquire knowledge of software engineering principles, which will guide their approach to programming and software development.",DESIGN USING C++,3.0,,Understand the underlying principles and building blocks in the design of such large-scale applications
Generic programming,"The course will cover advanced topics such as generic programming, providing students with knowledge of this powerful programming technique.",DESIGN USING C++,3.0,,Swift programming
Basic statistical principles of supervised machine learning,"Students will learn the foundational knowledge of statistical principles in supervised machine learning, which is essential for understanding and applying machine learning algorithms.",MATH MACH LEARN SIG RECOG,3.0,,Supervised learning techniques
Common algorithmic paradigms in machine learning,"Students will acquire knowledge of various algorithmic paradigms commonly used in machine learning, enabling them to select and implement appropriate algorithms for different tasks.",MATH MACH LEARN SIG RECOG,3.0,,Models of Computation
C++ programming language,Students should have prior knowledge of C++ programming language as a prerequisite for the course.,TECH INTERVIEW PREP C++,3.0,,Proficiency in Haskell programming language
Data structures,Students should have knowledge of different data structures and their implementations.,TECH INTERVIEW PREP C++,3.0,,Data Structures
Algorithms,Students should have knowledge of various algorithms and their applications.,TECH INTERVIEW PREP C++,3.0,,Algorithm Design and Analysis
Machine learning,"Students will learn about machine learning concepts and techniques, such as convolutional neural nets, recurrent neural nets, transformers, and vision transformers.",TECH INTERVIEW PREP C++,3.0,,Supervised learning techniques
PyTorch and CUDA programming,Students will gain knowledge of PyTorch and CUDA programming for building efficient machine learning systems.,TECH INTERVIEW PREP C++,3.0,,CUDA programming
Fundamental knowledge of data structures,"Students will acquire the necessary knowledge of various data structures and their properties, enabling them to choose the appropriate data structure for different programming problems.",COMPETITIVE PROGRAMMING,3.0,,Data Structures
Understanding of algorithms,"Students will gain knowledge of different algorithms and their time and space complexities, allowing them to select the most efficient algorithm for a given problem.",COMPETITIVE PROGRAMMING,3.0,,Algorithm Design and Analysis
Familiarity with dynamic programming,"Students will learn the principles and techniques of dynamic programming, enabling them to apply this approach to solve optimization problems.",COMPETITIVE PROGRAMMING,3.0,,Dynamic programming
Knowledge of graph theory,"Students will gain an understanding of graph theory concepts, such as graph traversal algorithms and shortest path algorithms, which are essential for solving graph-related problems.",COMPETITIVE PROGRAMMING,3.0,,Knowledge of graph theory
Understanding of number theory,"Students will acquire knowledge of number theory concepts, including prime numbers, modular arithmetic, and number factorization, which are useful for solving mathematical problems in programming contests.",COMPETITIVE PROGRAMMING,3.0,,Mathematical Reasoning
Empirical research methods,Students will gain knowledge of the methods and techniques used in empirical research in computer science.,EMPIRICAL METHODS DATA SC,3.0,,Biological research techniques
Data collection methods,Students will learn about different means of data collection and ethical concerns in research.,EMPIRICAL METHODS DATA SC,3.0,,Formal methods
Data analysis tools,"Students will acquire knowledge of various data analysis tools, including natural language processing (NLP) demos.",EMPIRICAL METHODS DATA SC,3.0,,Data visualization
Literature review,Students will learn how to conduct a literature review to critically examine previous research.,EMPIRICAL METHODS DATA SC,3.0,,Research
Big data,Students will gain knowledge of big data and its implications in data analysis.,EMPIRICAL METHODS DATA SC,3.0,,NoSQL databases and big data
Mobile application lifecycle,Students will gain knowledge about the different stages and processes involved in the development and deployment of mobile applications.,MOBILE APP DEVELOP IOS,3.0,,Mobile programming
Source code control (Git),"Students will learn about version control systems, specifically Git, and how to effectively manage and collaborate on code projects.",MOBILE APP DEVELOP IOS,3.0,,Git
"UI/UX accessibility, internationalization, and localization",Students will acquire knowledge about designing mobile applications that are accessible to all users and can be easily adapted for different languages and cultures.,MOBILE APP DEVELOP IOS,3.0,,"UI/UX accessibility, internationalization, and localization"
"REST, OAuth, and GraphQL",Students will learn about these technologies and their role in enabling secure and efficient communication between mobile applications and backend systems.,MOBILE APP DEVELOP IOS,3.0,,"REST, OAuth, and GraphQL"
Latest programming patterns and frameworks in the mobile industry,"Students will stay updated with the current trends and best practices in mobile app development, including popular frameworks and design patterns.",MOBILE APP DEVELOP IOS,3.0,,Mobile programming
Systems engineering,Students will learn about systems engineering principles and practices to design and develop effective solutions.,HACKING 4 DEFENSE,3.0,,Engineering practices
Customer discovery,Students will gain knowledge of customer discovery techniques to understand user needs and preferences.,HACKING 4 DEFENSE,3.0,,User needs discovery
Rapid prototyping,Students will learn about rapid prototyping methods to quickly iterate and refine their solutions.,HACKING 4 DEFENSE,3.0,,Rapid prototyping
Pitching,Students will acquire knowledge of effective pitching strategies to present their solutions to experts and potential stakeholders.,HACKING 4 DEFENSE,3.0,,Pitching
Federal regulations,Students will learn about relevant federal regulations that may impact the implementation of their solutions.,HACKING 4 DEFENSE,3.0,,Federal regulations
Identifying social problems,Students will acquire knowledge on how to identify and understand social issues that require innovative solutions.,DATA-DRVN DSGN SOCIAL INN,3.0,,Identifying social problems
Data-driven methods,Students will learn about the principles and techniques of using data to drive the design and implementation of solutions.,DATA-DRVN DSGN SOCIAL INN,3.0,,Formal methods
Data visualization techniques,Students will gain knowledge on different methods and tools for visualizing data to effectively communicate insights.,DATA-DRVN DSGN SOCIAL INN,3.0,,Data visualization
User-centered design principles,"Students will acquire knowledge on designing solutions that prioritize user needs, preferences, and experiences.",DATA-DRVN DSGN SOCIAL INN,3.0,,Iterative design
Cross-disciplinary collaboration,Students will learn about the benefits and challenges of working in teams with members from different disciplines.,DATA-DRVN DSGN SOCIAL INN,3.0,,Collaborative leadership
Multivariable calculus,"Students are expected to have a background in multivariable calculus, which provides the necessary mathematical foundation for understanding neural networks.",NEURAL NETWORKS DEEP LEARNING,3.0,,Calculus
Linear algebra,"Students should have knowledge of linear algebra, as it is fundamental to many concepts and operations in neural networks.",NEURAL NETWORKS DEEP LEARNING,3.0,,Linear algebra
Probability theory,Understanding probability theory is essential for working with probabilistic models and algorithms in neural networks.,NEURAL NETWORKS DEEP LEARNING,3.0,,Probability theory
Convolutional neural nets,"Students will gain knowledge about convolutional neural networks, a type of deep learning model commonly used in computer vision tasks.",DEEP LRNG FOR COMP VISION,3.0,,Applying neural networks to computer vision and natural language processing
Recurrent neural nets,"Students will learn about recurrent neural networks, a type of deep learning model commonly used in sequential data processing tasks.",DEEP LRNG FOR COMP VISION,3.0,,Training neural networks
Transformers,"Students will acquire knowledge about transformers, a type of deep learning model commonly used in natural language processing tasks.",DEEP LRNG FOR COMP VISION,3.0,,Transformers
Vision transformers,"Students will learn about vision transformers, a specific type of transformer model used for computer vision tasks.",DEEP LRNG FOR COMP VISION,3.0,,Vision transformers
Datasets,Students will gain knowledge about the datasets required to train and evaluate deep learning models for computer vision tasks.,DEEP LRNG FOR COMP VISION,3.0,,Data visualization
Design theory,Students will gain knowledge of design theory and its application in project development.,INNOVATION & DESIGN LAB,3.0,,Coding theory
Software documentation,"Students will learn how to document their projects, including software design, functionality, and usage instructions.",INNOVATION & DESIGN LAB,3.0,,Software verification
Teamwork,Students will acquire knowledge of effective teamwork strategies and collaboration techniques.,INNOVATION & DESIGN LAB,3.0,,Group work
Innovative mindset,Students will develop knowledge and understanding of the innovative mindset required to create inventive applications and valuable products.,INNOVATION & DESIGN LAB,3.0,,Innovative mindset
End-user experience,Students will learn about the importance of delivering meaningful experiences to end-users and how to incorporate user-centered design principles.,INNOVATION & DESIGN LAB,3.0,,User needs discovery
Advanced machine learning,Students will acquire in-depth knowledge of advanced machine learning techniques and their applications in the health and medical fields.,Adv Mach Lrng Health &Med,3.0,,Performance evaluation of machine learning and deep learning systems
Biomedical research,Students will learn about the specific challenges and considerations involved in applying machine learning to biomedical research problems.,Adv Mach Lrng Health &Med,3.0,,Biological research techniques
Statistics and mathematics,"Students will develop a solid foundation in statistics and mathematics, which are fundamental for understanding and applying machine learning algorithms.",APPLIED MACHINE LEARNING,3.0,,Mathematical Reasoning
Python programming,"Students will acquire knowledge of Python programming, which is the core programming language used in the course for implementing machine learning models.",APPLIED MACHINE LEARNING,3.0,,Python programming
Machine learning algorithms,"Students will learn about various machine learning algorithms, such as SVMs, decision trees, and neural networks, and their applications in solving real-world problems.",APPLIED MACHINE LEARNING,3.0,,Supervised learning techniques
Data preprocessing,"Students will gain knowledge of data preprocessing techniques, including data cleaning, feature selection, and normalization, to ensure the quality and suitability of data for machine learning tasks.",APPLIED MACHINE LEARNING,3.0,,Data processing
Business acumen,"Students will develop an understanding of the business implications and applications of machine learning, enabling them to make data-driven decisions and solve enterprise-level problems.",APPLIED MACHINE LEARNING,3.0,,Entrepreneurship
Database design,"Students will learn how to design a database, which is important for organizing and managing data in data science projects.",ELEMENTS FOR DATA SCIENCE,3.0,,Database design
Predictive modeling techniques,"The course will cover techniques for building predictive models, providing students with knowledge on how to develop models for making predictions based on data.",ELEMENTS FOR DATA SCIENCE,3.0,,Supervised learning techniques
Feature selection and dimensionality reduction,"Students will learn techniques for selecting relevant features and reducing the dimensionality of data, which is essential for improving model performance and efficiency.",ELEMENTS FOR DATA SCIENCE,3.0,,Feature extraction and matching
