Skill,Explanation,Related Course,Credits,Semester,Collapsed Skill
Graph theory,"Students will learn about the basic concepts and techniques in graph theory, such as isomorphism, traversability, planarity, and colorings.",DISCRETE MATHEMATICS,4,Spring 2023,Graph theory
Proficiency in linear algebra computations,"Students will develop the skill of performing computations involving matrices and vectors, which is a fundamental skill in linear algebra.",COMPUTATIONAL LINEAR ALGE,4,Spring 2023,Linear algebra
Programming skills,"Students will gain experience in using programming languages and software tools for solving computational problems in linear algebra, which is a valuable skill in various fields such as computer science and engineering.",COMPUTATIONAL LINEAR ALGE,4,Spring 2023,Programming Techniques
Finite automata,"Students will learn how to handle and manipulate deterministic and non-deterministic finite automata, which are essential concepts in computer science theory.",COMPUTER SCIENCE THEORY,3,Spring 2023,Formal languages and automata
Regular expressions,"Students will gain proficiency in using regular expressions, a powerful tool for pattern matching and text manipulation.",COMPUTER SCIENCE THEORY,3,Spring 2023,Regular expressions
Context-free grammars,"Students will develop the skill of working with context-free grammars, which are used to describe the syntax of programming languages and other formal languages.",COMPUTER SCIENCE THEORY,3,Spring 2023,Context-free languages
Turing machines,"Students will learn how to handle and manipulate Turing machines, a theoretical model of computation that forms the foundation of computer science theory.",COMPUTER SCIENCE THEORY,3,Spring 2023,Turing machines
Complexity theory,"Students will acquire the skill of understanding and analyzing the complexity of algorithms and problems, which is crucial in computer science theory.",COMPUTER SCIENCE THEORY,3,Spring 2023,Complexity theory
Finite automata,"Students will learn how to handle and manipulate deterministic and non-deterministic finite automata, which are essential concepts in computer science theory.",COMPUTER SCIENCE THEORY,3,Spring 2023,Formal languages and automata
Regular expressions,"Students will gain proficiency in using regular expressions, a powerful tool for pattern matching and text manipulation.",COMPUTER SCIENCE THEORY,3,Spring 2023,Regular expressions
Context-free grammars,"Students will develop the skill of working with context-free grammars, which are used to describe the syntax of programming languages and other formal languages.",COMPUTER SCIENCE THEORY,3,Spring 2023,Context-free languages
Turing machines,"Students will learn how to handle and manipulate Turing machines, a theoretical model of computation that forms the foundation of computer science theory.",COMPUTER SCIENCE THEORY,3,Spring 2023,Turing machines
Complexity theory,"Students will acquire the skill of understanding and analyzing the complexity of algorithms and problems, which is crucial in computer science theory.",COMPUTER SCIENCE THEORY,3,Spring 2023,Complexity theory
Finite automata,"Students will learn how to handle and manipulate deterministic and non-deterministic finite automata, which are essential concepts in computer science theory.",COMPUTER SCIENCE THEORY,3,Spring 2023,Formal languages and automata
Regular expressions,"Students will gain proficiency in using regular expressions, a powerful tool for pattern matching and text manipulation.",COMPUTER SCIENCE THEORY,3,Spring 2023,Regular expressions
Context-free grammars,"Students will develop the skill of working with context-free grammars, which are used to describe the syntax of programming languages and other formal languages.",COMPUTER SCIENCE THEORY,3,Spring 2023,Context-free languages
Turing machines,"Students will learn how to handle and manipulate Turing machines, a theoretical model of computation that forms the basis of modern computer science.",COMPUTER SCIENCE THEORY,3,Spring 2023,Turing machines
Complexity theory,"Students will acquire the skill of understanding and analyzing the complexity of algorithms and problems, which is crucial in computer science theory.",COMPUTER SCIENCE THEORY,3,Spring 2023,Complexity theory
SQL,"Students will gain proficiency in SQL, which is a fundamental skill in working with databases and querying data.",INTRODUCTION TO DATABASES,3,Spring 2023,SQL
XML,"Students will learn about XML (eXtensible Markup Language) and its use in databases, allowing them to work with XML data and integrate it into database systems.",INTRODUCTION TO DATABASES,3,Spring 2023,XML
SQL,"Students will gain proficiency in SQL, which is a fundamental skill in working with databases and querying data.",INTRODUCTION TO DATABASES,3,Spring 2023,SQL
XML,"Students will learn about XML (eXtensible Markup Language) and its use in databases, allowing them to work with XML data and integrate it into database systems.",INTRODUCTION TO DATABASES,3,Spring 2023,XML
SQL,"Students will gain proficiency in SQL, which is a fundamental skill in working with databases and querying data.",INTRODUCTION TO DATABASES,3,Spring 2023,SQL
XML,"Students will learn about XML (eXtensible Markup Language) and its use in databases, allowing them to work with XML data and integrate it into database systems.",INTRODUCTION TO DATABASES,3,Spring 2023,XML
Programming languages,"Students will gain proficiency in multiple programming languages, including imperative, object-oriented, declarative, functional, and scripting languages. This skill is selected because the course focuses on teaching different programming languages and their syntax.",PROGRAMMING LANG & TRANSL,3,Spring 2023,Tools and languages
Compiler design,"Students will learn about the design and implementation of language translation tools, including compilers and interpreters. This skill is selected because the course covers the implementation of language translation tools and code generation.",PROGRAMMING LANG & TRANSL,3,Spring 2023,Compiler design
Problem-solving,Students will develop problem-solving skills as they work on programming projects. This skill is selected because programming requires logical thinking and problem-solving abilities.,PROGRAMMING LANG & TRANSL,3,Spring 2023,Collaborative problem-solving
Data types,Students will learn about different data types used in programming languages. This skill is selected because understanding data types is essential for programming and manipulating data.,PROGRAMMING LANG & TRANSL,3,Spring 2023,Data types
Exception handling,Students will learn about exception handling in programming languages. This skill is selected because handling exceptions is crucial for writing robust and error-free code.,PROGRAMMING LANG & TRANSL,3,Spring 2023,Exception handling
Programming languages,"Students will gain proficiency in multiple programming languages, including imperative, object-oriented, declarative, functional, and scripting languages. This skill is selected because the course focuses on the study and implementation of different programming languages.",PROGRAMMING LANG-TRANSLATORS,3,Spring 2023,Tools and languages
Compiler design,"Students will learn about the design and implementation of language translation tools, including compilers and interpreters. This skill is selected because the course covers the implementation of language translation tools.",PROGRAMMING LANG-TRANSLATORS,3,Spring 2023,Compiler design
"Lexical, syntactic, and semantic analysis","Students will develop the ability to analyze and understand the different levels of language analysis, including lexical, syntactic, and semantic analysis. This skill is selected because the course covers these topics in the context of language translation tools.",PROGRAMMING LANG-TRANSLATORS,3,Spring 2023,Lexical analysis
Code generation,Students will learn how to generate executable code from high-level programming language constructs. This skill is selected because the course covers the implementation of code generation in language translation tools.,PROGRAMMING LANG-TRANSLATORS,3,Spring 2023,Code generation
Code optimization,Students will be introduced to code optimization techniques to improve the efficiency and performance of generated code. This skill is selected because the course includes an introduction to code optimization in the context of language translation tools.,PROGRAMMING LANG-TRANSLATORS,3,Spring 2023,Efficient coding
Process management,Students will learn how to handle and manipulate processes in an operating system to accomplish specific objectives.,OPERATING SYSTEMS I,3,Spring 2023,Process management
Memory management,"Students will gain proficiency in managing memory in an operating system, including allocation and deallocation.",OPERATING SYSTEMS I,3,Spring 2023,Virtual memory management
Virtual memory,Students will learn about virtual memory and its use in optimizing memory usage in an operating system.,OPERATING SYSTEMS I,3,Spring 2023,Virtual memory management
Interrupt handling,Students will develop the ability to handle interrupts in an operating system to ensure proper functioning.,OPERATING SYSTEMS I,3,Spring 2023,Exception handling
File systems,"Students will learn how to handle and manipulate file systems in an operating system, including file organization and access.",OPERATING SYSTEMS I,3,Spring 2023,File systems
Process management,Students will learn how to handle and manipulate processes in an operating system to accomplish specific objectives.,OPERATING SYSTEMS I,3,Spring 2023,Process management
Memory management,"Students will gain proficiency in managing memory in an operating system, including allocation and deallocation.",OPERATING SYSTEMS I,3,Spring 2023,Virtual memory management
Virtual memory,Students will learn about virtual memory and its use in optimizing memory usage in an operating system.,OPERATING SYSTEMS I,3,Spring 2023,Virtual memory management
Interrupt handling,Students will develop the ability to handle interrupts in an operating system to ensure proper functioning.,OPERATING SYSTEMS I,3,Spring 2023,Exception handling
File systems,"Students will learn how to handle and manipulate file systems in an operating system, including file organization and access.",OPERATING SYSTEMS I,3,Spring 2023,File systems
3D User Interface Design,"Students will learn how to design and develop 3D user interfaces, including interaction techniques, metaphors, and dialogue design.",3D UI AND AUGMENTED REALI,3,Spring 2023,3D User Interface Design
Selection and Manipulation,Students will gain proficiency in selecting and manipulating objects in a 3D environment.,3D UI AND AUGMENTED REALI,3,Spring 2023,Selection and Manipulation
3D Software Support,Students will learn how to utilize software tools and technologies specific to 3D user interfaces.,3D UI AND AUGMENTED REALI,3,Spring 2023,3D Software Support
Virtual and Augmented Reality,Students will gain knowledge and practical experience in designing and implementing virtual and augmented reality experiences.,3D UI AND AUGMENTED REALI,3,Spring 2023,Virtual and Augmented Reality
Tangible User Interfaces,Students will learn about tangible user interfaces and how to design and develop interactive systems that incorporate physical objects.,3D UI AND AUGMENTED REALI,3,Spring 2023,Tangible User Interfaces
Cryptographic protocol design,Students will learn how to design secure cryptographic protocols to protect sensitive information.,SECURITY II,3,Spring 2023,Cryptographic protocol design
Security testing and fuzzing,Students will gain proficiency in testing and fuzzing techniques to identify vulnerabilities in security systems.,SECURITY II,3,Spring 2023,Security testing and fuzzing
Blockchain,Students will learn about the fundamentals of blockchain technology and its applications in ensuring secure transactions.,SECURITY II,3,Spring 2023,Blockchain technologies
Hardware and software security techniques,Students will acquire knowledge and practical skills in implementing security measures for both hardware and software systems.,SECURITY II,3,Spring 2023,Security best practices
"Centralized, distributed, and cloud system security","Students will learn how to secure different types of systems, including centralized, distributed, and cloud-based architectures.",SECURITY II,3,Spring 2023,"Centralized, distributed, and cloud system security"
Cryptographic protocol design,Students will learn how to design secure cryptographic protocols to protect sensitive information.,SECURITY II,3,Spring 2023,Cryptographic protocol design
Security testing and fuzzing,Students will gain proficiency in testing and fuzzing techniques to identify vulnerabilities in security systems.,SECURITY II,3,Spring 2023,Security testing and fuzzing
Blockchain,Students will learn about the fundamentals of blockchain technology and its applications in ensuring secure transactions.,SECURITY II,3,Spring 2023,Blockchain
Hardware and software security techniques,Students will acquire knowledge and practical skills in implementing security measures for both hardware and software systems.,SECURITY II,3,Spring 2023,Security best practices
"Centralized, distributed, and cloud system security","Students will develop the ability to secure different types of systems, including centralized, distributed, and cloud-based architectures.",SECURITY II,3,Spring 2023,"Centralized, distributed, and cloud system security"
Algorithm design,Students will learn how to design algorithms to solve complex problems efficiently.,Advanced Algorithms,3,Spring 2023,Algorithm design
Data analysis,Students will gain proficiency in analyzing and manipulating data to extract meaningful insights.,Advanced Algorithms,3,Spring 2023,Data analysis and interpretation
Programming,Students will develop programming skills to implement and optimize algorithms.,Advanced Algorithms,3,Spring 2023,Programming
Problem-solving,Students will enhance their problem-solving abilities through the application of algorithmic techniques.,Advanced Algorithms,3,Spring 2023,Collaborative problem-solving
Critical thinking,Students will learn to think critically and creatively to devise innovative algorithmic solutions.,Advanced Algorithms,3,Spring 2023,Critical thinking
Algorithm design,Students will learn how to design algorithms to solve complex problems efficiently.,Advanced Algorithms,3,Spring 2023,Algorithm design
Data analysis,Students will gain proficiency in analyzing and manipulating data to extract meaningful insights.,Advanced Algorithms,3,Spring 2023,Data analysis and interpretation
Programming,Students will develop programming skills to implement and optimize algorithms.,Advanced Algorithms,3,Spring 2023,Programming
Problem-solving,Students will enhance their problem-solving abilities through the application of algorithmic techniques.,Advanced Algorithms,3,Spring 2023,Collaborative problem-solving
Critical thinking,Students will learn to think critically and evaluate the efficiency and effectiveness of different algorithmic approaches.,Advanced Algorithms,3,Spring 2023,Critical thinking
Problem-solving,Students will develop the skill of problem-solving as they analyze and solve computational problems.,INTRO-COMPUTATIONAL COMPL,3,Spring 2023,Collaborative problem-solving
Programming,Students will gain proficiency in programming languages and learn how to write efficient and effective code.,INTRO-COMPUTATIONAL COMPL,3,Spring 2023,Programming
Data analysis,Students will learn how to handle and manipulate data to extract meaningful insights and make informed decisions.,INTRO-COMPUTATIONAL COMPL,3,Spring 2023,Data analysis and interpretation
Algorithm design,Students will develop the skill of designing algorithms to solve complex computational problems.,INTRO-COMPUTATIONAL COMPL,3,Spring 2023,Algorithm design
Critical thinking,Students will enhance their critical thinking skills as they analyze and evaluate different computational approaches.,INTRO-COMPUTATIONAL COMPL,3,Spring 2023,Critical thinking
Problem-solving,Students will develop the skill of problem-solving as they learn to analyze and solve computational problems.,INTRO-COMPUTATIONAL COMPL,3,Spring 2023,Collaborative problem-solving
Programming,Students will gain proficiency in programming languages and develop the skill of writing code to solve computational problems.,INTRO-COMPUTATIONAL COMPL,3,Spring 2023,Programming
Business model innovation,Students will learn how to design innovative business models to create and grow a technology venture.,PRIN-INNOVATN/ENTREPRENEU,3,Spring 2023,Business model development
Product design,Students will gain proficiency in designing innovative products that align with technology paradigm shifts.,PRIN-INNOVATN/ENTREPRENEU,3,Spring 2023,Product design
Intellectual property protection,Students will learn strategies for protecting intellectual property in the context of a technology venture.,PRIN-INNOVATN/ENTREPRENEU,3,Spring 2023,Intellectual property
Project planning,Students will develop skills in planning and organizing team projects related to technology entrepreneurship.,PRIN-INNOVATN/ENTREPRENEU,3,Spring 2023,Software project management
Technology analysis,Students will learn how to identify and analyze opportunities created by technology paradigm shifts.,PRIN-INNOVATN/ENTREPRENEU,3,Spring 2023,Technology analysis
Python programming,"Students will gain proficiency in Python programming, which is recommended prior knowledge for the course.",ARTIFICIAL INTELLIGENCE,3,Spring 2023,Python/R programming
Problem-solving,Students will develop problem-solving skills as they work on building intelligent computer systems.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Collaborative problem-solving
Knowledge representation,Students will learn techniques for representing knowledge in intelligent computer systems.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Knowledge representation
Machine learning,Students will learn about machine learning algorithms and techniques used in artificial intelligence.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Advanced machine learning
Natural language processing,"Students may have the opportunity to learn about natural language processing, depending on the time available.",ARTIFICIAL INTELLIGENCE,3,Spring 2023,Natural language generation
Python programming,"Students will gain proficiency in Python programming, which is recommended prior knowledge for the course.",ARTIFICIAL INTELLIGENCE,3,Spring 2023,Python/R programming
Problem-solving,Students will develop problem-solving skills as they work on building intelligent computer systems.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Collaborative problem-solving
Knowledge representation,Students will learn techniques for representing knowledge in intelligent computer systems.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Knowledge representation
Machine learning,Students will learn about machine learning algorithms and techniques used in artificial intelligence.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Advanced machine learning
Natural language processing,"Students may have the opportunity to learn about natural language processing, depending on the time available.",ARTIFICIAL INTELLIGENCE,3,Spring 2023,Natural language generation
Python programming,"Students will gain proficiency in Python programming, which is recommended prior knowledge for the course.",ARTIFICIAL INTELLIGENCE,3,Spring 2023,Python/R programming
Problem-solving,Students will develop problem-solving skills as they work on building intelligent computer systems.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Collaborative problem-solving
Knowledge representation,Students will learn techniques for representing knowledge in intelligent computer systems.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Knowledge representation
Machine learning,Students will learn about machine learning algorithms and techniques used in artificial intelligence.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Advanced machine learning
Natural language processing,"Students may have the opportunity to learn about natural language processing, depending on the time available.",ARTIFICIAL INTELLIGENCE,3,Spring 2023,Natural language generation
Natural Language Processing (NLP),Students will gain proficiency in computational approaches to natural language generation and understanding.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Natural language generation
Information Extraction,Students will learn how to extract relevant information from text using NLP techniques.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Information Extraction
Summarization,Students will develop the skill of summarizing large amounts of text using NLP algorithms.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Summarization
Machine Translation,Students will learn how to translate text from one language to another using NLP methods.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Machine Translation
Dialogue Systems,Students will gain the ability to design and build conversational agents using NLP techniques.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Dialogue Systems
Natural Language Processing (NLP),Students will gain proficiency in computational approaches to natural language generation and understanding.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Natural language generation
Information Extraction,Students will learn how to extract relevant information from text using NLP techniques.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Information Extraction
Summarization,Students will develop the skill of summarizing large amounts of text using NLP algorithms.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Summarization
Machine Translation,Students will learn how to translate text from one language to another using NLP methods.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Machine Translation
Dialogue Systems,Students will gain the ability to design and implement dialogue systems using NLP techniques.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Dialogue Systems
Natural Language Processing (NLP),Students will gain proficiency in computational approaches to natural language generation and understanding.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Natural language generation
Information Extraction,Students will learn how to extract relevant information from text using NLP techniques.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Information Extraction
Summarization,Students will develop the skill of summarizing large amounts of text using NLP algorithms.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Summarization
Machine Translation,Students will learn how to translate text from one language to another using NLP methods.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Machine Translation
Dialogue Systems,Students will gain the ability to design and implement dialogue systems using NLP techniques.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Dialogue Systems
Data manipulation,"Students will learn how to import, export, manipulate, transform, and visualize data.",MACHINE LEARNING FOR DATA,3,Spring 2023,Data manipulation
Statistical analysis,Students will gain proficiency in using statistical summaries to analyze data.,MACHINE LEARNING FOR DATA,3,Spring 2023,Data analysis and interpretation
Machine learning,Students will learn how to run and evaluate machine learning models.,MACHINE LEARNING FOR DATA,3,Spring 2023,Advanced machine learning
Programming,Students are expected to have a basic knowledge of programming and will further develop their programming skills throughout the course.,MACHINE LEARNING FOR DATA,3,Spring 2023,Programming
Problem-solving,"Through working on programming projects and real-world applications, students will develop problem-solving skills.",MACHINE LEARNING FOR DATA,3,Spring 2023,Collaborative problem-solving
Data manipulation,"Students will learn how to import, export, manipulate, transform, and visualize data.",MACHINE LEARNING FOR DATA,3,Spring 2023,Data manipulation
Statistical analysis,Students will gain proficiency in using statistical summaries to analyze data.,MACHINE LEARNING FOR DATA,3,Spring 2023,Data analysis and interpretation
Machine learning,Students will learn how to run and evaluate machine learning models.,MACHINE LEARNING FOR DATA,3,Spring 2023,Advanced machine learning
Programming,Students are expected to have a basic knowledge of programming and will further develop their programming skills throughout the course.,MACHINE LEARNING FOR DATA,3,Spring 2023,Programming
Problem-solving,"Through working on programming projects and real-world applications, students will develop problem-solving skills.",MACHINE LEARNING FOR DATA,3,Spring 2023,Collaborative problem-solving
Convolutional networks and back-propagation,"Students will gain proficiency in understanding and implementing convolutional networks and back-propagation algorithms, which are fundamental techniques in computer vision.",Computer Vision II: Learn,3,Spring 2023,Convolutional networks and back-propagation
Object and action recognition,Students will learn how to develop algorithms and models for recognizing objects and actions in images or videos.,Computer Vision II: Learn,3,Spring 2023,Object and action recognition
Image synthesis and generative models,Students will acquire the skills to generate realistic images and learn about generative models such as GANs (Generative Adversarial Networks).,Computer Vision II: Learn,3,Spring 2023,Image synthesis and generative models
Object tracking,Students will learn techniques for tracking objects in videos and develop the ability to implement object tracking algorithms.,Computer Vision II: Learn,3,Spring 2023,Object detection
Vision and language,"Students will develop skills in integrating computer vision with natural language processing, enabling them to understand and generate textual descriptions of visual content.",Computer Vision II: Learn,3,Spring 2023,Vision and language
Convolutional networks and back-propagation,"Students will gain proficiency in understanding and implementing convolutional networks and back-propagation algorithms, which are fundamental techniques in computer vision.",Computer Vision II: Learn,3,Spring 2023,Convolutional networks and back-propagation
Object and action recognition,"Students will learn how to develop algorithms and models for recognizing objects and actions in images or videos, enhancing their ability to analyze and interpret visual data.",Computer Vision II: Learn,3,Spring 2023,Object and action recognition
Image synthesis and generative models,"Students will acquire the skill of generating realistic images and understanding generative models, enabling them to create new visual content.",Computer Vision II: Learn,3,Spring 2023,Image synthesis and generative models
Object tracking,"Students will develop the skill of tracking objects in videos, allowing them to analyze and monitor the movement of objects over time.",Computer Vision II: Learn,3,Spring 2023,Object detection
Vision and language,"Students will learn how to integrate computer vision with natural language processing, enabling them to understand and generate textual descriptions of visual content.",Computer Vision II: Learn,3,Spring 2023,Vision and language
Robotic programming languages,Students will learn how to design and use programming languages specifically for robotics. This skill is important as it allows students to effectively program and control robots.,COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Robotic programming languages
Sensor integration,Students will gain proficiency in integrating sensors into robotic systems. This skill is essential for robots to perceive and interact with their environment.,COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Sensor integration
Artificial intelligence for planning,Students will learn how to apply artificial intelligence techniques to plan and optimize robot movements and actions. This skill enables robots to make intelligent decisions and adapt to changing situations.,COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Artificial intelligence
Coordinate frames and kinematics,Students will develop an understanding of coordinate frames and kinematics in robotics. This skill is crucial for accurately controlling robot movements and positions.,COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Coordinate frames and kinematics
Computer architectures for robotics,Students will learn about the different computer architectures used in robotics. This skill is important for designing efficient and reliable robotic systems.,COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Computer architectures for robotics
Robotic programming languages,Students will learn how to design and use programming languages specifically for robotics. This skill is important as it allows students to effectively communicate with and control robots.,COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Robotic programming languages
Sensor integration,Students will gain proficiency in integrating sensors into robotic systems. This skill is essential for robots to perceive and interact with their environment.,COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Sensor integration
Artificial intelligence for planning,Students will learn how to apply artificial intelligence techniques to plan and optimize robot movements and actions. This skill enables robots to make intelligent decisions and adapt to changing situations.,COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Artificial intelligence
Coordinate frames and kinematics,Students will develop an understanding of coordinate frames and kinematics in robotics. This skill is crucial for accurately controlling robot movements and positions.,COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Coordinate frames and kinematics
Computer architectures for robotics,Students will learn about the different computer architectures used in robotics. This skill is important for designing efficient and reliable robotic systems.,COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Computer architectures for robotics
Computer vision,Students will learn how to analyze and interpret visual input as data.,VISUAL INTERFACES TO COMP,3,Spring 2023,Advanced computer vision concepts
Algorithm design,Students will gain proficiency in designing algorithms for visual recognition and interpretation.,VISUAL INTERFACES TO COMP,3,Spring 2023,Algorithm design
Human-computer interaction,Students will learn how to design visual interfaces for computer systems.,VISUAL INTERFACES TO COMP,3,Spring 2023,Human-computer interaction
Data analysis,Students will develop skills in analyzing imagery such as fingerprint or iris patterns.,VISUAL INTERFACES TO COMP,3,Spring 2023,Data analysis and interpretation
Natural language processing,Students will learn how to generate natural language descriptions of medical or map imagery.,VISUAL INTERFACES TO COMP,3,Spring 2023,Natural language generation
Computer vision,Students will learn how to analyze and interpret visual input as data.,VISUAL INTERFACES TO COMP,3,Spring 2023,Advanced computer vision concepts
Algorithm design,Students will gain proficiency in designing algorithms for visual recognition and interpretation.,VISUAL INTERFACES TO COMP,3,Spring 2023,Algorithm design
Human-computer interaction,Students will learn how to design visual interfaces for computer systems.,VISUAL INTERFACES TO COMP,3,Spring 2023,Human-computer interaction
Data analysis,Students will develop skills in analyzing imagery such as fingerprint or iris patterns.,VISUAL INTERFACES TO COMP,3,Spring 2023,Data analysis and interpretation
Natural language processing,Students will learn how to generate natural language descriptions of medical or map imagery.,VISUAL INTERFACES TO COMP,3,Spring 2023,Natural language generation
Computer vision,Students will learn how to analyze and interpret visual input as data.,VISUAL INTERFACES TO COMP,3,Spring 2023,Advanced computer vision concepts
Algorithm design,Students will gain proficiency in designing algorithms for visual recognition and interpretation.,VISUAL INTERFACES TO COMP,3,Spring 2023,Algorithm design
Human-computer interaction,Students will learn how to design visual interfaces for computer systems.,VISUAL INTERFACES TO COMP,3,Spring 2023,Human-computer interaction
Data analysis,Students will develop skills in analyzing imagery such as fingerprint or iris patterns.,VISUAL INTERFACES TO COMP,3,Spring 2023,Data analysis and interpretation
Natural language processing,Students will learn how to generate natural language descriptions of medical or map imagery.,VISUAL INTERFACES TO COMP,3,Spring 2023,Natural language generation
MATLAB,Students will gain proficiency in using MATLAB for implementing machine learning algorithms.,MACHINE LEARNING,3,Spring 2023,MATLAB
Machine learning algorithms,"Students will learn and understand various machine learning algorithms such as support vector machines, neural networks, and Bayesian networks.",MACHINE LEARNING,3,Spring 2023,Advanced machine learning
Data analysis,Students will develop skills in analyzing and interpreting data to make informed decisions in the context of machine learning.,MACHINE LEARNING,3,Spring 2023,Data analysis and interpretation
Programming,Students will enhance their programming skills through implementing machine learning algorithms in MATLAB.,MACHINE LEARNING,3,Spring 2023,Programming
Statistical analysis,Students will learn and apply statistical analysis techniques to evaluate and validate machine learning models.,MACHINE LEARNING,3,Spring 2023,Data analysis and interpretation
MATLAB,Students will gain proficiency in using MATLAB for implementing machine learning algorithms.,MACHINE LEARNING,3,Spring 2023,MATLAB
Machine learning algorithms,"Students will learn and understand various machine learning algorithms such as support vector machines, neural networks, and Bayesian networks.",MACHINE LEARNING,3,Spring 2023,Advanced machine learning
Data analysis,Students will develop skills in analyzing and interpreting data to make informed decisions in the context of machine learning.,MACHINE LEARNING,3,Spring 2023,Data analysis and interpretation
Programming,Students will enhance their programming skills through implementing machine learning algorithms in MATLAB.,MACHINE LEARNING,3,Spring 2023,Programming
Statistical analysis,Students will learn and apply statistical analysis techniques to evaluate and validate machine learning models.,MACHINE LEARNING,3,Spring 2023,Data analysis and interpretation
MATLAB,Students will gain proficiency in using MATLAB for implementing machine learning algorithms.,MACHINE LEARNING,3,Spring 2023,MATLAB
Machine learning algorithms,"Students will learn and understand various machine learning algorithms such as support vector machines, neural networks, and Bayesian networks.",MACHINE LEARNING,3,Spring 2023,Advanced machine learning
Data analysis,Students will develop skills in analyzing and interpreting data to make informed decisions in the context of machine learning.,MACHINE LEARNING,3,Spring 2023,Data analysis and interpretation
Programming,Students will enhance their programming skills through implementing machine learning algorithms in MATLAB.,MACHINE LEARNING,3,Spring 2023,Programming
Statistical analysis,Students will learn and apply statistical analysis techniques to evaluate and validate machine learning models.,MACHINE LEARNING,3,Spring 2023,Data analysis and interpretation
MATLAB,Students will gain proficiency in using MATLAB for implementing machine learning algorithms.,MACHINE LEARNING,3,Spring 2023,MATLAB
Machine learning algorithms,"Students will learn and understand various machine learning algorithms such as support vector machines, neural networks, and Bayesian networks.",MACHINE LEARNING,3,Spring 2023,Advanced machine learning
Data analysis,Students will develop skills in analyzing and interpreting data to make informed decisions in the context of machine learning.,MACHINE LEARNING,3,Spring 2023,Data analysis and interpretation
Programming,Students will enhance their programming skills through implementing machine learning algorithms in MATLAB.,MACHINE LEARNING,3,Spring 2023,Programming
Statistical analysis,Students will learn and apply statistical analysis techniques to evaluate and validate machine learning models.,MACHINE LEARNING,3,Spring 2023,Data analysis and interpretation
Network configuration,"Students will learn how to configure and set up computer networks, including routers, switches, and IP addresses.",INTRO TO NETWORKS AND CROWDS,3,Spring 2023,Network architecture
Data analysis,"Students will develop skills in analyzing network data to identify patterns, troubleshoot issues, and optimize network performance.",INTRO TO NETWORKS AND CROWDS,3,Spring 2023,Data analysis and interpretation
Network security,Students will gain knowledge and practical skills in implementing security measures to protect networks from unauthorized access and cyber threats.,INTRO TO NETWORKS AND CROWDS,3,Spring 2023,Networking and security
Troubleshooting,"Students will learn how to diagnose and resolve network issues, including connectivity problems, performance bottlenecks, and hardware failures.",INTRO TO NETWORKS AND CROWDS,3,Spring 2023,Technical troubleshooting
Collaboration,"Students will develop skills in working collaboratively with others to design, implement, and maintain computer networks.",INTRO TO NETWORKS AND CROWDS,3,Spring 2023,Research collaboration
Data analysis,Students will learn how to analyze geometric data using various statistical techniques and software tools.,GEOMETRIC DATA ANALYSIS,3,Spring 2023,Data analysis and interpretation
Statistical modeling,Students will develop the skill of creating statistical models to analyze geometric data and make predictions.,GEOMETRIC DATA ANALYSIS,3,Spring 2023,Causal modeling
Data visualization,"Students will gain proficiency in visualizing geometric data through the use of charts, graphs, and other visual representations.",GEOMETRIC DATA ANALYSIS,3,Spring 2023,Data visualization
Programming,Students will learn programming languages and techniques that are commonly used in geometric data analysis.,GEOMETRIC DATA ANALYSIS,3,Spring 2023,Programming
Critical thinking,Students will develop the ability to think critically and apply logical reasoning to solve problems related to geometric data analysis.,GEOMETRIC DATA ANALYSIS,3,Spring 2023,Critical thinking
