Skill,Explanation,Related Course,Credits,Semester,Collapsed Skill
Problem-solving,Students will develop strong problem-solving abilities through the application of discrete mathematics principles and techniques to solve complex problems.,DISCRETE MATHEMATICS,4,Spring 2023,Collaborative problem-solving
Analytical thinking,"Students will enhance their ability to analyze and evaluate mathematical structures and arguments, enabling them to approach problems from a logical and systematic perspective.",DISCRETE MATHEMATICS,4,Spring 2023,Analytical skills
Abstract reasoning,Students will develop the ability to think abstractly and make connections between different concepts and theories in discrete mathematics.,DISCRETE MATHEMATICS,4,Spring 2023,Abstract reasoning
Mathematical modeling,"Students will gain the ability to model real-world problems using discrete mathematical structures, allowing them to formulate and solve problems in various domains.",DISCRETE MATHEMATICS,4,Spring 2023,Causal modeling
Written communication,Students will improve their written communication skills through the presentation of mathematical proofs and explanations of complex concepts in discrete mathematics.,DISCRETE MATHEMATICS,4,Spring 2023,Written communication
Problem-solving,"Through programming assignments and projects, students will develop the ability to solve real-world problems using the concepts and techniques learned in class, enhancing their problem-solving skills.",COMPUTATIONAL LINEAR ALGE,4,Spring 2023,Collaborative problem-solving
Mathematical proof-writing,"Students will develop the ability to write mathematical proofs, which is an important skill in mathematics and other disciplines that require logical reasoning and argumentation.",COMPUTATIONAL LINEAR ALGE,4,Spring 2023,Mathematical communication
Problem-solving,"Students will develop the ability to analyze and solve problems related to regular languages, context-free languages, and computational complexity.",COMPUTER SCIENCE THEORY,3,Spring 2023,Collaborative problem-solving
Logical reasoning,"Students will enhance their ability to think logically and critically, which is essential for understanding and proving theoretical concepts in computer science.",COMPUTER SCIENCE THEORY,3,Spring 2023,Mathematical Reasoning
Abstract thinking,"Students will develop the ability to think abstractly and conceptually, as computer science theory deals with formal languages and mathematical models.",COMPUTER SCIENCE THEORY,3,Spring 2023,Abstract reasoning
Algorithmic thinking,Students will acquire the ability to think algorithmically and design efficient algorithms for solving computational problems.,COMPUTER SCIENCE THEORY,3,Spring 2023,Algorithmic thinking
Written communication,Students will enhance their ability to communicate complex ideas and concepts effectively through written reports and explanations.,COMPUTER SCIENCE THEORY,3,Spring 2023,Written communication
Problem-solving,"Students will develop the ability to analyze and solve complex problems in the field of computer science theory, applying the concepts and techniques learned in the course.",COMPUTER SCIENCE THEORY,3,Spring 2023,Collaborative problem-solving
Logical reasoning,"Students will enhance their ability to think logically and critically, as computer science theory involves rigorous reasoning and proof techniques.",COMPUTER SCIENCE THEORY,3,Spring 2023,Mathematical Reasoning
Abstract thinking,"Students will develop the ability to think abstractly, as many concepts in computer science theory are highly abstract and require conceptual understanding.",COMPUTER SCIENCE THEORY,3,Spring 2023,Abstract reasoning
Algorithmic thinking,"Students will acquire the ability to design and analyze algorithms, as algorithmic thinking is essential in solving computational problems.",COMPUTER SCIENCE THEORY,3,Spring 2023,Algorithmic thinking
Written communication,"Students will enhance their ability to communicate complex ideas and concepts effectively through written reports and explanations, as computer science theory often involves formal proofs and explanations.",COMPUTER SCIENCE THEORY,3,Spring 2023,Written communication
Problem-solving,"Students will develop the ability to analyze and solve complex problems in the field of computer science theory, applying the concepts and techniques learned in the course.",COMPUTER SCIENCE THEORY,3,Spring 2023,Collaborative problem-solving
Logical reasoning,"Students will enhance their ability to think logically and critically, as they work with formal languages and analyze the properties of different computational models.",COMPUTER SCIENCE THEORY,3,Spring 2023,Mathematical Reasoning
Abstract thinking,"Students will develop the ability to think abstractly, as they deal with theoretical concepts and models that may not have direct real-world counterparts.",COMPUTER SCIENCE THEORY,3,Spring 2023,Abstract reasoning
Analytical thinking,Students will acquire the ability to analyze and evaluate the efficiency and complexity of algorithms and computational problems.,COMPUTER SCIENCE THEORY,3,Spring 2023,Analytical skills
Written communication,"Students will enhance their ability to communicate their ideas and findings effectively through written reports and explanations, as they delve into the theoretical aspects of computer science.",COMPUTER SCIENCE THEORY,3,Spring 2023,Written communication
Problem-solving,"Through programming projects, students will develop the ability to solve problems related to database design and application development. This ability is essential for identifying and resolving issues that may arise in real-world database scenarios.",INTRODUCTION TO DATABASES,3,Spring 2023,Collaborative problem-solving
Communication,Students will enhance their communication skills through the presentation and documentation of their programming projects. Effective communication is vital in conveying ideas and collaborating with others in the field of database development.,INTRODUCTION TO DATABASES,3,Spring 2023,Communication
Problem-solving,"Through programming projects, students will develop the ability to solve problems related to database design and application development. This ability is essential for identifying and resolving issues that may arise in real-world database scenarios.",INTRODUCTION TO DATABASES,3,Spring 2023,Collaborative problem-solving
Communication,Students will enhance their communication skills through the presentation and documentation of their programming projects. Effective communication is vital in conveying ideas and collaborating with others in the field of database development.,INTRODUCTION TO DATABASES,3,Spring 2023,Communication
Problem-solving,"Students will develop the ability to solve problems related to database design and application development. Through programming projects, they will learn to analyze issues and find solutions.",INTRODUCTION TO DATABASES,3,Spring 2023,Collaborative problem-solving
Communication,"Students will enhance their communication skills, both verbally and in writing, as they work on programming projects and present their findings. Effective communication is essential for collaborating with team members and conveying ideas and results.",INTRODUCTION TO DATABASES,3,Spring 2023,Communication
Problem-solving,Students will develop the ability to solve programming problems by applying their knowledge of programming languages and compiler design. This ability is selected because problem-solving is a key ability required in programming.,PROGRAMMING LANG & TRANSL,3,Spring 2023,Collaborative problem-solving
Communication,Students will enhance their communication skills through team projects and discussions. This ability is selected because effective communication is essential for collaborating with team members and conveying ideas and concepts.,PROGRAMMING LANG & TRANSL,3,Spring 2023,Communication
Analytical thinking,Students will develop the ability to analyze programming issues and identify solutions. This ability is selected because analytical thinking is crucial for debugging and optimizing code.,PROGRAMMING LANG & TRANSL,3,Spring 2023,Analytical skills
Collaboration,Students will develop the ability to work effectively in teams to implement a language and its compiler. This ability is selected because collaboration and teamwork are important skills in the software development industry.,PROGRAMMING LANG & TRANSL,3,Spring 2023,Research collaboration
Adaptability,Students will develop the ability to adapt to different programming languages and paradigms. This ability is selected because being adaptable and open to learning new languages and technologies is essential in the rapidly evolving field of programming.,PROGRAMMING LANG & TRANSL,3,Spring 2023,Adaptability
Problem-solving,Students will develop problem-solving abilities as they work on programming projects and implement language translation tools. This ability is selected because the course involves practical programming assignments and projects.,PROGRAMMING LANG-TRANSLATORS,3,Spring 2023,Collaborative problem-solving
Communication,"Students will enhance their communication abilities through discussions, presentations, and collaborative work on language implementation projects. This ability is selected because effective communication is important in software development and collaboration.",PROGRAMMING LANG-TRANSLATORS,3,Spring 2023,Communication
Analytical thinking,Students will develop the ability to analyze and understand complex programming language concepts and their implementation. This ability is selected because the course requires analytical thinking to design and implement language translation tools.,PROGRAMMING LANG-TRANSLATORS,3,Spring 2023,Analytical skills
Teamwork,Students will develop teamwork abilities as they work in teams to implement a language and its compiler. This ability is selected because the course includes a team project that requires collaboration and coordination.,PROGRAMMING LANG-TRANSLATORS,3,Spring 2023,Teamwork
Debugging,Students will learn how to identify and fix errors in programming code. This ability is selected because debugging is an essential skill in programming and language implementation.,PROGRAMMING LANG-TRANSLATORS,3,Spring 2023,Debugging
Problem-solving,Students will develop the ability to analyze and solve problems related to operating systems design and implementation.,OPERATING SYSTEMS I,3,Spring 2023,Collaborative problem-solving
Communication,Students will enhance their communication skills through collaborative programming projects and case studies.,OPERATING SYSTEMS I,3,Spring 2023,Communication
Analytical thinking,"Students will develop the ability to analyze and evaluate different aspects of operating systems, such as performance and efficiency.",OPERATING SYSTEMS I,3,Spring 2023,Analytical skills
Time management,Students will learn to effectively manage their time and prioritize tasks in order to meet project deadlines.,OPERATING SYSTEMS I,3,Spring 2023,Time management
Debugging,Students will gain the ability to identify and fix errors and bugs in operating system code through hands-on programming projects.,OPERATING SYSTEMS I,3,Spring 2023,Debugging
Problem-solving,Students will develop the ability to analyze and solve problems related to operating systems design and implementation.,OPERATING SYSTEMS I,3,Spring 2023,Collaborative problem-solving
Communication,Students will enhance their communication skills through collaborative programming projects and case studies.,OPERATING SYSTEMS I,3,Spring 2023,Communication
Analytical thinking,"Students will develop the ability to analyze and evaluate different aspects of operating systems, such as performance and efficiency.",OPERATING SYSTEMS I,3,Spring 2023,Analytical skills
Time management,Students will learn to effectively manage their time and prioritize tasks in order to meet project deadlines.,OPERATING SYSTEMS I,3,Spring 2023,Time management
Debugging,Students will gain the ability to identify and fix errors and bugs in operating system code through hands-on programming projects.,OPERATING SYSTEMS I,3,Spring 2023,Debugging
Problem-solving,Students will develop problem-solving abilities as they tackle design and development challenges in 3D user interfaces.,3D UI AND AUGMENTED REALI,3,Spring 2023,Collaborative problem-solving
Communication,Students will enhance their communication skills through collaborative projects and presentations related to 3D user interface design.,3D UI AND AUGMENTED REALI,3,Spring 2023,Communication
Analytical Thinking,Students will develop the ability to analyze and evaluate the effectiveness of different interaction techniques and metaphors in 3D user interfaces.,3D UI AND AUGMENTED REALI,3,Spring 2023,Analytical skills
Creativity,Students will be encouraged to think creatively and innovatively in designing unique and engaging 3D user interfaces.,3D UI AND AUGMENTED REALI,3,Spring 2023,Creativity
User-Centered Design,Students will develop the ability to prioritize user needs and preferences in the design and evaluation of 3D user interfaces.,3D UI AND AUGMENTED REALI,3,Spring 2023,Human-centered design
Problem-solving,Students will develop the ability to analyze complex security issues and devise effective solutions.,SECURITY II,3,Spring 2023,Collaborative problem-solving
Communication,Students will enhance their ability to effectively communicate security concepts and findings to both technical and non-technical stakeholders.,SECURITY II,3,Spring 2023,Communication
Critical thinking,Students will develop critical thinking skills to evaluate and assess security risks and make informed decisions.,SECURITY II,3,Spring 2023,Critical thinking
Risk assessment,Students will acquire the ability to assess and quantify security risks to prioritize mitigation efforts.,SECURITY II,3,Spring 2023,Risk assessment
Collaboration,Students will enhance their ability to work collaboratively in teams to address security challenges and develop comprehensive solutions.,SECURITY II,3,Spring 2023,Research collaboration
Problem-solving,Students will develop the ability to analyze complex security issues and devise effective solutions.,SECURITY II,3,Spring 2023,Collaborative problem-solving
Communication,Students will enhance their ability to effectively communicate security concepts and findings to both technical and non-technical stakeholders.,SECURITY II,3,Spring 2023,Communication
Critical thinking,Students will develop critical thinking skills to evaluate and assess security risks and make informed decisions.,SECURITY II,3,Spring 2023,Critical thinking
Risk assessment,Students will gain the ability to assess and quantify security risks to prioritize mitigation efforts.,SECURITY II,3,Spring 2023,Risk assessment
Collaboration,Students will enhance their ability to work collaboratively in teams to address security challenges and develop comprehensive solutions.,SECURITY II,3,Spring 2023,Research collaboration
Analytical thinking,Students will develop the ability to analyze complex problems and devise algorithmic solutions.,Advanced Algorithms,3,Spring 2023,Analytical skills
Logical reasoning,Students will enhance their logical reasoning abilities to identify patterns and relationships in data.,Advanced Algorithms,3,Spring 2023,Mathematical Reasoning
Collaboration,Students will develop the ability to work effectively in teams to solve algorithmic problems.,Advanced Algorithms,3,Spring 2023,Research collaboration
Presentation skills,Students will enhance their ability to present and communicate algorithmic solutions effectively.,Advanced Algorithms,3,Spring 2023,Presentation Skills
Adaptability,Students will develop the ability to adapt and apply different algorithmic techniques to solve diverse problems.,Advanced Algorithms,3,Spring 2023,Adaptability
Analytical thinking,Students will develop the ability to analyze problems and devise algorithmic solutions.,Advanced Algorithms,3,Spring 2023,Analytical skills
Logical reasoning,Students will enhance their logical reasoning abilities to understand and prove the correctness of algorithms.,Advanced Algorithms,3,Spring 2023,Mathematical Reasoning
Algorithm implementation,Students will gain the ability to implement algorithms in a programming language.,Advanced Algorithms,3,Spring 2023,Algorithm design
Algorithm evaluation,Students will develop the ability to evaluate the efficiency and effectiveness of algorithms.,Advanced Algorithms,3,Spring 2023,Algorithm design
Collaboration,Students will enhance their ability to collaborate with others in solving algorithmic problems and discussing algorithm design strategies.,Advanced Algorithms,3,Spring 2023,Research collaboration
Analytical thinking,Students will develop the ability to analyze and evaluate computational problems and propose effective solutions.,INTRO-COMPUTATIONAL COMPL,3,Spring 2023,Analytical skills
Logical reasoning,Students will enhance their ability to think logically and apply logical reasoning in solving computational problems.,INTRO-COMPUTATIONAL COMPL,3,Spring 2023,Mathematical Reasoning
Communication,Students will improve their ability to communicate complex computational concepts and ideas effectively.,INTRO-COMPUTATIONAL COMPL,3,Spring 2023,Communication
Time management,Students will develop the ability to manage their time efficiently while working on computational projects and assignments.,INTRO-COMPUTATIONAL COMPL,3,Spring 2023,Time management
Collaboration,Students will enhance their ability to collaborate with others in solving computational problems and working on group projects.,INTRO-COMPUTATIONAL COMPL,3,Spring 2023,Research collaboration
Analytical thinking,Students will develop the ability to analyze and evaluate computational problems and their solutions.,INTRO-COMPUTATIONAL COMPL,3,Spring 2023,Analytical skills
Logical reasoning,Students will enhance their ability to think logically and make sound decisions in the context of computational problems.,INTRO-COMPUTATIONAL COMPL,3,Spring 2023,Mathematical Reasoning
Teamwork,"Students will develop the ability to work effectively in teams, as the course is centered around team projects.",PRIN-INNOVATN/ENTREPRENEU,3,Spring 2023,Teamwork
Problem-solving,Students will enhance their problem-solving abilities through the practical application of entrepreneurship principles in technology ventures.,PRIN-INNOVATN/ENTREPRENEU,3,Spring 2023,Collaborative problem-solving
Communication,"Students will improve their communication skills, both verbally and in writing, as they present and pitch their technology venture ideas.",PRIN-INNOVATN/ENTREPRENEU,3,Spring 2023,Communication
Critical thinking,Students will develop the ability to think critically and analyze opportunities and challenges in the context of technology entrepreneurship.,PRIN-INNOVATN/ENTREPRENEU,3,Spring 2023,Critical thinking
Adaptability,"Students will learn to adapt to changing technology landscapes and market dynamics, as they navigate the process of creating and growing a technology venture.",PRIN-INNOVATN/ENTREPRENEU,3,Spring 2023,Adaptability
Analytical thinking,Students will develop the ability to analyze complex problems and find solutions.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Analytical skills
Critical thinking,Students will enhance their critical thinking skills as they evaluate different AI techniques and approaches.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Critical thinking
Communication,Students will improve their communication skills through discussions and presentations of AI concepts.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Communication
Collaboration,"Students will have the opportunity to collaborate with peers on AI projects, enhancing their teamwork abilities.",ARTIFICIAL INTELLIGENCE,3,Spring 2023,Research collaboration
Research skills,Students will develop research skills as they explore and study various AI techniques and advancements.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Research skills
Analytical thinking,Students will develop the ability to analyze complex problems and find solutions.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Analytical skills
Critical thinking,Students will enhance their critical thinking skills as they evaluate different AI techniques and approaches.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Critical thinking
Communication,Students will improve their communication skills through discussions and presentations of AI concepts.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Communication
Collaboration,"Students will have the opportunity to collaborate with peers on AI projects, enhancing their teamwork abilities.",ARTIFICIAL INTELLIGENCE,3,Spring 2023,Research collaboration
Research skills,Students will develop research skills as they explore and study various AI techniques and advancements.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Research skills
Analytical thinking,Students will develop the ability to analyze complex problems and find solutions.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Analytical skills
Critical thinking,Students will enhance their critical thinking skills as they evaluate different AI techniques and approaches.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Critical thinking
Communication,Students will improve their communication skills through discussions and presentations of AI concepts.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Communication
Collaboration,"Students will have the opportunity to collaborate with peers on AI projects, enhancing their teamwork abilities.",ARTIFICIAL INTELLIGENCE,3,Spring 2023,Research collaboration
Research skills,Students will develop research skills as they explore and study various AI techniques and advancements.,ARTIFICIAL INTELLIGENCE,3,Spring 2023,Research skills
Problem-solving,Students will develop the ability to solve complex problems related to natural language processing using computational techniques.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Collaborative problem-solving
Analytical Thinking,Students will enhance their ability to analyze and interpret linguistic data to develop NLP solutions.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Analytical skills
Programming,Students will improve their programming skills through programming exercises in various NLP areas.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Programming
Communication,Students will enhance their ability to communicate complex NLP concepts and findings effectively.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Communication
Research,Students will develop the ability to conduct research in the field of NLP and contribute to advancements in the domain.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Research
Problem-solving,Students will develop problem-solving abilities as they work on programming exercises in various NLP areas.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Collaborative problem-solving
Communication,Students will enhance their communication skills through discussions and presentations related to NLP topics.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Communication
Analytical Thinking,Students will develop the ability to analyze and interpret text data for NLP tasks.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Analytical skills
Programming,Students will gain the ability to write code and implement NLP algorithms in programming exercises.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Programming
Research Skills,Students will develop research skills to explore and evaluate different NLP techniques and approaches.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Research skills
Problem-solving,Students will develop problem-solving abilities as they work on programming exercises in various NLP areas.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Collaborative problem-solving
Communication,Students will enhance their communication abilities by effectively conveying their understanding of NLP concepts and techniques.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Communication
Analytical Thinking,Students will develop the ability to analyze and interpret text data for NLP tasks.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Analytical skills
Programming,Students will acquire the ability to implement NLP algorithms and techniques through programming exercises.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Programming
Research Skills,Students will develop research skills by exploring and evaluating different NLP approaches and methodologies.,NATURAL LANGUAGE PROCESSI,3,Spring 2023,Research skills
Communication,Students will enhance their communication skills through various assignments and projects.,MACHINE LEARNING FOR DATA,3,Spring 2023,Communication
Critical thinking,The course challenges students to think critically and creatively when applying data analytics to real-world problems.,MACHINE LEARNING FOR DATA,3,Spring 2023,Critical thinking
Analytical skills,Students will develop the ability to analyze data and draw meaningful insights from it.,MACHINE LEARNING FOR DATA,3,Spring 2023,Analytical skills
Organization,Students will learn how to organize and manage data effectively.,MACHINE LEARNING FOR DATA,3,Spring 2023,Organization
Problem-solving,Students will apply problem-solving skills to solve enterprise-level problems using machine learning techniques.,MACHINE LEARNING FOR DATA,3,Spring 2023,Collaborative problem-solving
Data visualization,Students will develop the ability to visually represent and communicate data.,MACHINE LEARNING FOR DATA,3,Spring 2023,Data visualization
Critical thinking,The course challenges students to think critically and creatively in applying data analytics to real-world problems.,MACHINE LEARNING FOR DATA,3,Spring 2023,Critical thinking
Communication,"Through working on projects and real-world applications, students will enhance their communication skills.",MACHINE LEARNING FOR DATA,3,Spring 2023,Communication
Analytical thinking,Students will develop the ability to analyze issues and make informed decisions based on data analysis.,MACHINE LEARNING FOR DATA,3,Spring 2023,Analytical skills
Problem-solving,Students will further enhance their problem-solving abilities through working on programming projects and real-world applications.,MACHINE LEARNING FOR DATA,3,Spring 2023,Collaborative problem-solving
Problem-solving,Students will develop the ability to analyze and solve complex problems in computer vision by applying the knowledge and skills learned in the course.,Computer Vision II: Learn,3,Spring 2023,Collaborative problem-solving
Communication,"Students will enhance their ability to effectively communicate their ideas, findings, and results related to computer vision through oral and written means.",Computer Vision II: Learn,3,Spring 2023,Communication
Analytical thinking,Students will develop the ability to critically analyze and evaluate computer vision algorithms and models.,Computer Vision II: Learn,3,Spring 2023,Analytical skills
Research skills,"Students will acquire the ability to conduct research in the field of computer vision, including literature review, experimental design, and result interpretation.",Computer Vision II: Learn,3,Spring 2023,Research skills
Adaptability,Students will develop the ability to adapt and apply their knowledge and skills to new and emerging challenges in computer vision.,Computer Vision II: Learn,3,Spring 2023,Adaptability
Problem-solving,"Students will enhance their problem-solving abilities through hands-on programming projects and assignments, where they will tackle real-world computer vision problems and develop innovative solutions.",Computer Vision II: Learn,3,Spring 2023,Collaborative problem-solving
Communication,"Students will improve their ability to effectively communicate their ideas, findings, and results related to computer vision through written reports, presentations, and discussions.",Computer Vision II: Learn,3,Spring 2023,Communication
Analytical thinking,"Students will develop the ability to analyze and interpret visual data, enabling them to extract meaningful insights and make informed decisions in various domains.",Computer Vision II: Learn,3,Spring 2023,Analytical skills
Research skills,"Students will acquire the ability to conduct research in the field of computer vision, including literature review, experimental design, data collection, and analysis.",Computer Vision II: Learn,3,Spring 2023,Research skills
Collaboration,"Students will enhance their collaborative skills by working on group projects and engaging in discussions and peer feedback, fostering teamwork and cooperation in solving complex computer vision problems.",Computer Vision II: Learn,3,Spring 2023,Research collaboration
Problem-solving,Students will enhance their problem-solving abilities through hands-on programming and project work in robotics. This ability is crucial for identifying and resolving issues that arise during the development and operation of robotic systems.,COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Collaborative problem-solving
Communication,"Students will improve their communication skills through collaborative projects and presentations in robotics. This ability is important for effectively conveying ideas, collaborating with team members, and presenting findings or solutions.",COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Communication
Analytical thinking,Students will develop the ability to analyze and evaluate robotic systems and algorithms. This ability enables students to assess the performance and efficiency of robotic solutions.,COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Analytical skills
Programming,"Students will enhance their programming abilities, particularly in the context of robotics. This ability is essential for implementing and controlling robotic systems.",COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Programming
Teamwork,Students will develop teamwork skills through group projects and activities in robotics. This ability is important for collaborating effectively with others and achieving common goals in a team-based environment.,COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Teamwork
Problem-solving,Students will enhance their problem-solving abilities through hands-on programming projects and challenges in robotics. This ability is crucial for identifying and resolving issues that arise during the development and operation of robotic systems.,COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Collaborative problem-solving
Communication,"Students will improve their communication skills, particularly in the context of robotics. Effective communication is essential for collaborating with team members, presenting ideas, and documenting robotic projects.",COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Communication
Analytical thinking,Students will develop the ability to analyze and evaluate different approaches and algorithms in robotics. This ability allows students to make informed decisions and optimize the performance of robotic systems.,COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Analytical skills
Programming,"Students will gain proficiency in programming languages commonly used in robotics, such as Python or C++. This ability enables students to write code to control and interact with robots.",COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Programming
Teamwork,"Students will enhance their teamwork skills through group projects and collaborations in robotics. This ability is important as robotics often involves interdisciplinary teams working together to design, build, and deploy robotic systems.",COMPUTATNL ASPECTS OF ROB,3,Spring 2023,Teamwork
Problem-solving,Students will develop the ability to solve complex problems related to visual recognition and interpretation.,VISUAL INTERFACES TO COMP,3,Spring 2023,Collaborative problem-solving
Critical thinking,Students will enhance their ability to think critically and analyze the underlying assumptions of visual interface systems.,VISUAL INTERFACES TO COMP,3,Spring 2023,Critical thinking
Communication,Students will improve their ability to communicate their ideas and findings related to visual interfaces.,VISUAL INTERFACES TO COMP,3,Spring 2023,Communication
Collaboration,Students will develop the ability to work effectively in teams on projects related to visual interfaces.,VISUAL INTERFACES TO COMP,3,Spring 2023,Research collaboration
Research skills,Students will acquire the ability to conduct research in the field of visual interfaces and evaluate existing systems.,VISUAL INTERFACES TO COMP,3,Spring 2023,Research skills
Problem-solving,Students will develop the ability to solve complex problems related to visual recognition and interpretation.,VISUAL INTERFACES TO COMP,3,Spring 2023,Collaborative problem-solving
Critical thinking,Students will enhance their ability to think critically and analyze the underlying assumptions of visual interface systems.,VISUAL INTERFACES TO COMP,3,Spring 2023,Critical thinking
Communication,Students will improve their ability to communicate their ideas and findings related to visual interfaces.,VISUAL INTERFACES TO COMP,3,Spring 2023,Communication
Collaboration,Students will develop the ability to work effectively in teams on projects related to visual interfaces.,VISUAL INTERFACES TO COMP,3,Spring 2023,Research collaboration
Research skills,Students will acquire the ability to conduct research in the field of visual interfaces and evaluate existing systems.,VISUAL INTERFACES TO COMP,3,Spring 2023,Research skills
Problem-solving,Students will develop the ability to solve complex problems related to visual recognition and interpretation.,VISUAL INTERFACES TO COMP,3,Spring 2023,Collaborative problem-solving
Critical thinking,Students will enhance their ability to think critically and analyze the underlying assumptions of visual interface systems.,VISUAL INTERFACES TO COMP,3,Spring 2023,Critical thinking
Communication,Students will improve their ability to communicate their ideas and findings related to visual interfaces.,VISUAL INTERFACES TO COMP,3,Spring 2023,Communication
Collaboration,Students will develop the ability to work effectively in teams on projects related to visual interfaces.,VISUAL INTERFACES TO COMP,3,Spring 2023,Research collaboration
Research skills,Students will acquire the ability to conduct research in the field of visual interfaces and evaluate existing systems.,VISUAL INTERFACES TO COMP,3,Spring 2023,Research skills
Problem-solving,Students will develop the ability to identify and solve complex problems in the field of machine learning.,MACHINE LEARNING,3,Spring 2023,Collaborative problem-solving
Critical thinking,Students will enhance their critical thinking skills by analyzing and evaluating different machine learning algorithms and approaches.,MACHINE LEARNING,3,Spring 2023,Critical thinking
Data interpretation,Students will develop the ability to interpret and draw meaningful insights from large datasets.,MACHINE LEARNING,3,Spring 2023,Data analysis and interpretation
Algorithm implementation,Students will gain the ability to implement machine learning algorithms and optimize them for efficient performance.,MACHINE LEARNING,3,Spring 2023,Algorithm design
Research skills,Students will develop research skills by exploring and understanding the latest advancements and trends in machine learning.,MACHINE LEARNING,3,Spring 2023,Research skills
Problem-solving,Students will develop the ability to identify and solve complex problems in the field of machine learning.,MACHINE LEARNING,3,Spring 2023,Collaborative problem-solving
Critical thinking,Students will enhance their critical thinking skills by analyzing and evaluating different machine learning algorithms and approaches.,MACHINE LEARNING,3,Spring 2023,Critical thinking
Data interpretation,Students will develop the ability to interpret and draw meaningful insights from large datasets.,MACHINE LEARNING,3,Spring 2023,Data analysis and interpretation
Algorithm implementation,Students will gain the ability to implement machine learning algorithms and optimize them for efficient performance.,MACHINE LEARNING,3,Spring 2023,Algorithm design
Research skills,Students will develop research skills by exploring and understanding the latest advancements and trends in machine learning.,MACHINE LEARNING,3,Spring 2023,Research skills
Problem-solving,Students will develop the ability to identify and solve complex problems in the field of machine learning.,MACHINE LEARNING,3,Spring 2023,Collaborative problem-solving
Critical thinking,Students will enhance their critical thinking skills by analyzing and evaluating different machine learning algorithms and approaches.,MACHINE LEARNING,3,Spring 2023,Critical thinking
Data interpretation,Students will develop the ability to interpret and draw meaningful insights from large datasets.,MACHINE LEARNING,3,Spring 2023,Data analysis and interpretation
Algorithm implementation,Students will gain the ability to implement machine learning algorithms and optimize them for efficient performance.,MACHINE LEARNING,3,Spring 2023,Algorithm design
Research skills,Students will develop research skills by exploring and understanding the latest advancements and trends in machine learning.,MACHINE LEARNING,3,Spring 2023,Research skills
Problem-solving,Students will develop the ability to identify and solve complex problems in the field of machine learning.,MACHINE LEARNING,3,Spring 2023,Collaborative problem-solving
Critical thinking,Students will enhance their critical thinking skills by analyzing and evaluating different machine learning algorithms and approaches.,MACHINE LEARNING,3,Spring 2023,Critical thinking
Data interpretation,Students will develop the ability to interpret and draw meaningful insights from large datasets.,MACHINE LEARNING,3,Spring 2023,Data analysis and interpretation
Algorithm implementation,Students will gain the ability to implement machine learning algorithms and modify them to suit specific problem domains.,MACHINE LEARNING,3,Spring 2023,Algorithm design
Collaboration,Students will enhance their ability to work effectively in teams and collaborate with others in the development and evaluation of machine learning models.,MACHINE LEARNING,3,Spring 2023,Research collaboration
Critical thinking,"Students will develop the ability to analyze complex network issues, evaluate different solutions, and make informed decisions.",INTRO TO NETWORKS AND CROWDS,3,Spring 2023,Critical thinking
Adaptability,"Students will enhance their ability to adapt to changing network technologies and environments, and effectively respond to emerging challenges.",INTRO TO NETWORKS AND CROWDS,3,Spring 2023,Adaptability
Problem-solving,"Students will develop the ability to identify and solve network problems, both independently and collaboratively.",INTRO TO NETWORKS AND CROWDS,3,Spring 2023,Collaborative problem-solving
Communication,"Students will enhance their ability to effectively communicate technical concepts, network designs, and troubleshooting steps to both technical and non-technical stakeholders.",INTRO TO NETWORKS AND CROWDS,3,Spring 2023,Communication
